Latitude,Longitude,Depth,Month,Year,Species,cells L-1
-30.0,112.0,0,2,1996,Acanthoica acanthifera HET,642.0
-30.0,112.0,20,2,1996,Acanthoica acanthifera HET,365.0
-30.0,112.0,40,2,1996,Acanthoica acanthifera HET,90.0
-30.0,112.0,75,2,1996,Acanthoica acanthifera HET,116.0
-30.0,113.0,0,2,1996,Acanthoica acanthifera HET,214.5
-30.0,113.0,40,2,1996,Acanthoica acanthifera HET,66.0
-29.0,14.0,0,2,1993,Acanthoica acanthifera HET,1400.0
-29.0,112.0,0,2,1996,Acanthoica acanthifera HET,109.0
-29.0,112.0,15,2,1996,Acanthoica acanthifera HET,70.0
-29.0,112.0,170,2,1996,Acanthoica acanthifera HET,13.0
-29.0,113.0,0,2,1996,Acanthoica acanthifera HET,36.0
-28.0,111.0,0,2,1996,Acanthoica acanthifera HET,91.0
-28.0,111.0,15,2,1996,Acanthoica acanthifera HET,140.0
-28.0,111.0,50,2,1996,Acanthoica acanthifera HET,275.0
-27.0,111.0,25,2,1996,Acanthoica acanthifera HET,249.0
-27.0,111.0,100,2,1996,Acanthoica acanthifera HET,123.0
-26.0,110.0,15,2,1996,Acanthoica acanthifera HET,39.0
-26.0,110.0,45,2,1996,Acanthoica acanthifera HET,54.0
-24.0,108.0,0,2,1996,Acanthoica acanthifera HET,88.0
-24.0,108.0,10,2,1996,Acanthoica acanthifera HET,70.0
-24.0,108.0,25,2,1996,Acanthoica acanthifera HET,193.0
-24.0,108.0,50,2,1996,Acanthoica acanthifera HET,167.0
-22.0,108.0,0,2,1996,Acanthoica acanthifera HET,137.0
-22.0,108.0,25,2,1996,Acanthoica acanthifera HET,118.0
-22.0,108.0,50,2,1996,Acanthoica acanthifera HET,70.0
-21.0,109.0,25,2,1996,Acanthoica acanthifera HET,313.0
-21.0,109.0,45,2,1996,Acanthoica acanthifera HET,139.0
-21.0,110.0,0,2,1996,Acanthoica acanthifera HET,22.0
-21.0,110.0,20,2,1996,Acanthoica acanthifera HET,42.0
-20.0,110.0,0,2,1996,Acanthoica acanthifera HET,41.0
-20.0,110.0,20,2,1996,Acanthoica acanthifera HET,35.0
-20.0,110.0,40,2,1996,Acanthoica acanthifera HET,95.0
-17.0,110.0,25,2,1996,Acanthoica acanthifera HET,58.0
-16.0,110.0,0,2,1996,Acanthoica acanthifera HET,92.0
-16.0,110.0,10,2,1996,Acanthoica acanthifera HET,131.0
-13.0,112.0,0,3,1996,Acanthoica acanthifera HET,21.0
-1.0,141.0,20,1,1969,Acanthoica acanthifera HET,77.0
-1.0,141.0,20,12,1968,Acanthoica acanthifera HET,77.0
-1.0,141.0,30,1,1969,Acanthoica acanthifera HET,275.0
-1.0,141.0,30,12,1968,Acanthoica acanthifera HET,275.0
-1.0,141.0,50,1,1969,Acanthoica acanthifera HET,80.0
-1.0,141.0,50,12,1968,Acanthoica acanthifera HET,80.0
-1.0,141.0,75,1,1969,Acanthoica acanthifera HET,60.0
-1.0,141.0,75,12,1968,Acanthoica acanthifera HET,60.0
-1.0,141.0,100,1,1969,Acanthoica acanthifera HET,198.0
-1.0,141.0,100,12,1968,Acanthoica acanthifera HET,199.0
2.0,141.0,0,1,1969,Acanthoica acanthifera HET,19.666666666666668
2.0,141.0,15,1,1969,Acanthoica acanthifera HET,197.33333333333331
2.0,141.0,30,1,1969,Acanthoica acanthifera HET,265.3333333333333
2.0,141.0,55,1,1969,Acanthoica acanthifera HET,142.0
20.0,-156.0,0,9,1969,Acanthoica acanthifera HET,5.0
20.0,-156.0,30,9,1969,Acanthoica acanthifera HET,7.0
20.0,-156.0,75,9,1969,Acanthoica acanthifera HET,36.0
20.0,-156.0,100,9,1969,Acanthoica acanthifera HET,39.0
22.0,158.0,0,11,1968,Acanthoica acanthifera HET,14.0
22.0,158.0,0,11,1969,Acanthoica acanthifera HET,14.0
24.0,-155.0,20,9,1969,Acanthoica acanthifera HET,29.33333333333333
24.0,155.0,0,11,1968,Acanthoica acanthifera HET,18.0
25.0,154.0,0,11,1968,Acanthoica acanthifera HET,8.0
25.0,154.0,0,11,1969,Acanthoica acanthifera HET,8.0
28.0,149.0,0,11,1968,Acanthoica acanthifera HET,44.0
29.0,-156.0,30,9,1969,Acanthoica acanthifera HET,39.0
29.0,-156.0,75,9,1969,Acanthoica acanthifera HET,32.0
29.0,-156.0,100,9,1969,Acanthoica acanthifera HET,100.0
29.0,-156.0,125,9,1969,Acanthoica acanthifera HET,25.0
29.0,147.0,0,11,1968,Acanthoica acanthifera HET,21.0
29.0,147.0,0,11,1969,Acanthoica acanthifera HET,22.0
29.0,149.0,0,11,1969,Acanthoica acanthifera HET,46.0
30.0,-155.0,0,9,1969,Acanthoica acanthifera HET,3.0
31.0,-155.0,0,9,1969,Acanthoica acanthifera HET,10.0
32.0,-155.0,0,9,1969,Acanthoica acanthifera HET,14.0
33.0,-155.0,0,9,1969,Acanthoica acanthifera HET,50.66666666666666
33.0,140.0,0,11,1968,Acanthoica acanthifera HET,343.0
33.0,140.0,0,11,1969,Acanthoica acanthifera HET,455.0
34.0,-155.0,10,9,1969,Acanthoica acanthifera HET,45.0
34.0,-155.0,20,9,1969,Acanthoica acanthifera HET,7.0
34.0,-74.0,30,8,1965,Acanthoica acanthifera HET,40.0
34.0,-74.0,75,8,1965,Acanthoica acanthifera HET,80.0
34.0,140.0,0,11,1969,Acanthoica acanthifera HET,182.0
35.0,23.0,5,2,2012,Acanthoica acanthifera HET,260.0
35.0,23.0,90,2,2012,Acanthoica acanthifera HET,60.0
35.0,25.0,100,5,2013,Acanthoica acanthifera HET,100.0
35.0,26.0,5,4,2011,Acanthoica acanthifera HET,766.0
35.0,27.0,85,1,2007,Acanthoica acanthifera HET,190.0
36.0,-6.0,0,4,2011,Acanthoica acanthifera HET,1437.0
36.0,-5.0,25,4,2011,Acanthoica acanthifera HET,449.0
37.0,24.0,0,4,2002,Acanthoica acanthifera HET,73.0
37.0,24.0,5,3,2002,Acanthoica acanthifera HET,60.0
37.0,24.0,5,3,2003,Acanthoica acanthifera HET,64.0
37.0,24.0,5,9,2004,Acanthoica acanthifera HET,64.0
37.0,24.0,5,11,2003,Acanthoica acanthifera HET,85.33333333333333
37.0,24.0,10,11,2003,Acanthoica acanthifera HET,64.0
37.0,24.0,15,8,2001,Acanthoica acanthifera HET,96.0
37.0,24.0,15,11,2003,Acanthoica acanthifera HET,64.0
37.0,24.0,45,4,2002,Acanthoica acanthifera HET,110.0
37.0,24.0,45,8,2001,Acanthoica acanthifera HET,110.0
37.0,25.0,0,4,2002,Acanthoica acanthifera HET,96.0
37.0,25.0,5,4,2002,Acanthoica acanthifera HET,94.0
37.0,25.0,45,4,2002,Acanthoica acanthifera HET,96.0
37.0,25.0,45,8,2001,Acanthoica acanthifera HET,59.5
39.0,-155.0,0,9,1969,Acanthoica acanthifera HET,44.0
39.0,-155.0,20,9,1969,Acanthoica acanthifera HET,126.0
39.0,-155.0,30,9,1969,Acanthoica acanthifera HET,55.0
39.0,23.0,5,2,2007,Acanthoica acanthifera HET,60.0
39.0,23.0,20,2,2007,Acanthoica acanthifera HET,190.0
39.0,24.0,0,1,2011,Acanthoica acanthifera HET,130.0
39.0,24.0,20,1,2011,Acanthoica acanthifera HET,60.0
39.0,24.0,50,1,2011,Acanthoica acanthifera HET,130.0
39.0,25.0,0,3,2014,Acanthoica acanthifera HET,145.0
39.0,25.0,0,7,2014,Acanthoica acanthifera HET,50.0
39.0,25.0,10,3,2014,Acanthoica acanthifera HET,193.33333333333331
39.0,25.0,10,7,2014,Acanthoica acanthifera HET,480.0
39.0,25.0,20,3,2014,Acanthoica acanthifera HET,485.0
39.0,25.0,20,7,2014,Acanthoica acanthifera HET,50.0
39.0,25.0,30,3,2014,Acanthoica acanthifera HET,265.0
39.0,25.0,50,3,2014,Acanthoica acanthifera HET,190.0
39.0,25.0,75,3,2014,Acanthoica acanthifera HET,240.0
40.0,25.0,0,1,2011,Acanthoica acanthifera HET,190.0
40.0,25.0,0,3,2014,Acanthoica acanthifera HET,240.0
40.0,25.0,0,5,2011,Acanthoica acanthifera HET,60.0
40.0,25.0,10,3,2014,Acanthoica acanthifera HET,140.0
40.0,25.0,10,5,2011,Acanthoica acanthifera HET,60.0
40.0,25.0,20,1,2011,Acanthoica acanthifera HET,60.0
40.0,25.0,75,1,2011,Acanthoica acanthifera HET,60.0
40.0,25.0,100,1,2011,Acanthoica acanthifera HET,60.0
40.0,25.0,100,5,2011,Acanthoica acanthifera HET,260.0
41.0,3.0,40,6,1996,Acanthoica acanthifera HET,510.0
41.0,17.0,25,4,2011,Acanthoica acanthifera HET,416.0
43.0,-156.0,0,8,1969,Acanthoica acanthifera HET,70.0
44.0,-155.0,0,8,1969,Acanthoica acanthifera HET,330.0
44.0,-155.0,10,8,1969,Acanthoica acanthifera HET,1935.0
45.0,-155.0,0,8,1969,Acanthoica acanthifera HET,330.0
45.0,-155.0,10,8,1969,Acanthoica acanthifera HET,1935.0
45.0,-155.0,20,8,1969,Acanthoica acanthifera HET,1200.0
45.0,-155.0,30,8,1969,Acanthoica acanthifera HET,5390.0
-49.0,57.0,0,2,2010,Acanthoica acanthos HET,884.0
-49.0,57.0,20,2,2010,Acanthoica acanthos HET,1738.0
-45.0,57.0,60,2,2010,Acanthoica acanthos HET,880.0
-45.0,57.0,80,2,2010,Acanthoica acanthos HET,1065.0
-44.0,57.0,0,2,2010,Acanthoica acanthos HET,1294.0
-42.0,-42.0,10,5,2004,Acanthoica acanthos HET,210.0
17.0,-36.0,40,6,2003,Acanthoica acanthos HET,89.0
34.0,-76.0,10,8,1965,Acanthoica acanthos HET,40.0
34.0,-75.0,10,8,1965,Acanthoica acanthos HET,40.0
34.0,24.0,5,4,2011,Acanthoica acanthos HET,727.0
34.0,32.0,100,4,2011,Acanthoica acanthos HET,407.0
35.0,20.0,50,4,2011,Acanthoica acanthos HET,1152.0
35.0,26.0,5,4,2011,Acanthoica acanthos HET,766.0
36.0,-6.0,0,4,2011,Acanthoica acanthos HET,2873.0
36.0,-6.0,5,4,2011,Acanthoica acanthos HET,1016.0
36.0,-6.0,25,4,2011,Acanthoica acanthos HET,10452.0
36.0,-5.0,5,4,2011,Acanthoica acanthos HET,625.0
36.0,-5.0,25,4,2011,Acanthoica acanthos HET,449.0
37.0,-1.0,0,4,2011,Acanthoica acanthos HET,748.0
37.0,-1.0,25,4,2011,Acanthoica acanthos HET,1760.0
37.0,1.0,5,4,2011,Acanthoica acanthos HET,250.0
37.0,24.0,0,4,2002,Acanthoica acanthos HET,83.0
37.0,24.0,5,3,2003,Acanthoica acanthos HET,64.0
37.0,25.0,75,4,2011,Acanthoica acanthos HET,348.0
38.0,5.0,25,4,2011,Acanthoica acanthos HET,2033.0
38.0,18.0,0,4,2011,Acanthoica acanthos HET,575.0
38.0,18.0,5,4,2011,Acanthoica acanthos HET,369.0
38.0,18.0,50,4,2011,Acanthoica acanthos HET,836.0
39.0,18.0,25,4,2011,Acanthoica acanthos HET,2066.0
39.0,25.0,0,3,2014,Acanthoica acanthos HET,50.0
39.0,25.0,10,3,2014,Acanthoica acanthos HET,140.0
39.0,25.0,10,7,2014,Acanthoica acanthos HET,75.0
39.0,25.0,20,3,2014,Acanthoica acanthos HET,66.66666666666667
41.0,3.0,70,7,1996,Acanthoica acanthos HET,3570.0
43.0,15.0,0,2,2013,Acanthoica acanthos HET,877.0
43.0,15.0,5,2,2013,Acanthoica acanthos HET,2811.6666666666665
43.0,15.0,10,2,2013,Acanthoica acanthos HET,1292.25
43.0,15.0,20,2,2013,Acanthoica acanthos HET,2410.0
43.0,15.0,25,2,2013,Acanthoica acanthos HET,802.5
43.0,15.0,30,2,2013,Acanthoica acanthos HET,658.0
43.0,15.0,35,2,2013,Acanthoica acanthos HET,1645.0
43.0,15.0,40,2,2013,Acanthoica acanthos HET,220.0
43.0,15.0,40,7,2013,Acanthoica acanthos HET,441.0
43.0,15.0,45,2,2013,Acanthoica acanthos HET,329.0
43.0,15.0,60,2,2013,Acanthoica acanthos HET,804.0
-58.0,-69.0,5,2,2009,Acanthoica quattrospina HET,900.0
-58.0,-58.0,5,2,2009,Acanthoica quattrospina HET,500.0
-57.0,-58.0,5,2,2009,Acanthoica quattrospina HET,850.0
-57.0,-58.0,10,2,2009,Acanthoica quattrospina HET,4200.0
-57.0,-58.0,100,2,2009,Acanthoica quattrospina HET,2300.0
-56.0,-59.0,5,2,2009,Acanthoica quattrospina HET,1233.3333333333333
-56.0,-58.0,10,2,2009,Acanthoica quattrospina HET,1000.0
-55.0,-59.0,5,2,2009,Acanthoica quattrospina HET,2300.0
-54.0,-59.0,5,2,2009,Acanthoica quattrospina HET,600.0
-54.0,-59.0,25,2,2009,Acanthoica quattrospina HET,1700.0
-54.0,-59.0,50,2,2009,Acanthoica quattrospina HET,2400.0
-54.0,-59.0,75,2,2009,Acanthoica quattrospina HET,1400.0
-50.0,0.0,0,3,1995,Acanthoica quattrospina HET,100.0
-50.0,1.0,0,3,1995,Acanthoica quattrospina HET,100.0
-50.0,94.0,20,3,2012,Acanthoica quattrospina HET,670.0
-48.0,3.0,0,3,1995,Acanthoica quattrospina HET,1800.0
-48.0,4.0,0,3,1995,Acanthoica quattrospina HET,1800.0
-47.0,5.0,0,3,1995,Acanthoica quattrospina HET,200.0
-47.0,6.0,0,3,1995,Acanthoica quattrospina HET,800.0
-47.0,57.0,15,2,2012,Acanthoica quattrospina HET,660.0
-46.0,7.0,0,3,1995,Acanthoica quattrospina HET,700.0
-46.0,8.0,0,3,1995,Acanthoica quattrospina HET,200.0
-46.0,51.0,20,2,2012,Acanthoica quattrospina HET,500.0
-45.0,-22.0,5,2,2000,Acanthoica quattrospina HET,1294.0
-45.0,8.0,0,3,1995,Acanthoica quattrospina HET,1300.0
-45.0,9.0,0,3,1995,Acanthoica quattrospina HET,1600.0
-45.0,100.0,20,3,2012,Acanthoica quattrospina HET,3300.0
-44.0,10.0,0,3,1995,Acanthoica quattrospina HET,1300.0
-44.0,11.0,0,3,1995,Acanthoica quattrospina HET,800.0
-43.0,11.0,0,3,1995,Acanthoica quattrospina HET,600.0
-43.0,12.0,0,3,1995,Acanthoica quattrospina HET,1800.0
-43.0,113.0,5,3,2012,Acanthoica quattrospina HET,3690.0
-42.0,-42.0,10,5,2004,Acanthoica quattrospina HET,1487.0
-42.0,-42.0,20,5,2004,Acanthoica quattrospina HET,410.0
-42.0,-42.0,35,5,2004,Acanthoica quattrospina HET,552.0
-42.0,-42.0,65,5,2004,Acanthoica quattrospina HET,199.0
-42.0,-42.0,80,5,2004,Acanthoica quattrospina HET,135.0
-42.0,12.0,0,3,1995,Acanthoica quattrospina HET,2700.0
-42.0,13.0,0,3,1995,Acanthoica quattrospina HET,5200.0
-41.0,13.0,0,3,1995,Acanthoica quattrospina HET,1200.0
-41.0,43.0,25,2,2012,Acanthoica quattrospina HET,670.0
-41.0,105.0,15,3,2012,Acanthoica quattrospina HET,3960.0
-41.0,109.0,15,3,2012,Acanthoica quattrospina HET,2980.0
-40.0,-75.0,0,1,2002,Acanthoica quattrospina HET,678.5
-40.0,14.0,0,3,1995,Acanthoica quattrospina HET,1550.0
-40.0,135.0,0,3,2011,Acanthoica quattrospina HET,20.0
-39.0,-75.0,0,8,2002,Acanthoica quattrospina HET,1335.0
-39.0,-75.0,10,4,2002,Acanthoica quattrospina HET,813.0
-39.0,-75.0,10,5,2002,Acanthoica quattrospina HET,547.0
-39.0,-75.0,20,4,2002,Acanthoica quattrospina HET,496.0
-39.0,-75.0,20,5,2002,Acanthoica quattrospina HET,373.0
-39.0,-75.0,25,5,2002,Acanthoica quattrospina HET,406.0
-39.0,-75.0,40,4,2002,Acanthoica quattrospina HET,1340.0
-39.0,-75.0,65,5,2002,Acanthoica quattrospina HET,99.0
-39.0,-75.0,100,4,2002,Acanthoica quattrospina HET,111.0
-39.0,-22.0,150,2,2000,Acanthoica quattrospina HET,359.0
-39.0,15.0,0,3,1995,Acanthoica quattrospina HET,3900.0
-39.0,131.0,40,3,2011,Acanthoica quattrospina HET,10.0
-39.0,150.0,30,3,2011,Acanthoica quattrospina HET,10.0
-38.0,15.0,0,3,1995,Acanthoica quattrospina HET,1100.0
-38.0,39.0,15,2,2012,Acanthoica quattrospina HET,660.0
-38.0,124.0,0,3,2011,Acanthoica quattrospina HET,10.0
-38.0,124.0,35,3,2011,Acanthoica quattrospina HET,10.0
-38.0,124.0,75,3,2011,Acanthoica quattrospina HET,10.0
-38.0,127.0,0,3,2011,Acanthoica quattrospina HET,10.0
-37.0,-75.0,40,1,2002,Acanthoica quattrospina HET,132.0
-37.0,-15.0,20,2,1993,Acanthoica quattrospina HET,3325.0
-37.0,-15.0,40,2,1993,Acanthoica quattrospina HET,12890.0
-37.0,-15.0,60,2,1993,Acanthoica quattrospina HET,4790.0
-37.0,-15.0,80,2,1993,Acanthoica quattrospina HET,4190.0
-37.0,-15.0,100,2,1993,Acanthoica quattrospina HET,6290.0
-37.0,16.0,0,3,1995,Acanthoica quattrospina HET,2000.0
-37.0,151.0,0,3,2011,Acanthoica quattrospina HET,30.0
-37.0,151.0,80,3,2011,Acanthoica quattrospina HET,10.0
-36.0,-23.0,5,3,2000,Acanthoica quattrospina HET,256.0
-36.0,8.0,60,2,1993,Acanthoica quattrospina HET,2110.0
-36.0,8.0,80,2,1993,Acanthoica quattrospina HET,5980.0
-36.0,8.0,100,2,1993,Acanthoica quattrospina HET,680.0
-36.0,117.0,0,3,2011,Acanthoica quattrospina HET,10.0
-35.0,27.0,0,2,2011,Acanthoica quattrospina HET,30.0
-35.0,31.0,80,2,2011,Acanthoica quattrospina HET,40.0
-35.0,33.0,30,2,2011,Acanthoica quattrospina HET,10.0
-35.0,176.0,0,4,2011,Acanthoica quattrospina HET,20.0
-35.0,176.0,25,4,2011,Acanthoica quattrospina HET,20.0
-35.0,176.0,90,4,2011,Acanthoica quattrospina HET,10.0
-34.0,-32.0,15,5,2004,Acanthoica quattrospina HET,202.0
-34.0,-32.0,25,5,2004,Acanthoica quattrospina HET,190.0
-34.0,-32.0,100,5,2004,Acanthoica quattrospina HET,279.0
-34.0,-24.0,50,3,2000,Acanthoica quattrospina HET,244.0
-34.0,-3.0,0,2,1993,Acanthoica quattrospina HET,80.0
-34.0,-3.0,20,2,1993,Acanthoica quattrospina HET,2090.0
-34.0,-3.0,60,2,1993,Acanthoica quattrospina HET,6410.0
-34.0,-3.0,80,2,1993,Acanthoica quattrospina HET,2080.0
-34.0,-3.0,100,2,1993,Acanthoica quattrospina HET,4220.0
-34.0,3.0,0,2,1993,Acanthoica quattrospina HET,420.0
-34.0,3.0,20,2,1993,Acanthoica quattrospina HET,4585.0
-34.0,3.0,40,2,1993,Acanthoica quattrospina HET,3710.0
-34.0,3.0,60,2,1993,Acanthoica quattrospina HET,2385.0
-34.0,3.0,80,2,1993,Acanthoica quattrospina HET,2125.0
-34.0,8.0,5,11,2005,Acanthoica quattrospina HET,8400.0
-34.0,10.0,0,11,2005,Acanthoica quattrospina HET,4060.0
-34.0,37.0,25,2,2011,Acanthoica quattrospina HET,10.0
-34.0,37.0,85,2,2011,Acanthoica quattrospina HET,10.0
-34.0,39.0,35,2,2011,Acanthoica quattrospina HET,10.0
-33.0,-4.0,20,2,1993,Acanthoica quattrospina HET,2100.0
-33.0,-4.0,60,2,1993,Acanthoica quattrospina HET,6400.0
-33.0,-4.0,80,2,1993,Acanthoica quattrospina HET,2100.0
-33.0,-4.0,100,2,1993,Acanthoica quattrospina HET,4200.0
-33.0,4.0,5,11,2005,Acanthoica quattrospina HET,2480.0
-33.0,9.0,70,3,2011,Acanthoica quattrospina HET,30.0
-32.0,-25.0,5,3,2000,Acanthoica quattrospina HET,583.0
-32.0,-25.0,20,3,2000,Acanthoica quattrospina HET,688.0
-32.0,-25.0,50,3,2000,Acanthoica quattrospina HET,244.0
-32.0,6.0,0,2,2011,Acanthoica quattrospina HET,30.0
-32.0,6.0,85,2,2011,Acanthoica quattrospina HET,10.0
-32.0,110.0,0,11,2011,Acanthoica quattrospina HET,20.0
-31.0,103.0,0,9,2011,Acanthoica quattrospina HET,10.0
-31.0,107.0,0,10,2011,Acanthoica quattrospina HET,10.0
-30.0,-27.0,10,5,2003,Acanthoica quattrospina HET,365.0
-30.0,-27.0,115,5,2003,Acanthoica quattrospina HET,59.0
-30.0,13.0,80,2,1993,Acanthoica quattrospina HET,2180.0
-30.0,72.0,0,2,2011,Acanthoica quattrospina HET,10.0
-30.0,92.0,0,6,2011,Acanthoica quattrospina HET,10.0
-30.0,112.0,0,2,1996,Acanthoica quattrospina HET,64.0
-30.0,113.0,40,2,1996,Acanthoica quattrospina HET,66.0
-29.0,-5.0,15,11,2005,Acanthoica quattrospina HET,640.0
-29.0,14.0,0,2,1993,Acanthoica quattrospina HET,4220.0
-29.0,66.0,0,2,2011,Acanthoica quattrospina HET,10.0
-29.0,66.0,40,2,2011,Acanthoica quattrospina HET,10.0
-28.0,-19.0,0,1,2011,Acanthoica quattrospina HET,10.0
-28.0,63.0,45,2,2011,Acanthoica quattrospina HET,10.0
-28.0,63.0,110,2,2011,Acanthoica quattrospina HET,10.0
-27.0,-25.0,140,1,2011,Acanthoica quattrospina HET,10.0
-27.0,111.0,0,2,1996,Acanthoica quattrospina HET,27.0
-26.0,-180.0,0,4,2011,Acanthoica quattrospina HET,10.0
-26.0,-180.0,50,4,2011,Acanthoica quattrospina HET,20.0
-26.0,110.0,0,2,1996,Acanthoica quattrospina HET,71.0
-26.0,110.0,15,2,1996,Acanthoica quattrospina HET,79.0
-25.0,-34.0,40,1,2011,Acanthoica quattrospina HET,10.0
-25.0,108.0,0,2,1996,Acanthoica quattrospina HET,13.0
-24.0,-179.0,0,4,2011,Acanthoica quattrospina HET,20.0
-24.0,-179.0,35,4,2011,Acanthoica quattrospina HET,10.0
-24.0,-17.0,20,11,2005,Acanthoica quattrospina HET,400.0
-24.0,-17.0,50,4,1998,Acanthoica quattrospina HET,135.0
-24.0,108.0,0,2,1996,Acanthoica quattrospina HET,38.5
-24.0,108.0,10,2,1996,Acanthoica quattrospina HET,23.0
-24.0,108.0,25,2,1996,Acanthoica quattrospina HET,64.0
-22.0,-36.0,45,10,2011,Acanthoica quattrospina HET,10.0
-22.0,-26.0,20,5,2003,Acanthoica quattrospina HET,285.0
-22.0,-26.0,60,5,2003,Acanthoica quattrospina HET,512.0
-22.0,-26.0,140,5,2003,Acanthoica quattrospina HET,336.0
-22.0,-26.0,200,5,2003,Acanthoica quattrospina HET,32.0
-22.0,-23.0,15,11,2005,Acanthoica quattrospina HET,160.0
-22.0,-23.0,60,11,2005,Acanthoica quattrospina HET,990.0
-22.0,108.0,0,2,1996,Acanthoica quattrospina HET,91.0
-22.0,108.0,25,2,1996,Acanthoica quattrospina HET,118.0
-22.0,108.0,50,2,1996,Acanthoica quattrospina HET,140.0
-21.0,-177.0,40,4,2011,Acanthoica quattrospina HET,10.0
-21.0,-24.0,170,10,2004,Acanthoica quattrospina HET,80.0
-21.0,109.0,25,2,1996,Acanthoica quattrospina HET,174.0
-21.0,109.0,45,2,1996,Acanthoica quattrospina HET,70.0
-21.0,110.0,0,2,1996,Acanthoica quattrospina HET,87.0
-21.0,110.0,20,2,1996,Acanthoica quattrospina HET,28.0
-20.0,-18.0,50,5,1998,Acanthoica quattrospina HET,127.0
-20.0,110.0,40,2,1996,Acanthoica quattrospina HET,95.0
-19.0,-176.0,0,4,2011,Acanthoica quattrospina HET,10.0
-19.0,-35.0,45,9,2011,Acanthoica quattrospina HET,20.0
-19.0,-26.0,20,11,2005,Acanthoica quattrospina HET,120.0
-18.0,-26.0,25,10,2004,Acanthoica quattrospina HET,280.0
-17.0,110.0,55,2,1996,Acanthoica quattrospina HET,23.0
-16.0,-175.0,0,4,2011,Acanthoica quattrospina HET,10.0
-16.0,-34.0,50,8,2011,Acanthoica quattrospina HET,30.0
-16.0,-26.0,60,5,2004,Acanthoica quattrospina HET,440.0
-16.0,-26.0,130,5,2004,Acanthoica quattrospina HET,127.0
-16.0,110.0,0,2,1996,Acanthoica quattrospina HET,23.0
-15.0,-26.0,20,10,2004,Acanthoica quattrospina HET,190.0
-15.0,-26.0,20,11,2005,Acanthoica quattrospina HET,470.0
-14.0,-174.0,115,4,2011,Acanthoica quattrospina HET,10.0
-13.0,-26.0,30,5,2004,Acanthoica quattrospina HET,190.0
-13.0,-26.0,55,5,2004,Acanthoica quattrospina HET,427.0
-13.0,-26.0,130,5,2004,Acanthoica quattrospina HET,263.0
-13.0,-16.0,5,4,1998,Acanthoica quattrospina HET,128.0
-13.0,112.0,0,3,1996,Acanthoica quattrospina HET,21.0
-12.0,-173.0,0,4,2011,Acanthoica quattrospina HET,10.0
-12.0,-26.0,15,11,2005,Acanthoica quattrospina HET,410.0
-11.0,-26.0,15,10,2004,Acanthoica quattrospina HET,160.0
-11.0,-26.0,125,10,2004,Acanthoica quattrospina HET,80.0
-10.0,-173.0,40,4,2011,Acanthoica quattrospina HET,20.0
-10.0,-31.0,0,5,2011,Acanthoica quattrospina HET,20.0
-9.0,-15.0,20,3,1998,Acanthoica quattrospina HET,249.0
-9.0,-15.0,50,3,1998,Acanthoica quattrospina HET,887.0
-8.0,-172.0,0,4,2011,Acanthoica quattrospina HET,10.0
-8.0,-172.0,35,4,2011,Acanthoica quattrospina HET,20.0
-8.0,-30.0,0,4,2011,Acanthoica quattrospina HET,30.0
-6.0,-171.0,0,4,2011,Acanthoica quattrospina HET,10.0
-5.0,-29.0,0,3,2011,Acanthoica quattrospina HET,10.0
-4.0,-170.0,35,4,2011,Acanthoica quattrospina HET,10.0
-3.0,-26.0,10,11,2005,Acanthoica quattrospina HET,120.0
-2.0,-169.0,0,4,2011,Acanthoica quattrospina HET,10.0
-1.0,-26.0,15,5,2004,Acanthoica quattrospina HET,214.0
-1.0,-26.0,25,5,2004,Acanthoica quattrospina HET,201.0
-1.0,-26.0,60,5,2004,Acanthoica quattrospina HET,875.5
0.0,-27.0,0,1,2011,Acanthoica quattrospina HET,10.0
0.0,-26.0,5,5,2004,Acanthoica quattrospina HET,270.0
0.0,-26.0,70,5,2004,Acanthoica quattrospina HET,161.0
0.0,-26.0,100,5,2004,Acanthoica quattrospina HET,164.0
3.0,-166.0,80,2,2011,Acanthoica quattrospina HET,10.0
5.0,-85.0,0,8,2011,Acanthoica quattrospina HET,10.0
6.0,-165.0,0,3,2011,Acanthoica quattrospina HET,40.0
6.0,-165.0,30,3,2011,Acanthoica quattrospina HET,80.0
6.0,-165.0,80,3,2011,Acanthoica quattrospina HET,10.0
6.0,-29.0,5,11,2005,Acanthoica quattrospina HET,350.0
7.0,-88.0,20,7,2011,Acanthoica quattrospina HET,10.0
7.0,-28.0,5,5,2004,Acanthoica quattrospina HET,123.0
7.0,-28.0,15,5,2004,Acanthoica quattrospina HET,341.0
7.0,-28.0,25,5,2004,Acanthoica quattrospina HET,108.0
7.0,-28.0,60,5,2004,Acanthoica quattrospina HET,319.0
8.0,-91.0,30,6,2011,Acanthoica quattrospina HET,10.0
8.0,-31.0,5,6,2003,Acanthoica quattrospina HET,157.0
8.0,-31.0,15,6,2003,Acanthoica quattrospina HET,272.0
8.0,-31.0,25,6,2003,Acanthoica quattrospina HET,173.0
8.0,-31.0,55,6,2003,Acanthoica quattrospina HET,1625.0
8.0,-31.0,95,6,2003,Acanthoica quattrospina HET,42.0
9.0,-164.0,0,4,2011,Acanthoica quattrospina HET,411.0
9.0,-164.0,30,4,2011,Acanthoica quattrospina HET,959.0
9.0,-97.0,0,4,2011,Acanthoica quattrospina HET,30.0
9.0,-97.0,25,4,2011,Acanthoica quattrospina HET,10.0
9.0,65.0,20,7,1995,Acanthoica quattrospina HET,300.0
