Latitude,Longitude,Depth,Day,Month,Year,Reference,Method,Acanthoica acanthifera,Acanthoica acanthos,Acanthoica quattrospina,Anoplosolenia brasiliensis,Anoplosolenia braziliensis,Anthosphaera SP.,Braarudosphaera bigelowii,Calcidiscus leptoporus (MURRA,Calcioconus vitreus,Calciosolenia murrayi,Calciosolenia murrayi ,Calyptrosphaera sp.,Caneosphaera molischii,Caneosphaera molischii and similar,Coccolithophorida ,Coccolithophoridae ,Coccolithophorids <10 um,Coccolithophorids <10 um (5 - 10),Coccolithus huxleyi,Coccolithus pelagicus,Coronosphaera sp.,Cricosphaera carterae,Crystallolithus hyalina,Cyclococcolithus fragilis,Discosphaera  tubifer,Emiliania huxleyi,Emiliania huxleyi ,Gephyracapsa sp.,Halopappus adriaticus ,Heimiella excentrica,Helicosphaera carteri,Holococcolithophorid 14µm,Holococcolithophorid 8µm,Lohmannosphaera adriatica,Lohmannosphaera paucoscyphos,Michaelsarsia elegans ,Ophiaster hydroideuss ,Other coccolithophores,Pontosphaera huxleyi ,Pontosphaera nigra,Pontosphaera syracusana,Pontosphaera syracusana Lohmann,Rhabdosphaera claviger,Scyphosphaera apstenii,Syrachosphaera pulchra,Syracosphaera brandtii ,Syracosphaera cf. pulchra ,Syracosphaera mediterranea ,Syracosphaera pulchra,Thoracosphaera heimii,Umbellosphaera irregularis ,Umbellosphaera sp,Umbilicosphaera mirabilis,Umbilicosphaera sibogae (Weber-van-Bosse) Gaarder,Unident. Coccolithophorid,coccolith sp.,coccolithoph sexton,coccolithophorid,mixed coccolithophorids
40.1333333333333,3.35833333333333,70.0,2,6,1985,"Estrada, 1991; Masó and PEPS, 1988 (environmental data)",LM,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,
40.1333333333333,3.35833333333333,100.0,2,6,1985,"Estrada, 1991; Masó and PEPS, 1988 (environmental data)",LM,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,
40.1333333333333,3.35833333333333,150.0,2,6,1985,"Estrada, 1991; Masó and PEPS, 1988 (environmental data)",LM,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,
40.1333333333333,3.35833333333333,0.0,2,6,1985,"Estrada, 1991; Masó and PEPS, 1988 (environmental data)",LM,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,
40.1333333333333,3.35833333333333,20.0,2,6,1985,"Estrada, 1991; Masó and PEPS, 1988 (environmental data)",LM,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,
40.1333333333333,3.35833333333333,30.0,2,6,1985,"Estrada, 1991; Masó and PEPS, 1988 (environmental data)",LM,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,
40.1333333333333,3.35833333333333,10.0,2,6,1985,"Estrada, 1991; Masó and PEPS, 1988 (environmental data)",LM,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,
40.1333333333333,3.35833333333333,40.0,2,6,1985,"Estrada, 1991; Masó and PEPS, 1988 (environmental data)",LM,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,
40.1333333333333,3.35833333333333,60.0,2,6,1985,"Estrada, 1991; Masó and PEPS, 1988 (environmental data)",LM,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,
40.1333333333333,3.35833333333333,80.0,2,6,1985,"Estrada, 1991; Masó and PEPS, 1988 (environmental data)",LM,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,
40.1333333333333,3.35833333333333,200.0,2,6,1985,"Estrada, 1991; Masó and PEPS, 1988 (environmental data)",LM,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,
40.1333333333333,3.35833333333333,110.0,2,6,1985,"Estrada, 1991; Masó and PEPS, 1988 (environmental data)",LM,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,
40.25,3.23,50.0,16,3,1985,"Estrada, 1991; Masó and PEPS, 1988 (environmental data)",LM,,,,,,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,0.0,,,,,
40.25,3.23,70.0,16,3,1985,"Estrada, 1991; Masó and PEPS, 1988 (environmental data)",LM,,,,,,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,0.0,,,,,
40.25,3.23,90.0,16,3,1985,"Estrada, 1991; Masó and PEPS, 1988 (environmental data)",LM,,,,,,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,0.0,,,,,
40.25,3.23,100.0,16,3,1985,"Estrada, 1991; Masó and PEPS, 1988 (environmental data)",LM,,,,,,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,0.0,,,,,
40.25,3.23,150.0,16,3,1985,"Estrada, 1991; Masó and PEPS, 1988 (environmental data)",LM,,,,,,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,0.0,,,,,
40.25,3.23,0.0,16,3,1985,"Estrada, 1991; Masó and PEPS, 1988 (environmental data)",LM,,,,,,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,0.0,,,,,
40.25,3.23,20.0,16,3,1985,"Estrada, 1991; Masó and PEPS, 1988 (environmental data)",LM,,,,,,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,0.0,,,,,
40.25,3.23,30.0,16,3,1985,"Estrada, 1991; Masó and PEPS, 1988 (environmental data)",LM,,,,,,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,0.0,,,,,
40.25,3.23,10.0,16,3,1985,"Estrada, 1991; Masó and PEPS, 1988 (environmental data)",LM,,,,,,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,0.0,,,,,
40.25,3.23,40.0,16,3,1985,"Estrada, 1991; Masó and PEPS, 1988 (environmental data)",LM,,,,,,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,0.0,,,,,
40.25,3.23,60.0,16,3,1985,"Estrada, 1991; Masó and PEPS, 1988 (environmental data)",LM,,,,,,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,0.0,,,,,
40.25,3.23,80.0,16,3,1985,"Estrada, 1991; Masó and PEPS, 1988 (environmental data)",LM,,,,,,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,0.0,,,,,
40.25,3.23,200.0,16,3,1985,"Estrada, 1991; Masó and PEPS, 1988 (environmental data)",LM,,,,,,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,0.0,,,,,
40.3333333333333,3.16666666666667,50.0,2,6,1985,"Estrada, 1991; Masó and PEPS, 1988 (environmental data)",LM,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,
40.3333333333333,3.16666666666667,70.0,2,6,1985,"Estrada, 1991; Masó and PEPS, 1988 (environmental data)",LM,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,
40.3333333333333,3.16666666666667,90.0,2,6,1985,"Estrada, 1991; Masó and PEPS, 1988 (environmental data)",LM,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,
40.3333333333333,3.16666666666667,100.0,2,6,1985,"Estrada, 1991; Masó and PEPS, 1988 (environmental data)",LM,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,
40.3333333333333,3.16666666666667,0.0,2,6,1985,"Estrada, 1991; Masó and PEPS, 1988 (environmental data)",LM,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,
40.3333333333333,3.16666666666667,20.0,2,6,1985,"Estrada, 1991; Masó and PEPS, 1988 (environmental data)",LM,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,
40.3333333333333,3.16666666666667,30.0,2,6,1985,"Estrada, 1991; Masó and PEPS, 1988 (environmental data)",LM,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,
40.3333333333333,3.16666666666667,10.0,2,6,1985,"Estrada, 1991; Masó and PEPS, 1988 (environmental data)",LM,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,
40.3333333333333,3.16666666666667,40.0,2,6,1985,"Estrada, 1991; Masó and PEPS, 1988 (environmental data)",LM,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,
40.3333333333333,3.16666666666667,60.0,2,6,1985,"Estrada, 1991; Masó and PEPS, 1988 (environmental data)",LM,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,
40.3333333333333,3.16666666666667,80.0,2,6,1985,"Estrada, 1991; Masó and PEPS, 1988 (environmental data)",LM,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,
40.3333333333333,3.16666666666667,110.0,2,6,1985,"Estrada, 1991; Masó and PEPS, 1988 (environmental data)",LM,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,
40.4833333333333,3.01666666666667,50.0,2,6,1985,"Estrada, 1991; Masó and PEPS, 1988 (environmental data)",LM,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,
40.4833333333333,3.01666666666667,70.0,2,6,1985,"Estrada, 1991; Masó and PEPS, 1988 (environmental data)",LM,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,
40.4833333333333,3.01666666666667,90.0,2,6,1985,"Estrada, 1991; Masó and PEPS, 1988 (environmental data)",LM,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,
40.4833333333333,3.01666666666667,100.0,2,6,1985,"Estrada, 1991; Masó and PEPS, 1988 (environmental data)",LM,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,
40.4833333333333,3.01666666666667,150.0,2,6,1985,"Estrada, 1991; Masó and PEPS, 1988 (environmental data)",LM,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,
40.4833333333333,3.01666666666667,0.0,2,6,1985,"Estrada, 1991; Masó and PEPS, 1988 (environmental data)",LM,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,
40.4833333333333,3.01666666666667,20.0,2,6,1985,"Estrada, 1991; Masó and PEPS, 1988 (environmental data)",LM,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,
40.4833333333333,3.01666666666667,30.0,2,6,1985,"Estrada, 1991; Masó and PEPS, 1988 (environmental data)",LM,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,
40.4833333333333,3.01666666666667,10.0,2,6,1985,"Estrada, 1991; Masó and PEPS, 1988 (environmental data)",LM,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,
40.4833333333333,3.01666666666667,40.0,2,6,1985,"Estrada, 1991; Masó and PEPS, 1988 (environmental data)",LM,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,
40.4833333333333,3.01666666666667,60.0,2,6,1985,"Estrada, 1991; Masó and PEPS, 1988 (environmental data)",LM,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,
40.4833333333333,3.01666666666667,80.0,2,6,1985,"Estrada, 1991; Masó and PEPS, 1988 (environmental data)",LM,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,
40.4833333333333,3.01666666666667,200.0,2,6,1985,"Estrada, 1991; Masó and PEPS, 1988 (environmental data)",LM,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,
40.4833333333333,3.01666666666667,110.0,2,6,1985,"Estrada, 1991; Masó and PEPS, 1988 (environmental data)",LM,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,
40.5,3.03166666666667,50.0,16,3,1985,"Estrada, 1991; Masó and PEPS, 1988 (environmental data)",LM,,,,,,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,0.0,,,,,
40.5,3.03166666666667,70.0,16,3,1985,"Estrada, 1991; Masó and PEPS, 1988 (environmental data)",LM,,,,,,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,0.0,,,,,
40.5,3.03166666666667,90.0,16,3,1985,"Estrada, 1991; Masó and PEPS, 1988 (environmental data)",LM,,,,,,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,0.0,,,,,
40.5,3.03166666666667,100.0,16,3,1985,"Estrada, 1991; Masó and PEPS, 1988 (environmental data)",LM,,,,,,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,0.0,,,,,
40.5,3.03166666666667,150.0,16,3,1985,"Estrada, 1991; Masó and PEPS, 1988 (environmental data)",LM,,,,,,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,0.0,,,,,
40.5,3.03166666666667,0.0,16,3,1985,"Estrada, 1991; Masó and PEPS, 1988 (environmental data)",LM,,,,,,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,4689.0,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,0.0,,,,,
40.5,3.03166666666667,20.0,16,3,1985,"Estrada, 1991; Masó and PEPS, 1988 (environmental data)",LM,,,,,,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,0.0,,,,,
40.5,3.03166666666667,30.0,16,3,1985,"Estrada, 1991; Masó and PEPS, 1988 (environmental data)",LM,,,,,,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,0.0,,,,,
40.5,3.03166666666667,10.0,16,3,1985,"Estrada, 1991; Masó and PEPS, 1988 (environmental data)",LM,,,,,,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,0.0,,,,,
40.5,3.03166666666667,60.0,16,3,1985,"Estrada, 1991; Masó and PEPS, 1988 (environmental data)",LM,,,,,,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,0.0,,,,,
40.5,3.03166666666667,80.0,16,3,1985,"Estrada, 1991; Masó and PEPS, 1988 (environmental data)",LM,,,,,,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,0.0,,,,,
40.5,3.03166666666667,200.0,16,3,1985,"Estrada, 1991; Masó and PEPS, 1988 (environmental data)",LM,,,,,,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,0.0,,,,,
40.5966666666667,2.905,50.0,16,3,1985,"Estrada, 1991; Masó and PEPS, 1988 (environmental data)",LM,,,,,,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,5895.0,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,0.0,,,,,
40.5966666666667,2.905,70.0,16,3,1985,"Estrada, 1991; Masó and PEPS, 1988 (environmental data)",LM,,,,,,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,0.0,,,,,
40.5966666666667,2.905,90.0,16,3,1985,"Estrada, 1991; Masó and PEPS, 1988 (environmental data)",LM,,,,,,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,1165.0,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,0.0,,,,,
40.5966666666667,2.905,100.0,16,3,1985,"Estrada, 1991; Masó and PEPS, 1988 (environmental data)",LM,,,,,,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,1159.0,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,0.0,,,,,
40.5966666666667,2.905,150.0,16,3,1985,"Estrada, 1991; Masó and PEPS, 1988 (environmental data)",LM,,,,,,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,0.0,,,,,
40.5966666666667,2.905,0.0,16,3,1985,"Estrada, 1991; Masó and PEPS, 1988 (environmental data)",LM,,,,,,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,0.0,,,,,
40.5966666666667,2.905,20.0,16,3,1985,"Estrada, 1991; Masó and PEPS, 1988 (environmental data)",LM,,,,,,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,0.0,,,,,
40.5966666666667,2.905,10.0,16,3,1985,"Estrada, 1991; Masó and PEPS, 1988 (environmental data)",LM,,,,,,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,0.0,,,,,
40.5966666666667,2.905,40.0,16,3,1985,"Estrada, 1991; Masó and PEPS, 1988 (environmental data)",LM,,,,,,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,0.0,,,,,
40.5966666666667,2.905,60.0,16,3,1985,"Estrada, 1991; Masó and PEPS, 1988 (environmental data)",LM,,,,,,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,0.0,,,,,
40.5966666666667,2.905,80.0,16,3,1985,"Estrada, 1991; Masó and PEPS, 1988 (environmental data)",LM,,,,,,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,0.0,,,,,
40.5966666666667,2.905,200.0,16,3,1985,"Estrada, 1991; Masó and PEPS, 1988 (environmental data)",LM,,,,,,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,1172.0,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,0.0,,,,,
40.635,2.87166666666667,50.0,2,6,1985,"Estrada, 1991; Masó and PEPS, 1988 (environmental data)",LM,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,
40.635,2.87166666666667,70.0,2,6,1985,"Estrada, 1991; Masó and PEPS, 1988 (environmental data)",LM,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,
40.635,2.87166666666667,90.0,2,6,1985,"Estrada, 1991; Masó and PEPS, 1988 (environmental data)",LM,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,
40.635,2.87166666666667,100.0,2,6,1985,"Estrada, 1991; Masó and PEPS, 1988 (environmental data)",LM,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,
40.635,2.87166666666667,150.0,2,6,1985,"Estrada, 1991; Masó and PEPS, 1988 (environmental data)",LM,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,
40.635,2.87166666666667,0.0,2,6,1985,"Estrada, 1991; Masó and PEPS, 1988 (environmental data)",LM,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,
40.635,2.87166666666667,20.0,2,6,1985,"Estrada, 1991; Masó and PEPS, 1988 (environmental data)",LM,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,
40.635,2.87166666666667,30.0,2,6,1985,"Estrada, 1991; Masó and PEPS, 1988 (environmental data)",LM,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,
40.635,2.87166666666667,10.0,2,6,1985,"Estrada, 1991; Masó and PEPS, 1988 (environmental data)",LM,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,
40.635,2.87166666666667,40.0,2,6,1985,"Estrada, 1991; Masó and PEPS, 1988 (environmental data)",LM,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,
40.635,2.87166666666667,60.0,2,6,1985,"Estrada, 1991; Masó and PEPS, 1988 (environmental data)",LM,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,
40.635,2.87166666666667,80.0,2,6,1985,"Estrada, 1991; Masó and PEPS, 1988 (environmental data)",LM,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,
40.635,2.87166666666667,200.0,2,6,1985,"Estrada, 1991; Masó and PEPS, 1988 (environmental data)",LM,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,
40.635,2.87166666666667,110.0,2,6,1985,"Estrada, 1991; Masó and PEPS, 1988 (environmental data)",LM,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,
40.78,2.71666666666667,50.0,2,6,1985,"Estrada, 1991; Masó and PEPS, 1988 (environmental data)",LM,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,
40.78,2.71666666666667,70.0,2,6,1985,"Estrada, 1991; Masó and PEPS, 1988 (environmental data)",LM,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,50.0,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,
40.78,2.71666666666667,90.0,2,6,1985,"Estrada, 1991; Masó and PEPS, 1988 (environmental data)",LM,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,
40.78,2.71666666666667,100.0,2,6,1985,"Estrada, 1991; Masó and PEPS, 1988 (environmental data)",LM,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,
40.78,2.71666666666667,150.0,2,6,1985,"Estrada, 1991; Masó and PEPS, 1988 (environmental data)",LM,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,
40.78,2.71666666666667,0.0,2,6,1985,"Estrada, 1991; Masó and PEPS, 1988 (environmental data)",LM,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,
40.78,2.71666666666667,20.0,2,6,1985,"Estrada, 1991; Masó and PEPS, 1988 (environmental data)",LM,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,
40.78,2.71666666666667,30.0,2,6,1985,"Estrada, 1991; Masó and PEPS, 1988 (environmental data)",LM,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,
