Latitude,Longitude,Depth,Day,Month,Year,Reference,Method,Syracosphaera anthos,Alisphaera,Gladiolithus flabellatus,Umbellosphaera,Coccolithophorid 10μm Holococcolithophorid,Coccolithophorid 14μm Holococcolithophorid,Coccolithophorid 15μm Holococcolithophorid,Coccolithophorid 5μm Holococcolithophorid,Coccolithophorid 8μm Holococcolithophorid,Coccolithophorid,Calcidiscus leptoporus,Umbilicosphaera hulburtiana,Umbilicosphaera,Umbilicosphaera sibogae,Coccolithus pelagicus,Braarudosphaera bigelowii,Anthosphaera,Calyptrosphaera,Discosphaera tubifera,Corisphaera,Helladosphaera,Emiliana huxleyi,Emiliania huxleyi,Gephyrocapsa,Gephyrocapsa oceanica,Gephyrocapsa ornata,Florisphaera profunda,Calciosolenia brasiliensis,Calciosolenia murrayi,Acanthoica aculeata,Acanthoica quattrospina,Algirosphaera robusta,Rhabdosphaera clavigera,Calciopappus caudatus,Calciopappus,Calciopappus rigidus,Caneosphaera molischii,Caneosphaera,Coronosphaera mediterranea,Coronosphaera,Michaelsarsia elegans,Ophiaster hydroideus,Ophiaster,Syracosphaera borealis,Syracosphaera,Syracosphaera sp,Syracosphaera pirus,Syracosphaera prolongata,Syracosphaera pulchra,Syracosphaera rotula,Helicosphaera carterii,Helicosphaera hyalina,Pontosphaera,Pontosphaera syracusana,Scyphosphaera apsteinii
48.9313,-9.1461,7.0,25,9,1995,Sal2013,LM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,760.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,4540.0,4540.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,40.0,0.0,20.0,0.0,0.0,0.0,0.0
48.9313,-9.1461,50.0,25,9,1995,Sal2013,LM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1510.0,0.0,1510.0,960.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27230.0,1510.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,6050.0,6050.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0
47.9217,-14.8529,7.0,26,9,1995,Sal2013,LM,0.0,0.0,0.0,0.0,80.0,0.0,0.0,4540.0,0.0,4620.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1510.0,0.0,900.0,0.0,0.0,0.0,900.0,0.0,1960.0,0.0,0.0,0.0,0.0
47.9217,-14.8529,40.0,26,9,1995,Sal2013,LM,0.0,0.0,0.0,60.0,12100.0,0.0,0.0,3030.0,0.0,15129.999999999998,1080.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55980.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,3030.0,3030.0,0.0,0.0,0.0,0.0,0.0,0.0,2060.0,60.0,0.0,0.0,2000.0,0.0,2880.0,0.0,0.0,0.0,0.0
47.0132,-19.9849,7.0,27,9,1995,Sal2013,LM,0.0,0.0,0.0,0.0,3030.0,0.0,0.0,7560.0,0.0,10590.0,260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,22700.0,1510.0,1510.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,6050.0,9080.0,0.0,0.0,0.0,0.0,0.0,0.0,260.0,0.0,0.0,0.0,260.0,0.0,240.0,0.0,0.0,0.0,0.0
47.0132,-19.9849,50.0,27,9,1995,Sal2013,LM,0.0,0.0,0.0,0.0,40.0,0.0,0.0,1510.0,0.0,2270.0,120.0,0.0,0.0,0.0,0.0,0.0,780.0,0.0,0.0,0.0,0.0,0.0,19670.0,60.0,60.0,0.0,0.0,140.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,20.0,0.0,400.0,320.0,0.0,0.0,80.0,0.0,40.0,0.0,20.0,0.0,0.0
42.2547,-20.0313,7.0,28,9,1995,Sal2013,LM,0.0,0.0,0.0,25720.0,160.0,0.0,0.0,0.0,0.0,160.0,380.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,1420.0,0.0,280.0,0.0,1510.0,1510.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,40.0,0.0,0.0,20.0,0.0,80.0,0.0,0.0,0.0,0.0
42.2547,-20.0313,60.0,28,9,1995,Sal2013,LM,0.0,0.0,0.0,40.0,80.0,0.0,0.0,0.0,0.0,100.0,380.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,20.0,0.0,25720.0,9080.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,3030.0,4540.0,0.0,0.0,20.0,0.0,3030.0,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,20.0
37.9107,-19.9905,7.0,29,9,1995,Sal2013,LM,0.0,0.0,0.0,0.0,40.0,0.0,0.0,6050.0,0.0,6090.0,280.0,0.0,0.0,0.0,0.0,0.0,40.0,220.0,1300.0,0.0,0.0,0.0,1510.0,1550.0,40.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0
37.9107,-19.9905,90.0,29,9,1995,Sal2013,LM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,40.0,340.0,0.0,0.0,0.0,0.0,0.0,1510.0,6060.0,0.0,0.0,0.0,360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,40.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0
33.5972,-20.8778,7.0,30,9,1995,Sal2013,LM,0.0,0.0,0.0,140.0,0.0,0.0,0.0,3030.0,0.0,3030.0,60.0,0.0,0.0,0.0,0.0,0.0,40.0,100.0,300.0,0.0,40.0,0.0,7560.0,1590.0,80.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,120.0,0.0,0.0,0.0,1510.0,1510.0,0.0,0.0,0.0,0.0,0.0,0.0,240.0,20.0,0.0,0.0,220.0,0.0,100.0,0.0,0.0,0.0,0.0
33.5972,-20.8778,110.0,30,9,1995,Sal2013,LM,0.0,0.0,0.0,120.0,0.0,0.0,0.0,1510.0,0.0,1630.0,9140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,1020.0,1020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27.3734,-21.8312,7.0,2,10,1995,Sal2013,LM,0.0,0.0,0.0,160.0,140.0,0.0,0.0,7560.0,0.0,7699.999999999999,100.0,0.0,0.0,0.0,0.0,0.0,60.0,120.0,520.0,0.0,0.0,0.0,3030.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,60.0,0.0,0.0,260.0,0.0,0.0,0.0,0.0,0.0,0.0
27.3734,-21.8312,80.0,2,10,1995,Sal2013,LM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3030.0,0.0,3030.0,0.0,0.0,0.0,0.0,0.0,0.0,380.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,16640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
23.2831,-21.1634,7.0,3,10,1995,Sal2013,LM,0.0,0.0,0.0,20.0,0.0,0.0,0.0,1510.0,0.0,1510.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,60.0,0.0,0.0,0.0,4540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1510.0,0.0,60.0,0.0,0.0,0.0,60.0,0.0,20.0,0.0,0.0,0.0,0.0
23.2831,-21.1634,80.0,3,10,1995,Sal2013,LM,0.0,0.0,0.0,60.0,0.0,0.0,0.0,3030.0,0.0,3030.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4540.0,4540.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,60.0,0.0,160.0,0.0,0.0,0.0,0.0
19.4997,-20.3942,7.0,4,10,1995,Sal2013,LM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3030.0,0.0,3030.0,0.0,480.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10590.0,4560.0,20.0,0.0,0.0,0.0,3030.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,660.0,0.0,0.0,0.0,660.0,0.0,40.0,0.0,0.0,0.0,0.0
19.4997,-20.3942,30.0,4,10,1995,Sal2013,LM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3030.0,0.0,3030.0,0.0,280.0,280.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,10590.0,3050.0,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480.0,0.0,0.0,0.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0
13.0422,-20.4362,7.0,5,10,1995,Sal2013,LM,0.0,0.0,0.0,13620.0,0.0,0.0,0.0,4540.0,0.0,4540.0,0.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,360.0,0.0,0.0,0.0,4540.0,3150.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.0422,-20.4362,70.0,5,10,1995,Sal2013,LM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.2381,-22.2151,7.0,6,10,1995,Sal2013,LM,0.0,0.0,0.0,200.0,140.0,0.0,0.0,9080.0,0.0,9220.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,0.0,40.0,0.0,0.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,0.0,160.0,20.0,0.0,0.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0
9.2381,-22.2151,60.0,6,10,1995,Sal2013,LM,0.0,0.0,0.0,0.0,120.0,0.0,0.0,10590.0,0.0,10709.999999999998,80.0,0.0,80.0,80.0,0.0,0.0,0.0,1510.0,0.0,0.0,40.0,0.0,10590.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0
5.3564,-23.9664,7.0,7,10,1995,Sal2013,LM,0.0,0.0,0.0,1460.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,540.0,0.0,0.0,0.0,1510.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,20.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0
5.3564,-23.9664,80.0,7,10,1995,Sal2013,LM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6050.0,0.0,6050.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4540.0,4540.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,120.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
1.3923,-25.7013,7.0,8,10,1995,Sal2013,LM,0.0,0.0,0.0,760.0,0.0,0.0,0.0,3030.0,0.0,3030.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,560.0,0.0,60.0,0.0,13620.0,660.0,660.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,130.0,30.0,0.0,0.0,100.0,0.0,100.0,80.0,0.0,0.0,0.0
1.3923,-25.7013,80.0,8,10,1995,Sal2013,LM,0.0,0.0,0.0,540.0,20.0,0.0,0.0,3030.0,0.0,4770.0,1510.0,0.0,0.0,0.0,0.0,0.0,2900.0,80.0,20.0,0.0,0.0,0.0,34730.0,120.0,120.0,0.0,80.0,20.0,3030.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3030.0,3030.0,0.0,0.0,0.0,0.0,40.0,0.0,100.0,40.0,0.0,0.0,60.0,0.0,60.0,0.0,0.0,0.0,0.0
-2.79,-27.5272,7.0,9,10,1995,Sal2013,LM,0.0,0.0,0.0,520.0,20.0,0.0,0.0,3030.0,0.0,3110.0,40.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,140.0,0.0,20.0,0.0,12100.0,200.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3030.0,0.0,80.0,20.0,0.0,0.0,60.0,0.0,0.0,20.0,0.0,0.0,0.0
-2.79,-27.5272,90.0,9,10,1995,Sal2013,LM,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,279.99999999999994,20.0,0.0,0.0,0.0,0.0,0.0,820.0,80.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0
-11.4695,-31.5546,7.0,11,10,1995,Sal2013,LM,0.0,0.0,0.0,2360.0,0.0,0.0,0.0,7560.0,0.0,7560.0,360.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,360.0,0.0,0.0,0.0,0.0,1240.0,1240.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,20.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0
-11.4695,-31.5546,140.0,11,10,1995,Sal2013,LM,0.0,0.0,0.0,960.0,0.0,0.0,0.0,3030.0,0.0,3030.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,540.0,540.0,0.0,0.0,120.0,20.0,0.0,20.0,0.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
-15.5804,-33.4497,7.0,12,10,1995,Sal2013,LM,0.0,0.0,0.0,100.0,0.0,0.0,0.0,3030.0,0.0,3030.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,0.0,0.0,0.0,3030.0,320.0,320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-15.5804,-33.4497,150.0,12,10,1995,Sal2013,LM,0.0,0.0,0.0,1040.0,0.0,0.0,0.0,1510.0,0.0,1510.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,280.0,0.0,80.0,0.0,18160.0,160.0,160.0,0.0,0.0,120.0,20.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,40.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0
-19.6447,-35.3618,7.0,13,10,1995,Sal2013,LM,0.0,0.0,0.0,320.0,60.0,0.0,0.0,1510.0,0.0,1570.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,160.0,340.0,0.0,0.0,0.0,3030.0,3030.0,3030.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,80.0,0.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0
-19.6447,-35.3618,160.0,13,10,1995,Sal2013,LM,0.0,0.0,0.0,40.0,40.0,0.0,0.0,0.0,0.0,40.0,20.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,1510.0,40.0,40.0,0.0,40.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-23.7904,-37.3878,7.0,14,10,1995,Sal2013,LM,0.0,0.0,0.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,20.0,20.0,0.0,0.0,0.0,180.0,280.0,0.0,0.0,0.0,4540.0,120.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,180.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0
-23.7904,-37.3878,120.0,14,10,1995,Sal2013,LM,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,60.0,160.0,100.0,0.0,0.0,100.0,0.0,260.0,0.0,0.0,0.0,12100.0,60.0,60.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,1510.0,1510.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0
-27.1173,-40.138,7.0,15,10,1995,Sal2013,LM,0.0,0.0,0.0,320.0,0.0,0.0,0.0,0.0,0.0,40.0,200.0,0.0,240.0,240.0,0.0,0.0,40.0,0.0,120.0,0.0,0.0,0.0,21180.0,3030.0,3030.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240.0,160.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0
-27.1173,-40.138,80.0,15,10,1995,Sal2013,LM,0.0,0.0,0.0,280.0,40.0,0.0,0.0,3030.0,0.0,3070.0,200.0,0.0,400.0,400.0,0.0,0.0,20.0,3030.0,0.0,0.0,0.0,0.0,27230.0,3030.0,3030.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,0.0,0.0,0.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0
-30.2901,-43.3896,7.0,16,10,1995,Sal2013,LM,0.0,0.0,0.0,1320.0,0.0,0.0,0.0,1510.0,0.0,1510.0,160.0,160.0,280.0,120.0,0.0,0.0,120.0,0.0,1320.0,0.0,0.0,0.0,9060.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-30.2901,-43.3896,100.0,16,10,1995,Sal2013,LM,0.0,0.0,0.0,200.0,80.0,0.0,0.0,0.0,0.0,80.0,240.0,120.0,280.0,160.0,0.0,0.0,120.0,0.0,240.0,0.0,0.0,0.0,33280.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,40.0,0.0,40.0,0.0,0.0,0.0,0.0
-33.1801,-46.4154,7.0,17,10,1995,Sal2013,LM,0.0,0.0,0.0,320.0,0.0,0.0,0.0,0.0,0.0,80.0,1040.0,40.0,120.0,80.0,0.0,0.0,1320.0,80.0,280.0,0.0,0.0,0.0,24210.0,6050.0,1510.0,0.0,0.0,40.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480.0,440.0,0.0,0.0,40.0,0.0,320.0,0.0,0.0,0.0,80.0
-33.1801,-46.4154,40.0,17,10,1995,Sal2013,LM,0.0,0.0,0.0,80.0,0.0,0.0,0.0,10590.0,0.0,10629.999999999998,960.0,40.0,40.0,0.0,0.0,0.0,1080.0,0.0,160.0,0.0,0.0,0.0,52950.0,15129.999999999998,3030.0,0.0,0.0,0.0,0.0,0.0,4540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280.0,280.0,0.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,0.0
-40.9514,-55.2599,7.0,22,10,1995,Sal2013,LM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-40.9514,-55.2599,40.0,22,10,1995,Sal2013,LM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73990.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-46.008,-56.2836,7.0,23,10,1995,Sal2013,LM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,393380.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-46.008,-56.2836,40.0,23,10,1995,Sal2013,LM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48160.0,160.0,160.0,0.0,0.0,0.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-50.8081,-57.4196,7.0,24,10,1995,Sal2013,LM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-50.8081,-57.4196,30.0,24,10,1995,Sal2013,LM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-47.5886,-55.597,7.0,23,4,1996,Sal2013,LM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30260.0,1510.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-47.5886,-55.597,60.0,23,4,1996,Sal2013,LM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-43.4254,-54.7414,7.0,24,4,1996,Sal2013,LM,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,40.0,80.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,48416.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1513.0,1513.0,0.0,0.0,0.0,0.0,1510.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-43.4254,-54.7414,30.0,24,4,1996,Sal2013,LM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1510.0,0.0,1510.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1510.0,1510.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
