Latitude,Longitude,Depth,Day,Month,Year,Reference,Method,Acanthoica quattrospina,Algirosphaera robusta,Braarudosphaera bigelowii,Calcidiscus leptoporus,Calciosolenia brasiliensis,Calciosolenia murrayi,Calciopappus rigidus ,Ceratolithus cristatus,Discosphaera tubifera,Helicosphaera carteri,Helicosphaera sp.1suave,Michaelsarsia adriaticus (Halolappus),Michaelsarsia elegans,Oolithotus spp.,Ophiaster hydroideus,Palusphaera spp.,Papposphaera sp.,Poricalyptra aurisinae,Pontosphaera syracusana,Reticulofenestra sessilis(sobre Thalassiosira),Rhabdosphaera clavigera,Scisphosphaera apsteinii,Syracosphaera pulchra HET,S. pulchra HOL,Syracosphaera pirus,Syracosphaera prolongata,Syracosphaera sp.(petita rodona),Syracosphaera spp.,Umbellosphaera irregularis,Umbilicosphaera anulus ,Umbilicosphaera sibogae,Coco sp1(med-large oval coccolths) Simil Coronosphaera,Coco sp2 (mediana cocos transparentes),Coco sp4 (dark 11-15um),Coco sp5 (reticulate16um),Coco sp6 (dark bipolar 14um),Coco sp8 (possible Gladiolithus),Coco sp9 (oval coccoliths 36um),Coco sp10 (25um SF),Coco sp11 (12-18um SF) simil Hayaster,Coco sp12 (bipolar HOL SF),Coco sp13 (elongated 19x6um SF),Coco sp15 (13x8um bipolar SF),Coco sp16 SF pointed,Coco sp17 SF tail (oval coccoliths),Coco sp18 SF triang,Coco sp19 SF Clear central area,Unidentified coccolithophores large,Unidentified coccolithophores small <10um
14.5981,-160.4896,3,5,6,2011,Estrada2016,LM,20,20.0,,,0,0,0,20.0,190,10,,0.0,0,20.0,10,0,0.0,,0.0,0.0,10,0,30,50,0,10,0,0,1233,0,690,0,10,0.0,0.0,0.0,,,,,,,,,,,,390,2192
14.5981,-160.4896,40,5,6,2011,Estrada2016,LM,0,0.0,,0.0,0,0,0,10.0,190,10,,0.0,0,0.0,0,0,0.0,,0.0,0.0,10,0,70,40,0,0,10,0,548,0,740,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,410,2877
14.5981,-160.4896,140,5,6,2011,Estrada2016,LM,0,110.0,,,30,0,0,0.0,0,0,,0.0,10,0.0,411,0,0.0,,0.0,20.0,10,0,0,0,0,0,0,0,137,0,10,0,0,0.0,20.0,0.0,,,,,,,,,,,,60,1781
21.534,-155.3983,3,14,5,2011,Estrada2016,LM,10,0.0,,,0,0,0,30.0,470,0,,0.0,0,0.0,10,0,0.0,,0.0,0.0,10,0,0,10,0,0,0,0,411,0,0,0,0,20.0,0.0,0.0,,,,,,,,,,,,200,1507
21.534,-155.3983,44,14,5,2011,Estrada2016,LM,20,0.0,,,0,0,0,0.0,650,0,,0.0,0,0.0,10,0,0.0,,0.0,0.0,30,0,0,10,0,50,0,0,548,0,20,0,0,0.0,0.0,0.0,,,,,,,,,,,,310,2877
21.534,-155.3983,125,14,5,2011,Estrada2016,LM,0,30.0,,,10,30,0,0.0,210,0,,40.0,20,0.0,20,0,0.0,,0.0,0.0,20,0,20,0,0,0,0,0,1507,0,0,0,0,0.0,10.0,50.0,,,,,,,,,,,,240,3014
21.342,-153.2509,3,15,5,2011,Estrada2016,LM,20,0.0,,,0,0,0,0.0,720,0,,0.0,0,0.0,0,0,0.0,,0.0,0.0,10,0,20,70,0,30,0,0,274,0,10,0,0,10.0,0.0,0.0,,,,,,,,,,,,390,2055
21.342,-153.2509,75,15,5,2011,Estrada2016,LM,0,10.0,,,0,0,0,0.0,390,10,,0.0,0,0.0,0,0,0.0,,10.0,0.0,50,0,90,110,0,20,0,0,2329,0,20,0,10,80.0,0.0,10.0,,,,,,,,,,,,650,3699
21.342,-153.2509,140,15,5,2011,Estrada2016,LM,0,959.0,,,10,0,0,0.0,30,30,,0.0,10,90.0,30,0,0.0,,10.0,70.0,20,0,0,0,0,0,10,0,137,0,0,0,0,110.0,10.0,0.0,50.0,10.0,,,,,,,,,,250,12878
21.0383,-150.1914,3,16,5,2011,Estrada2016,LM,10,0.0,,,0,0,0,0.0,380,0,,0.0,0,10.0,0,0,0.0,,0.0,0.0,40,0,20,10,0,40,0,0,1096,0,50,0,0,10.0,0.0,20.0,0.0,0.0,,,,,,,,,,280,5891
21.0383,-150.1914,49,16,5,2011,Estrada2016,LM,10,0.0,,,30,0,10,0.0,300,0,,0.0,0,30.0,30,0,0.0,,0.0,0.0,20,0,30,40,0,10,0,0,1507,0,70,0,0,10.0,0.0,0.0,0.0,0.0,,,,,,,,,,110,7398
21.0383,-150.1914,150,16,5,2011,Estrada2016,LM,10,411.0,,,420,110,40,10.0,10,10,,20.0,0,10.0,170,0,0.0,,0.0,30.0,40,0,20,0,0,90,0,0,548,0,10,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,160,7261
20.4701,-148.1615,3,17,5,2011,Estrada2016,LM,0,0.0,,,10,0,0,0.0,390,0,,0.0,0,0.0,0,0,0.0,,0.0,0.0,10,0,50,20,0,0,0,0,1370,20,70,10,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,240,6165
20.4701,-148.1615,50,17,5,2011,Estrada2016,LM,0,0.0,,,0,0,0,0.0,190,0,,0.0,0,0.0,0,0,0.0,,0.0,0.0,0,0,10,0,0,0,0,0,274,60,40,0,0,20.0,0.0,0.0,0.0,0.0,10.0,,,,,,,,,110,5480
20.4701,-148.1615,115,17,5,2011,Estrada2016,LM,10,0.0,,,400,80,20,10.0,30,10,,0.0,0,10.0,1096,0,0.0,,0.0,20.0,30,0,20,10,0,50,0,0,411,0,0,10,0,0.0,0.0,10.0,0.0,0.0,0.0,,,,,,,,,170,6028
20.2067,-145.1183,3,18,5,2011,Estrada2016,LM,0,0.0,,,10,0,0,10.0,290,0,,0.0,0,0.0,10,0,0.0,,0.0,0.0,20,0,0,40,0,20,0,0,548,10,10,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,180,2877
19.5349,-141.354,3,19,5,2011,Estrada2016,LM,0,0.0,,,10,0,0,20.0,290,10,,0.0,0,0.0,0,0,0.0,,0.0,0.0,0,0,60,50,0,10,10,0,959,100,70,0,0,10.0,0.0,10.0,0.0,0.0,0.0,20.0,,,,,,,,180,11097
19.5349,-141.354,40,19,5,2011,Estrada2016,LM,10,0.0,,,0,0,0,0.0,220,10,,0.0,0,0.0,0,0,0.0,,0.0,10.0,40,0,20,60,0,10,0,0,822,160,130,0,0,20.0,0.0,10.0,0.0,0.0,0.0,20.0,,,,,,,,230,10275
19.5349,-141.354,125,19,5,2011,Estrada2016,LM,0,70.0,,0.0,100,10,20,0.0,0,0,,0.0,20,0.0,80,0,0.0,,0.0,40.0,20,10,0,0,0,0,0,0,0,30,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,150,6439
19.1674,-138.5791,3,20,5,2011,Estrada2016,LM,20,0.0,,0.0,0,0,0,0.0,330,0,,0.0,0,0.0,0,0,0.0,,0.0,0.0,20,0,50,20,0,0,0,0,685,10,30,20,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,,,,180,7124
19.1674,-138.5791,130,20,5,2011,Estrada2016,LM,0,0.0,,0.0,170,10,10,0.0,0,0,,0.0,10,0.0,70,0,0.0,,0.0,0.0,30,0,0,0,0,0,0,0,0,20,0,30,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,70,6713
18.3919,-136.1069,3,21,5,2011,Estrada2016,LM,0,0.0,,0.0,10,0,0,0.0,90,0,,0.0,0,0.0,0,0,0.0,,0.0,0.0,40,0,30,30,0,0,0,0,548,0,10,0,0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,60,9453
18.0167,-133.1559,3,22,5,2011,Estrada2016,LM,10,0.0,,0.0,0,0,0,0.0,350,0,,0.0,0,0.0,20,0,0.0,,0.0,0.0,20,0,0,30,0,10,0,0,685,10,0,10,0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,130,6165
18.0167,-133.1559,35,22,5,2011,Estrada2016,LM,0,0.0,,0.0,10,0,0,0.0,90,40,,0.0,0,0.0,0,0,0.0,,10.0,0.0,0,0,10,20,0,0,0,0,411,0,10,30,0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,80,6576
18.0167,-133.1559,125,22,5,2011,Estrada2016,LM,0,10.0,,0.0,100,0,10,0.0,20,10,,20.0,0,10.0,20,0,0.0,,0.0,0.0,10,0,10,10,0,0,0,0,137,10,0,0,0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,90,2329
16.375,-127.3217,3,24,5,2011,Estrada2016,LM,0,0.0,,0.0,20,30,0,0.0,360,0,,0.0,0,0.0,0,0,0.0,,0.0,0.0,0,0,0,0,0,0,0,0,1507,0,40,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,60,14248
16.375,-127.3217,40,24,5,2011,Estrada2016,LM,0,0.0,,30.0,0,10,0,0.0,520,0,,0.0,0,0.0,0,0,0.0,,0.0,0.0,20,0,10,0,0,0,0,0,1644,0,40,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,40,9727
16.375,-127.3217,100,24,5,2011,Estrada2016,LM,0,120.0,,40.0,10,0,0,0.0,70,0,,10.0,0,0.0,10,0,0.0,,0.0,70.0,0,0,0,0,0,0,0,0,137,0,0,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,60,3699
15.5452,-124.2843,3,25,5,2011,Estrada2016,LM,0,0.0,,10.0,0,0,0,0.0,390,0,,0.0,0,0.0,0,0,0.0,,0.0,0.0,10,0,50,10,0,0,0,0,685,0,120,0,0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,60,3151
15.5452,-124.2843,34,25,5,2011,Estrada2016,LM,0,0.0,,10.0,0,0,0,0.0,420,0,,0.0,0,0.0,0,0,0.0,,0.0,0.0,0,0,70,50,0,0,0,0,685,0,70,20,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,90,3699
15.5452,-124.2843,40,25,5,2011,Estrada2016,LM,0,0.0,,80.0,30,10,0,0.0,240,0,,0.0,0,0.0,0,0,0.0,,0.0,0.0,0,0,40,0,0,10,0,0,1644,0,60,0,0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,60,10412
15.1862,-121.5972,3,26,5,2011,Estrada2016,LM,0,0.0,,,30,10,0,0.0,260,0,,0.0,0,0.0,0,0,0.0,,0.0,10.0,0,0,0,20,0,0,0,0,30,30,70,0,0,10.0,0.0,0.0,0.0,0.0,0.0,30.0,,,,,,,,90,3973
15.1862,-121.5972,36,26,5,2011,Estrada2016,LM,10,0.0,,,10,10,0,0.0,380,0,,0.0,0,0.0,0,0,0.0,,0.0,0.0,0,0,0,20,0,0,10,0,411,10,80,0,0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,100,3836
15.1862,-121.5972,137,26,5,2011,Estrada2016,LM,0,0.0,,,0,0,0,0.0,10,0,,0.0,0,0.0,0,0,0.0,,0.0,0.0,0,0,10,0,0,0,0,0,10,0,0,0,0,0.0,10.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,10,685
14.3171,-118.4642,3,27,5,2011,Estrada2016,LM,0,0.0,,,10,30,0,0.0,590,0,,0.0,0,0.0,0,0,0.0,,0.0,0.0,40,0,20,20,0,0,0,0,822,0,80,0,0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,,,,,,,,60,5891
14.3171,-118.4642,36,27,5,2011,Estrada2016,LM,0,0.0,,,20,60,0,0.0,170,0,,0.0,0,0.0,20,0,0.0,,0.0,0.0,0,0,0,0,0,0,0,0,274,0,140,0,0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,,,,,,,,140,4521
14.3171,-118.4642,144,27,5,2011,Estrada2016,LM,0,10.0,,,10,0,0,0.0,0,0,,0.0,0,0.0,0,0,0.0,,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,,,,,,,,0,1507
13.4823,-115.4537,3,28,5,2011,Estrada2016,LM,0,0.0,,,120,685,0,0.0,0,0,,0.0,0,0.0,20,10,0.0,,0.0,0.0,190,0,0,0,0,0,0,0,137,0,140,10,0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,,,,,,,,150,3014
13.4823,-115.4537,77,28,5,2011,Estrada2016,LM,0,0.0,,,10,411,0,0.0,0,0,,685.0,0,0.0,70,0,0.0,,0.0,10.0,0,0,10,0,0,0,0,0,137,0,10,0,0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,,,,,,,,40,3973
13.4823,-115.4537,90,28,5,2011,Estrada2016,LM,0,0.0,,,0,0,0,0.0,10,0,,0.0,0,0.0,0,0,0.0,,0.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,,,,,,,,30,3151
13.123,-113.1536,3,29,5,2011,Estrada2016,LM,0,0.0,,,10,0,0,80.0,170,0,,0.0,0,0.0,0,0,0.0,,0.0,0.0,0,0,10,0,0,0,0,0,959,10,470,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,60,2192
12.2971,-110.2374,3,30,5,2011,Estrada2016,LM,0,0.0,,,10,0,0,30.0,220,0,,0.0,0,0.0,0,0,0.0,,0.0,0.0,0,0,0,0,0,0,0,10,1507,0,690,50,0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,,,,,,,,70,5891
12.0004,-108.0456,3,31,5,2011,Estrada2016,LM,0,0.0,,,10,10,0,0.0,500,0,,0.0,0,0.0,0,0,0.0,,0.0,0.0,0,0,0,0,0,0,0,10,3288,0,130,10,0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0,,,,,,,50,5617
12.0004,-108.0456,25,31,5,2011,Estrada2016,LM,0,0.0,,,10,30,0,0.0,260,0,,0.0,0,0.0,0,0,0.0,,0.0,0.0,0,0,0,0,0,0,0,0,2192,0,60,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,,,,,,,60,4932
12.0004,-108.0456,60,31,5,2011,Estrada2016,LM,0,0.0,,,20,10,0,0.0,0,0,,20.0,0,0.0,70,0,0.0,,0.0,0.0,0,0,0,0,0,0,0,0,274,0,80,30,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,,,,,,30,3699
11.2126,-105.0064,3,6,1,2011,Estrada2016,LM,0,0.0,,,50,80,0,0.0,0,0,,0.0,0,0.0,10,0,0.0,,0.0,0.0,0,0,30,0,0,0,0,0,0,0,0,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,30,8220
11.2126,-105.0064,25,6,1,2011,Estrada2016,LM,0,0.0,,,110,140,0,0.0,0,0,,0.0,0,0.0,30,0,0.0,,0.0,0.0,0,0,0,0,0,0,0,10,0,0,0,30,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,60,5069
11.2126,-105.0064,34,6,1,2011,Estrada2016,LM,0,0.0,,,0,10,0,0.0,0,0,,30.0,0,0.0,80,0,0.0,,0.0,0.0,0,0,0,0,0,0,0,0,137,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,,,,,,20,3836
10.4551,-102.2654,3,6,2,2011,Estrada2016,LM,0,0.0,,,10,40,0,0.0,610,0,,80.0,0,0.0,10,0,0.0,,0.0,10.0,0,0,10,20,0,20,0,0,959,0,0,0,0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,,,,,,90,12056
10.4551,-102.2654,22,6,2,2011,Estrada2016,LM,0,0.0,,,0,30,0,0.0,0,0,,0.0,0,60.0,60,10,0.0,,0.0,0.0,0,0,0,0,0,0,0,0,137,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,50,2877
10.4551,-102.2654,37,6,2,2011,Estrada2016,LM,0,0.0,,,20,50,0,0.0,640,0,,150.0,0,0.0,0,0,0.0,,0.0,0.0,0,0,20,30,0,10,0,0,822,0,10,0,0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,,,,,,160,11782
10.0555,-99.1477,3,6,3,2011,Estrada2016,LM,0,0.0,,,10,10,0,10.0,670,0,,0.0,0,0.0,0,0,0.0,,0.0,0.0,0,0,10,0,0,0,0,0,3014,0,20,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,,,,,,40,2466
10.0555,-99.1477,25,6,3,2011,Estrada2016,LM,0,0.0,,10.0,10,0,0,0.0,490,0,,70.0,0,0.0,0,0,0.0,,10.0,0.0,0,0,20,30,0,0,10,0,3288,0,10,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,,,,,,20,3973
10.0555,-99.1477,43,6,3,2011,Estrada2016,LM,0,0.0,,0.0,0,822,0,0.0,10,0,,50.0,0,0.0,40,0,0.0,,0.0,0.0,0,0,0,0,0,0,0,0,10,0,30,10,0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,60,4384
9.2674,-96.2044,3,6,4,2011,Estrada2016,LM,30,0.0,,0.0,190,50,0,0.0,1920,0,,0.0,0,0.0,0,0,0.0,,0.0,0.0,0,0,70,0,0,10,0,10,8631,0,0,30,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,,,,,,180,28496
9.2674,-96.2044,25,6,4,2011,Estrada2016,LM,10,0.0,,0.0,0,0,0,0.0,20,10,,110.0,0,0.0,60,0,0.0,,0.0,0.0,0,0,10,10,0,0,0,0,10,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,,,,,,30,26852
8.0851,-90.219,3,6,6,2011,Estrada2016,LM,0,0.0,,10.0,0,0,0,0.0,0,0,,0.0,0,0.0,0,0,0.0,,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,20,548
8.0851,-90.219,31,6,6,2011,Estrada2016,LM,10,0.0,,0.0,10,60,20,0.0,0,0,,10.0,0,0.0,30,0,0.0,,0.0,10.0,0,0,20,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,30,1781
8.0851,-90.219,23,6,6,2011,Estrada2016,LM,0,0.0,,10.0,10,0,0,0.0,0,0,,0.0,0,0.0,30,0,0.0,,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,10,1233
7.1342,-87.5759,3,6,7,2011,Estrada2016,LM,0,0.0,,10.0,0,0,0,0.0,0,0,,0.0,0,0.0,0,0,0.0,,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,685
7.1342,-87.5759,30,6,7,2011,Estrada2016,LM,0,0.0,,10.0,0,10,0,0.0,0,0,,0.0,0,0.0,10,0,0.0,,0.0,0.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,3014
7.1342,-87.5759,20,6,7,2011,Estrada2016,LM,10,20.0,,10.0,110,60,50,0.0,0,0,,0.0,0,0.0,100,0,0.0,,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,20,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,20,2877
5.5469,-84.4768,3,6,8,2011,Estrada2016,LM,10,0.0,,0.0,50,0,0,0.0,40,0,,0.0,0,0.0,10,0,0.0,,0.0,0.0,0,0,10,0,0,0,0,0,0,0,0,20,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,40,822
5.5469,-84.4768,24,6,8,2011,Estrada2016,LM,0,0.0,,20.0,160,0,10,0.0,0,0,,0.0,0,0.0,40,0,0.0,,0.0,0.0,0,0,10,0,0,0,0,10,0,0,0,30,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,60,5343
5.5469,-84.4768,45,6,8,2011,Estrada2016,LM,0,0.0,,10.0,0,0,0,0.0,0,0,,0.0,0,0.0,10,0,0.0,,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,548
12.2176,-74.0235,3,20,6,2011,Estrada2016,LM,0,0.0,,0.0,10,10,0,0.0,30,0,,0.0,0,0.0,0,0,0.0,,0.0,0.0,0,0,20,0,0,0,0,0,1370,0,0,10,0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,200,4110
12.2176,-74.0235,24,20,6,2011,Estrada2016,LM,0,0.0,,0.0,10,0,0,20.0,40,10,,0.0,0,0.0,0,0,0.0,,0.0,0.0,0,0,10,10,0,0,0,0,1507,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,40,7672
12.2176,-74.0235,70,20,6,2011,Estrada2016,LM,0,20.0,,0.0,100,20,10,0.0,0,20,,0.0,0,0.0,0,0,0.0,,0.0,0.0,0,0,0,0,0,0,0,0,0,0,10,30,0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,50,11645
14.0948,-71.404,3,21,6,2011,Estrada2016,LM,0,0.0,,0.0,20,0,0,0.0,270,0,,0.0,0,0.0,0,0,0.0,,0.0,0.0,30,0,20,10,0,0,0,0,1096,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,210,4384
14.0948,-71.404,34,21,6,2011,Estrada2016,LM,0,0.0,,0.0,0,0,0,0.0,170,0,,0.0,0,0.0,0,0,0.0,,0.0,0.0,40,0,10,10,0,0,10,0,1370,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,150,3836
14.0948,-71.404,105,21,6,2011,Estrada2016,LM,0,1233.0,,0.0,20,10,0,0.0,0,0,,0.0,0,0.0,50,0,0.0,,0.0,0.0,0,0,0,0,0,0,0,0,10,0,0,0,0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,70,9316
15.0411,-69.1772,3,22,6,2011,Estrada2016,LM,0,0.0,,0.0,0,0,0,0.0,220,0,,0.0,0,0.0,0,0,0.0,,0.0,0.0,0,0,0,0,0,0,0,0,685,0,0,0,0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,130,5069
15.0411,-69.1772,31,22,6,2011,Estrada2016,LM,0,0.0,,0.0,20,0,0,0.0,160,0,,0.0,0,0.0,0,0,0.0,,0.0,0.0,0,0,30,10,0,0,0,0,1096,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,20,3973
15.0411,-69.1772,95,22,6,2011,Estrada2016,LM,0,548.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,100.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,10,0,0,0,0,0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,150,7672
15.315,-67.0086,3,23,6,2011,Estrada2016,LM,0,0.0,0.0,0.0,0,50,0,0.0,420,10,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,137,0,0,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140,4932
15.315,-67.0086,28,23,6,2011,Estrada2016,LM,0,0.0,0.0,0.0,0,40,0,0.0,470,20,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,20,0,0,0,0,0,411,0,0,20,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130,7398
15.315,-67.0086,75,23,6,2011,Estrada2016,LM,10,685.0,0.0,0.0,10,30,0,0.0,0,10,0.0,1096.0,10,0.0,30,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,10,0,0,30,0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,4110.0,100,15892
17.2563,-59.4966,3,25,6,2011,Estrada2016,LM,0,0.0,0.0,0.0,0,0,0,0.0,290,10,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,10,10,0,0,0,0,685,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140,5343
17.2563,-59.4966,37,25,6,2011,Estrada2016,LM,0,0.0,0.0,0.0,0,0,0,0.0,120,20,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,40,10,0,10,0,10,411,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220,4795
17.2563,-59.4966,90,25,6,2011,Estrada2016,LM,10,60.0,0.0,0.0,10,80,0,0.0,0,10,0.0,40.0,20,0.0,20,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,10,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,30.0,160,6165
18.0384,-57.482,3,26,6,2011,Estrada2016,LM,0,0.0,0.0,0.0,0,0,0,0.0,370,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,274,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,685
18.0384,-57.482,43,26,6,2011,Estrada2016,LM,0,0.0,0.0,40.0,0,0,0,0.0,40,10,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,30,0,0,0,0,50,685,0,0,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,380,5343
18.0384,-57.482,160,26,6,2011,Estrada2016,LM,0,40.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,20,0.0,0,0,0.0,0.0,0.0,0.0,0,0,10,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1644.0,50,2877
18.5977,-55.0901,3,27,6,2011,Estrada2016,LM,0,0.0,,20.0,0,0,0,0.0,190,0,,0.0,0,0.0,0,0,0.0,,0.0,0.0,40,0,20,30,0,0,0,0,1233,0,0,20,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280,4384
