Latitude,Longitude,Depth,Day,Month,Year,Reference,Method,Emiliania huxleyi,Gephyrocapsa ericsonii,Gephyrocapsa oceanica,Calcidiscus leptoporus quadriperforatus,Umbilicosphaera sibogae,Umbilicosphaera foliosa,Helicosphaera carteri,Helicosphaera wallichii,Helicosphaera hyalina,Scyphosphaera apsteinii,Pontosphaera japonica ,Acanthoica quattrospina,Acanthoica sp.,Algirosphaera robusta,Algirosphaera cucullata,Cyrtosphaera aculeata,Discosphaera tubifera,Rhabdosphaera clavigera var stylifera,Rhabdosphaera clavigera var. clavigera,Rhabdosphaera xiphos,Palusphaera vandellii,Syracosphaeraceae spp.,Syracosphaera anthos ,Syracosphaera ossa type 1,Syracosphaera  ossa type 2 ,Syracosphaera molischii type 3 or 4,Syracosphaera nodosa,Syracosphaera prolongata,Syracosphaera pulchra,Syracosphaera histrica,Syracosphaera bannockii,Syracosphaera nana,Syracosphaera hastata,Syracosphaera corolla,Syracosphaera azureaplaneta,Syracosphaera protrudens,Syracosphaera marginaporata,Syracosphaera dilatata or arethusae,Syracosphaera lamina,Syracosphaera rotula,Syracosphaera ampliora,Syracosphaera mediterranea,Michaelsarsia adriaticus,Michaelsarsia elegans,Ophiaster sp.,Calciosolenia brasiliensis,Calciosolenia murrayi,Calciosolenia corselli,Alisphaera gaudii,Alisphaera capulata,Alisphaera unicornis,Papposphaeracea,Kataspinifer baumannii,Papposphaera lepida,Papposphaera type1,Vexillarius sp.,Vexillarius cancellifer,Vexillarius iaculifer,Umbellosphaera tenuis,Umbellosphaera irregularis,Florisphaera profunda var. elongata,Florisphaera profunda var. profunda,Florisphaera profunda var rhinocera,Gladiolithus flabellatus,Navilithus altivelum,Canistrolithus valliformis,Ceratolithus cristatus HET nishidae type,Ceratolithus cristatus CER cristatus type,holococcolithophore spp.,Syracosphaera molischii HOL,Anthosphaera periperforata,Syracosphaera pulchra oblonga type,Syracosphaera pulchra  pirus type ,Syracosphaera histrica HOL,Syracosphaera banockii HOL,Syracosphaera anthos HOL,Calyptrolithina divergens,Helicosphaera HOL catilliferus type,Helicosphaera ponticuliferus HOL,Helicosphaera confusus type,Corisphaera sp.,Corisphaera gracilis,Corisphaera strigilis,Gliscolithus amitakareniae,Calyptrosphaera sphaeroidea HOL,Calyptrosphaera dentata,Syracosphaera. arethusae HOL,Calcidiscus leptoporus subsp. quadriperforatus HOL,Poricalyptra aurisinae,Coronosphaera mediterranea HOL gracillima type,Coronosphaera mediterranea HOL hellenica type,Coronosphaera mediterranea HOL wettsteinii type,Scyphosphaera apsteinii HOL,Pontosphaera japonica HOL,Sphaerocalyptra quadridentata,Alisphaera unicormis POL,Alisphaera gaudii POL,Flosculosphaera calceolariopsis
34.38,32.82,10,10,8,2018,Keuter2022,SEM,310.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,490.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34.38,32.82,25,10,8,2018,Keuter2022,SEM,900.0,0.0,360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34.38,32.82,50,10,8,2018,Keuter2022,SEM,3780.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,280.0,60.0,730.0,170.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,510.0,60.0,0.0,0.0,0.0,0.0,0.0,850.0,0.0,0.0,0.0,0.0,0.0,230.0,0.0,0.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,0.0,340.0,0.0,0.0,110.0,280.0,60.0,0.0,340.0,0.0,0.0,0.0,0.0,110.0,0.0,0.0,390.0,60.0,60.0,230.0,280.0,60.0,0.0,170.0,0.0,170.0,0.0,0.0,110.0,60.0,60.0
34.38,32.82,78,10,8,2018,Keuter2022,SEM,2160.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,280.0,110.0,0.0,0.0,170.0,0.0,0.0,110.0,0.0,110.0,0.0,390.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,110.0,0.0,0.0,0.0,170.0,60.0,220.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3430.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.0,0.0,0.0,60.0,220.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0
34.38,32.82,125,10,8,2018,Keuter2022,SEM,1100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0,0.0,0.0,130.0,0.0,0.0,60.0,0.0,0.0,60.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34.38,32.82,165,10,8,2018,Keuter2022,SEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2270.0,10220.0,450.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34.38,32.82,200,10,8,2018,Keuter2022,SEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34.95,33.04,25,10,9,2018,Keuter2022,SEM,2360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1770.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34.95,33.04,50,10,9,2018,Keuter2022,SEM,3160.0,0.0,1160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,840.0,0.0,0.0,0.0,320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.0,530.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34.95,33.04,100,10,9,2018,Keuter2022,SEM,4120.0,0.0,960.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,0.0,150.0,0.0,0.0,150.0,0.0,150.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,220.0,0.0,880.0,150.0,0.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,810.0,0.0,70.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34.38,32.82,3,21,1,2019,Keuter2022,SEM,29810.0,70.0,0.0,0.0,0.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,70.0,0.0,0.0,70.0,70.0,0.0,0.0,0.0,70.0,0.0,70.0,2029.9999999999998,0.0,0.0,70.0,70.0,460.0,0.0,0.0,0.0,0.0,0.0,130.0,0.0,0.0,0.0,0.0,0.0,260.0,0.0,70.0,0.0,70.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34.38,32.82,25,21,1,2019,Keuter2022,SEM,31840.0,0.0,0.0,0.0,70.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,70.0,0.0,0.0,0.0,0.0,0.0,130.0,2280.0,0.0,0.0,0.0,130.0,70.0,0.0,0.0,0.0,0.0,0.0,270.0,0.0,70.0,0.0,70.0,0.0,70.0,0.0,0.0,0.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34.38,32.82,60,21,1,2019,Keuter2022,SEM,20410.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,90.0,0.0,0.0,90.0,810.0,180.0,0.0,0.0,0.0,90.0,0.0,1080.0,0.0,0.0,0.0,90.0,360.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,180.0,0.0,0.0,0.0,180.0,0.0,90.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34.38,32.82,80,21,1,2019,Keuter2022,SEM,27520.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,120.0,1040.0,120.0,0.0,0.0,120.0,0.0,120.0,2070.0,0.0,0.0,0.0,0.0,230.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,120.0,0.0,350.0,0.0,0.0,0.0,230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34.38,32.82,100,21,1,2019,Keuter2022,SEM,19880.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,0.0,70.0,0.0,0.0,70.0,620.0,70.0,0.0,0.0,0.0,0.0,140.0,1510.0,0.0,0.0,0.0,70.0,270.0,0.0,0.0,0.0,0.0,0.0,340.0,0.0,70.0,0.0,70.0,0.0,210.0,0.0,70.0,0.0,140.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34.38,32.82,150,21,1,2019,Keuter2022,SEM,13010.0,0.0,50.0,0.0,0.0,0.0,50.0,0.0,0.0,50.0,0.0,140.0,0.0,90.0,0.0,90.0,140.0,540.0,50.0,0.0,230.0,90.0,0.0,0.0,1410.0,0.0,0.0,0.0,360.0,410.0,0.0,0.0,0.0,0.0,0.0,140.0,0.0,180.0,0.0,270.0,50.0,90.0,0.0,0.0,0.0,230.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,50.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0
34.38,32.82,200,21,1,2019,Keuter2022,SEM,1600.0,0.0,190.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,40.0,0.0,0.0,270.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,40.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,230.0,40.0,0.0,110.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34.95,33.04,3,22,1,2019,Keuter2022,SEM,32390.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,310.0,230.0,0.0,0.0,0.0,0.0,0.0,80.0,1540.0,0.0,0.0,0.0,80.0,310.0,0.0,0.0,0.0,0.0,0.0,230.0,0.0,150.0,0.0,0.0,0.0,310.0,0.0,80.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34.95,33.04,50,22,1,2019,Keuter2022,SEM,26770.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,90.0,0.0,0.0,0.0,0.0,380.0,280.0,0.0,0.0,0.0,0.0,0.0,0.0,1040.0,0.0,0.0,0.0,90.0,380.0,0.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0
34.95,33.04,100,22,1,2019,Keuter2022,SEM,23800.0,0.0,110.0,0.0,0.0,0.0,0.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,110.0,0.0,0.0,0.0,0.0,0.0,450.0,680.0,0.0,0.0,0.0,110.0,110.0,0.0,0.0,0.0,0.0,0.0,450.0,0.0,110.0,0.0,0.0,0.0,450.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
