species,CN,CL
Calcidiscus quadriperforatus,17,7.92
Calcidiscus quadriperforatus,12,8.44
Calcidiscus quadriperforatus,20,8.52
Calcidiscus quadriperforatus,20,9.72
Calcidiscus quadriperforatus,22,9.23
Calcidiscus quadriperforatus,18,7.98
Calcidiscus quadriperforatus,17,9.50
Calcidiscus quadriperforatus,16,8.95
Calcidiscus quadriperforatus,17,9.00
Calcidiscus quadriperforatus,16,8.80
Calcidiscus quadriperforatus,21,8.68
Calcidiscus quadriperforatus,22,8.82
Calcidiscus quadriperforatus,18,8.60
Calcidiscus quadriperforatus,21,8.93
Calcidiscus quadriperforatus,21,8.52
Calcidiscus quadriperforatus,22,8.03
Calcidiscus quadriperforatus,22,8.55
Calcidiscus quadriperforatus,14,8.94
Calcidiscus quadriperforatus,14,8.88
Calcidiscus quadriperforatus,15,9.29
Calcidiscus quadriperforatus,15,10.00
Calcidiscus quadriperforatus,29,8.65
Calcidiscus quadriperforatus,17,9.71
Calcidiscus quadriperforatus,19,8.85
Calcidiscus quadriperforatus,18,9.71
Calcidiscus quadriperforatus,17,9.06
Calcidiscus quadriperforatus,20,8.02
Calcidiscus quadriperforatus,21,8.68
Calcidiscus quadriperforatus,24,7.36
Calcidiscus quadriperforatus,20,9.68
Calcidiscus quadriperforatus,16,7.90
Calcidiscus quadriperforatus,20,10.26
Calcidiscus quadriperforatus,17,8.97
Calcidiscus quadriperforatus,13,9.13
Calcidiscus quadriperforatus,22,8.98
Calcidiscus quadriperforatus,21,8.80
Calcidiscus quadriperforatus,21,9.34
Calcidiscus quadriperforatus,18,8.84
Calcidiscus quadriperforatus,21,8.83
Calcidiscus quadriperforatus,17,8.33
Calcidiscus quadriperforatus,20,9.23
Calcidiscus quadriperforatus,13,9.86
Calcidiscus quadriperforatus,19,9.32
Calcidiscus quadriperforatus,17,9.28
Calcidiscus quadriperforatus,21,8.77
Calcidiscus quadriperforatus,16,9.91
Calcidiscus quadriperforatus,16,9.47
Calcidiscus quadriperforatus,23,9.23
Calcidiscus quadriperforatus,14,8.65
Calcidiscus quadriperforatus,20,9.51
Calcidiscus quadriperforatus,17,7.73
Calcidiscus quadriperforatus,25,8.56
Calcidiscus quadriperforatus,18,8.60
Calcidiscus quadriperforatus,15,9.55
Calcidiscus quadriperforatus,14,8.65
Calcidiscus quadriperforatus,16,9.43
Calcidiscus quadriperforatus,20,9.52
Calcidiscus quadriperforatus,20,9.26
Calcidiscus quadriperforatus,24,9.16
Calcidiscus quadriperforatus,16,9.05
Calcidiscus quadriperforatus,26,8.49
Calcidiscus quadriperforatus,15,8.86
Calcidiscus quadriperforatus,16,8.38
Calcidiscus quadriperforatus,17,9.78
Calcidiscus quadriperforatus,23,7.93
Calcidiscus quadriperforatus,20,8.31
Calcidiscus quadriperforatus,15,8.85
Calcidiscus quadriperforatus,16,8.92
Calcidiscus quadriperforatus,21,9.05
Calcidiscus quadriperforatus,25,8.42
Calcidiscus quadriperforatus,20,7.98
Calcidiscus quadriperforatus,19,8.68
Calcidiscus quadriperforatus,24,9.24
Calcidiscus quadriperforatus,25,9.75
Calcidiscus quadriperforatus,16,9.32
Calcidiscus quadriperforatus,24,8.68
Calcidiscus quadriperforatus,17,9.06
Calcidiscus quadriperforatus,18,8.44
Calcidiscus quadriperforatus,18,8.33
Calcidiscus quadriperforatus,15,8.28
Calcidiscus quadriperforatus,18,8.70
Calcidiscus quadriperforatus,18,8.39
Calcidiscus quadriperforatus,19,8.74
Calcidiscus quadriperforatus,18,9.02
Calcidiscus quadriperforatus,20,9.36
Calcidiscus quadriperforatus,19,8.88
Calcidiscus quadriperforatus,22,9.13
Calcidiscus quadriperforatus,22,9.23
Calcidiscus quadriperforatus,27,9.43
Calcidiscus quadriperforatus,19,8.86
Calcidiscus quadriperforatus,25,8.61
Calcidiscus quadriperforatus,22,9.32
Calcidiscus quadriperforatus,18,8.71
Calcidiscus quadriperforatus,20,8.07
Calcidiscus quadriperforatus,17,8.85
Calcidiscus quadriperforatus,15,8.16
Calcidiscus quadriperforatus,14,8.44
Calcidiscus quadriperforatus,15,8.11
Calcidiscus quadriperforatus,25,9.25
Calcidiscus quadriperforatus,17,7.72
Calcidiscus quadriperforatus,16,9.75
Calcidiscus quadriperforatus,19,8.42
Calcidiscus quadriperforatus,14,9.72
Calcidiscus quadriperforatus,27,10.58
Calcidiscus quadriperforatus,20,9.87
Calcidiscus quadriperforatus,19,8.45
Calcidiscus quadriperforatus,17,8.36
Calcidiscus quadriperforatus,14,8.88
Calcidiscus quadriperforatus,24,9.05
Calcidiscus quadriperforatus,19,9.60
Calcidiscus quadriperforatus,16,8.49
Calcidiscus quadriperforatus,22,8.89
Calcidiscus quadriperforatus,17,9.47
Calcidiscus quadriperforatus,19,8.90
Calcidiscus quadriperforatus,12,9.34
Calcidiscus quadriperforatus,24,10.06
Calcidiscus quadriperforatus,22,8.78
Calcidiscus quadriperforatus,19,7.99
Calcidiscus quadriperforatus,16,8.43
Calcidiscus quadriperforatus,21,9.16
Calcidiscus quadriperforatus,20,9.75
Calcidiscus quadriperforatus,21,8.73
Calcidiscus quadriperforatus,19,7.93
Calcidiscus quadriperforatus,22,9.38
Calcidiscus quadriperforatus,22,9.79
Calcidiscus quadriperforatus,19,9.26
Calcidiscus quadriperforatus,20,9.69
Calcidiscus quadriperforatus,22,9.85
Calcidiscus quadriperforatus,16,9.98
Calcidiscus quadriperforatus,19,9.67
Calcidiscus quadriperforatus,21,8.74
Calcidiscus quadriperforatus,22,8.79
Calcidiscus quadriperforatus,16,9.55
Calcidiscus quadriperforatus,19,10.01
Calcidiscus quadriperforatus,17,9.66
Calcidiscus quadriperforatus,20,8.81
Calcidiscus quadriperforatus,20,8.24
Calcidiscus quadriperforatus,21,8.21
Calcidiscus quadriperforatus,23,8.85
Calcidiscus quadriperforatus,18,9.24
Calcidiscus quadriperforatus,18,8.94
Calcidiscus quadriperforatus,18,10.63
Calcidiscus quadriperforatus,21,8.77
Calcidiscus quadriperforatus,23,9.01
Calcidiscus quadriperforatus,26,9.30
Calcidiscus quadriperforatus,20,8.32
Calcidiscus quadriperforatus,23,8.97
Calcidiscus quadriperforatus,16,8.77
Calcidiscus quadriperforatus,17,8.70
Calcidiscus quadriperforatus,23,8.91
Calcidiscus quadriperforatus,20,9.30
Calcidiscus quadriperforatus,21,9.69
Calcidiscus quadriperforatus,18,9.59
Calcidiscus quadriperforatus,22,7.92
Calcidiscus quadriperforatus,20,9.11
Calcidiscus quadriperforatus,25,9.18
Calcidiscus quadriperforatus,20,8.19
Calcidiscus quadriperforatus,20,8.40
Calcidiscus quadriperforatus,17,9.45
Calcidiscus quadriperforatus,12,10.09
Calcidiscus quadriperforatus,16,10.02
Calcidiscus quadriperforatus,22,9.10
Calcidiscus quadriperforatus,20,8.80
Calcidiscus quadriperforatus,22,8.77
Calcidiscus quadriperforatus,22,8.78
Calcidiscus quadriperforatus,21,9.18
Calcidiscus quadriperforatus,18,7.61
Calcidiscus quadriperforatus,19,8.93
Calcidiscus quadriperforatus,20,8.04
Calcidiscus quadriperforatus,20,8.11
Calcidiscus quadriperforatus,18,9.28
Calcidiscus quadriperforatus,13,9.32
Calcidiscus quadriperforatus,28,9.65
Calcidiscus quadriperforatus,19,8.97
Calcidiscus quadriperforatus,15,9.22
Calcidiscus quadriperforatus,20,9.04
