species,CN,CL
Emiliania huxleyi,16,2.87
Emiliania huxleyi,26.67,3.26
Emiliania huxleyi,21.33,2.71
Emiliania huxleyi,21.33,3.11
Emiliania huxleyi,32,3.56
Emiliania huxleyi,29.33,3.31
Emiliania huxleyi,21.33,3.45
Emiliania huxleyi,24,3.05
Emiliania huxleyi,24,2.87
Emiliania huxleyi,24,3.39
Emiliania huxleyi,21.33,3.12
Emiliania huxleyi,18.67,3.39
Emiliania huxleyi,26.67,3.39
Emiliania huxleyi,24,3.4
Emiliania huxleyi,18.67,3.41
Emiliania huxleyi,26.67,3.38
Emiliania huxleyi,,3.51
Emiliania huxleyi,,3.18
Emiliania huxleyi,,2.91
Emiliania huxleyi,,3.24
Emiliania huxleyi,,2.36
Emiliania huxleyi,,3.21
Emiliania huxleyi,,2.74
Emiliania huxleyi,,2.86
Emiliania huxleyi,,3.28
Emiliania huxleyi,,2.99
Emiliania huxleyi,,3.23
Emiliania huxleyi,,2.93
Emiliania huxleyi,,2.77
Emiliania huxleyi,,3.31
Emiliania huxleyi,,3.18
Emiliania huxleyi,,3.47
Emiliania huxleyi,,3.26
Emiliania huxleyi,,3.25
Emiliania huxleyi,,3.14
Emiliania huxleyi,,3.28
Emiliania huxleyi,,3.39
Emiliania huxleyi,,3.28
Emiliania huxleyi,,2.98
Emiliania huxleyi,,3.07
Emiliania huxleyi,,2.78
Emiliania huxleyi,,3.16
Emiliania huxleyi,,3.17
Emiliania huxleyi,,3.3
Emiliania huxleyi,,3.15
Emiliania huxleyi,,2.81
Emiliania huxleyi,,3.16
Emiliania huxleyi,,2.88
Emiliania huxleyi,,3.27
Emiliania huxleyi,,3.45
Emiliania huxleyi,,3.24
Emiliania huxleyi,,3.27
Emiliania huxleyi,,3.45
Emiliania huxleyi,,3.43
Emiliania huxleyi,,3.55
Emiliania huxleyi,,3.45
Emiliania huxleyi,,3.72
Emiliania huxleyi,,3.69
Emiliania huxleyi,,3.49
Emiliania huxleyi,,3.25
Emiliania huxleyi,,3.04
Emiliania huxleyi,,3.38
Emiliania huxleyi,,2.82
Emiliania huxleyi,,3.1
Emiliania huxleyi,,3.31
Emiliania huxleyi,,3.27
Emiliania huxleyi,,3.36
Emiliania huxleyi,,3.25
Emiliania huxleyi,,3.31
Emiliania huxleyi,,3.51
Emiliania huxleyi,,3.17
Emiliania huxleyi,,3.2
Emiliania huxleyi,,3.11
Emiliania huxleyi,,3.35
Emiliania huxleyi,,2.94
Emiliania huxleyi,,2.96
Emiliania huxleyi,,2.94
Emiliania huxleyi,,3.38
Emiliania huxleyi,,3.57
Emiliania huxleyi,,3.32
Emiliania huxleyi,,2.88
Emiliania huxleyi,,3.39
Emiliania huxleyi,,3.67
Emiliania huxleyi,,3.13
Emiliania huxleyi,,2.86
Emiliania huxleyi,,3.26
Emiliania huxleyi,,3.03
Emiliania huxleyi,,
Emiliania huxleyi,,
Emiliania huxleyi,,
Emiliania huxleyi,,
Emiliania huxleyi,,
Emiliania huxleyi,,
Emiliania huxleyi,,
Emiliania huxleyi,,
Emiliania huxleyi,,
Emiliania huxleyi,,
Emiliania huxleyi,,
Emiliania huxleyi,,
Emiliania huxleyi,,
Emiliania huxleyi,,
Emiliania huxleyi,,
Emiliania huxleyi,,
Emiliania huxleyi,,
Emiliania huxleyi,,
Emiliania huxleyi,,
Emiliania huxleyi,,
Emiliania huxleyi,,
Emiliania huxleyi,,
Emiliania huxleyi,,
Emiliania huxleyi,,
Emiliania huxleyi,,
Emiliania huxleyi,,
Emiliania huxleyi,,
Emiliania huxleyi,,
Emiliania huxleyi,,
Emiliania huxleyi,,
Emiliania huxleyi,,
Emiliania huxleyi,,
Emiliania huxleyi,,
Emiliania huxleyi,,
Emiliania huxleyi,,
Emiliania huxleyi,,
Emiliania huxleyi,,
Emiliania huxleyi,,
Emiliania huxleyi,,
Emiliania huxleyi,,
Emiliania huxleyi,,
Emiliania huxleyi,,
Emiliania huxleyi,,
Emiliania huxleyi,,
Emiliania huxleyi,,
Emiliania huxleyi,,
Emiliania huxleyi,,
Emiliania huxleyi,,
Emiliania huxleyi,,
Emiliania huxleyi,,
Emiliania huxleyi,,
Emiliania huxleyi,,
Emiliania huxleyi,,
Emiliania huxleyi,,
Emiliania huxleyi,,
Emiliania huxleyi,,
Emiliania huxleyi,,
Emiliania huxleyi,,
Emiliania huxleyi,,
Emiliania huxleyi,,
Emiliania huxleyi,,
Emiliania huxleyi,,
Emiliania huxleyi,,
Emiliania huxleyi,,
Emiliania huxleyi,,
Emiliania huxleyi,,
Emiliania huxleyi,,
Emiliania huxleyi,,
Emiliania huxleyi,,
Emiliania huxleyi,,
Emiliania huxleyi,,
Emiliania huxleyi,,
Emiliania huxleyi,,
Emiliania huxleyi,,
Emiliania huxleyi,,
Emiliania huxleyi,,
Emiliania huxleyi,,
Emiliania huxleyi,,
Emiliania huxleyi,,
Emiliania huxleyi,,
Emiliania huxleyi,,
Emiliania huxleyi,,
Emiliania huxleyi,,
Emiliania huxleyi,,
Emiliania huxleyi,,
Emiliania huxleyi,,
Emiliania huxleyi,,
Emiliania huxleyi,,
Emiliania huxleyi,,
Emiliania huxleyi,,
Emiliania huxleyi,,
Emiliania huxleyi,,
Emiliania huxleyi,,
Emiliania huxleyi,,
Emiliania huxleyi,,
Emiliania huxleyi,,
Emiliania huxleyi,,
Emiliania huxleyi,,
Emiliania huxleyi,,
Emiliania huxleyi,,
