species,CN,CL
Helicosphaera carteri,14,9.24
Helicosphaera carteri,16,7.77
Helicosphaera carteri,14,8.42
Helicosphaera carteri,15,7.96
Helicosphaera carteri,19,8.94
Helicosphaera carteri,14,10.01
Helicosphaera carteri,19,9.78
Helicosphaera carteri,19,9.64
Helicosphaera carteri,23,7.77
Helicosphaera carteri,15,9.09
Helicosphaera carteri,12,8.55
Helicosphaera carteri,22,9.77
Helicosphaera carteri,16,8.74
Helicosphaera carteri,15,8.04
Helicosphaera carteri,21,9.59
Helicosphaera carteri,17,9.28
Helicosphaera carteri,22,7.54
Helicosphaera carteri,12,8.37
Helicosphaera carteri,18,8.80
Helicosphaera carteri,16,9.62
Helicosphaera carteri,25,9.42
Helicosphaera carteri,15,9.42
Helicosphaera carteri,12,9.67
Helicosphaera carteri,19,9.11
Helicosphaera carteri,19,9.66
Helicosphaera carteri,20,8.39
Helicosphaera carteri,13,8.19
Helicosphaera carteri,17,8.90
Helicosphaera carteri,18,8.75
Helicosphaera carteri,18,8.58
Helicosphaera carteri,10,8.86
Helicosphaera carteri,22,9.88
Helicosphaera carteri,9,8.74
Helicosphaera carteri,18,8.99
Helicosphaera carteri,23,8.44
Helicosphaera carteri,24,8.74
Helicosphaera carteri,15,7.76
Helicosphaera carteri,23,8.28
Helicosphaera carteri,15,8.23
Helicosphaera carteri,20,9.18
Helicosphaera carteri,20,8.39
Helicosphaera carteri,16,8.61
Helicosphaera carteri,18,7.86
Helicosphaera carteri,22,8.78
Helicosphaera carteri,14,9.17
Helicosphaera carteri,16,8.45
Helicosphaera carteri,13,9.32
Helicosphaera carteri,13,9.66
Helicosphaera carteri,22,7.57
Helicosphaera carteri,15,9.03
Helicosphaera carteri,17,8.87
Helicosphaera carteri,22,8.10
Helicosphaera carteri,16,8.63
Helicosphaera carteri,15,8.69
Helicosphaera carteri,16,8.85
Helicosphaera carteri,16,9.71
Helicosphaera carteri,12,9.00
Helicosphaera carteri,19,8.32
Helicosphaera carteri,18,10.05
Helicosphaera carteri,16,9.65
Helicosphaera carteri,21,9.71
Helicosphaera carteri,17,9.15
Helicosphaera carteri,19,10.16
Helicosphaera carteri,17,9.67
Helicosphaera carteri,23,9.86
Helicosphaera carteri,22,9.58
Helicosphaera carteri,16,9.10
Helicosphaera carteri,15,8.73
Helicosphaera carteri,21,8.51
Helicosphaera carteri,14,10.31
Helicosphaera carteri,20,9.49
Helicosphaera carteri,12,9.53
Helicosphaera carteri,15,9.84
Helicosphaera carteri,20,9.22
Helicosphaera carteri,15,8.61
Helicosphaera carteri,12,9.09
Helicosphaera carteri,20,8.95
Helicosphaera carteri,18,9.51
Helicosphaera carteri,22,9.42
Helicosphaera carteri,18,9.14
Helicosphaera carteri,18,9.54
Helicosphaera carteri,14,9.74
Helicosphaera carteri,14,8.75
Helicosphaera carteri,20,8.94
Helicosphaera carteri,19,8.50
Helicosphaera carteri,11,9.43
Helicosphaera carteri,20,9.07
Helicosphaera carteri,19,8.51
Helicosphaera carteri,8,9.20
Helicosphaera carteri,10,8.65
Helicosphaera carteri,12,9.40
Helicosphaera carteri,11,9.12
Helicosphaera carteri,20,8.05
Helicosphaera carteri,15,8.32
Helicosphaera carteri,15,9.10
Helicosphaera carteri,19,8.95
Helicosphaera carteri,13,9.32
Helicosphaera carteri,19,8.77
Helicosphaera carteri,21,8.77
Helicosphaera carteri,14,7.72
Helicosphaera carteri,17,9.50
Helicosphaera carteri,21,9.53
Helicosphaera carteri,17,10.13
Helicosphaera carteri,18,9.30
Helicosphaera carteri,17,8.65
Helicosphaera carteri,21,8.86
Helicosphaera carteri,15,8.33
Helicosphaera carteri,23,9.03
Helicosphaera carteri,13,9.07
Helicosphaera carteri,19,8.70
Helicosphaera carteri,16,9.06
Helicosphaera carteri,20,9.03
Helicosphaera carteri,15,9.43
Helicosphaera carteri,20,10.13
Helicosphaera carteri,19,9.55
Helicosphaera carteri,14,9.74
Helicosphaera carteri,23,9.07
Helicosphaera carteri,17,9.87
Helicosphaera carteri,21,8.91
Helicosphaera carteri,21,9.80
Helicosphaera carteri,22,9.78
Helicosphaera carteri,17,9.95
Helicosphaera carteri,24,9.91
Helicosphaera carteri,19,8.58
Helicosphaera carteri,18,9.98
Helicosphaera carteri,16,8.98
Helicosphaera carteri,18,8.57
Helicosphaera carteri,18,8.90
Helicosphaera carteri,21,8.80
Helicosphaera carteri,16,9.37
Helicosphaera carteri,21,8.74
Helicosphaera carteri,24,8.32
Helicosphaera carteri,23,8.30
Helicosphaera carteri,19,9.73
Helicosphaera carteri,20,8.87
Helicosphaera carteri,24,9.06
Helicosphaera carteri,16,9.15
Helicosphaera carteri,16,9.97
Helicosphaera carteri,16,9.29
Helicosphaera carteri,20,8.89
Helicosphaera carteri,16,7.74
Helicosphaera carteri,19,7.48
Helicosphaera carteri,23,8.17
Helicosphaera carteri,21,9.49
Helicosphaera carteri,18,8.49
Helicosphaera carteri,23,8.73
Helicosphaera carteri,19,7.89
Helicosphaera carteri,13,8.55
Helicosphaera carteri,18,9.05
Helicosphaera carteri,12,8.56
Helicosphaera carteri,15,9.22
Helicosphaera carteri,18,9.31
Helicosphaera carteri,16,9.37
Helicosphaera carteri,18,8.44
Helicosphaera carteri,20,9.20
Helicosphaera carteri,17,8.60
Helicosphaera carteri,16,9.03
Helicosphaera carteri,22,9.13
Helicosphaera carteri,13,9.12
Helicosphaera carteri,17,8.65
Helicosphaera carteri,15,8.83
Helicosphaera carteri,18,8.81
Helicosphaera carteri,18,9.16
Helicosphaera carteri,23,9.27
Helicosphaera carteri,18,8.41
Helicosphaera carteri,19,9.31
Helicosphaera carteri,17,7.83
Helicosphaera carteri,21,8.21
Helicosphaera carteri,20,8.84
Helicosphaera carteri,14,9.54
Helicosphaera carteri,21,7.67
