Reference,Sample method,Depth water [m],Latitude,Longitude,Date/Time,A. acanthifera [#/l],A. acanthos [#/l],A. biscayensis [#/l],A. maxima [#/l],A. quattrospina [#/l],A. quattrospina [#/l] (COMB),A. quattrospina [#/l] (HOL),Acanthoica spp. [#/l],A. robusta [#/l] (Algirosphaera cf. robusta),A. cucullata [#/l],A. robusta [#/l],A. robusta [#/l] (HOL),Algirosphaera spp. [#/l],A. capulata [#/l],A. extenta [#/l],A. gaudii [#/l],A. gaudii [#/l] (COMB),A. gaudii [#/l] (POL),A. ordinata [#/l],A. pinnigera [#/l],A. quadrilatera [#/l],Alisphaera spp. [#/l],A. unicornis [#/l],A. unicornis [#/l] (COMB),A. unicornis [#/l] (POL),A. lafourcadii [#/l],A. periperforata [#/l],Anthosphaera spp. [#/l],Anthosphaera spp. [#/l] (Type A),Anthosphaera spp. [#/l] (Type C),B. virgulosa [#/l],B. bigelowii [#/l],C. leptoporus [#/l],C. leptoporus [#/l] (HOL),Calcidiscus spp. [#/l],C. caudatus [#/l],Calciopappus spp. [#/l],C. brasiliensis [#/l],C. murrayi [#/l],Calciosolenia spp. [#/l],Calciosoleniaceae spp. [#/l],C. blokii [#/l],C. concava [#/l],C. diconstricta [#/l],C. multipora [#/l],C. cialdii [#/l],C. dentata [#/l],C. heimdalae [#/l],C. sphaeroidea [#/l],C. sphaeroidea [#/l] (HOL),Canistrolithus spp. [#/l],Canistrolithus spp. [#/l] (POL),C. valliformis [#/l],C. cristatus [#/l],C. cristatus [#/l] (CER),Ceratolithus spp. [#/l],C. carterae [#/l],C. roscoffensis [#/l],C. pelagicus [#/l],C. pelagicus [#/l] (HOL),C. gracilis [#/l] (Corisphaera cf. Gracilis),C. gracilis [#/l],Corisphaera spp. [#/l],C. tyrrheniensis [#/l],C. maxima [#/l],C. mediterranea [#/l],C. mediterranea [#/l] (COMB),C. mediterranea [#/l] (HOL),Coronosphaera spp. [#/l],C. aculeata [#/l],C. cidaris [#/l],Cyrtosphaera spp. [#/l],D. tubifera [#/l],E. huxleyi [#/l],Ericiolus sp. [#/l] (Ericiolus?),F. profunda [#/l],F. calceolariopsis [#/l],F. pyramidosa [#/l],G. ericsonii [#/l],G. muellerae [#/l],G. oceanica [#/l],G. ornata [#/l],Gephyrocapsa spp. [#/l],G. flabellatus [#/l],G. amitakareniae [#/l],H. cornifera [#/l] (Including H. spinosa),H. perplexus [#/l],Helicosphaera spp. [#/l] (HOL),Helicosphaera spp. [#/l] (HOL catilliferus type),Helicosphaera spp. [#/l] (HOL confusus type),Helicosphaera spp. [#/l] (HOL dalmaticus type),H. carteri [#/l],H. carteri [#/l] (HOL),H. hyalina [#/l],H. pavimentum [#/l],Helicosphaera spp. [#/l],H. wallichii [#/l],H. wallichii [#/l] (HOL),H. cornifera [#/l],H. pienaarii [#/l],H. vavilovii [#/l],Heterococcolithophores [#/l],H. kastriensis [#/l],Holococcolithophore spp. [#/l],H. spinosa [#/l],Homozygosphaera spp. [#/l],H. triarcha [#/l],H. vercelli [#/l],H. youngii [#/l],H. lacuna [#/l],H. roseola [#/l],Hymenomonas spp. [#/l],Jomonlithus spp. [#/l],M. adriaticus [#/l],M. elegans [#/l],Michaelsarsia spp. [#/l],O. neapolitana [#/l],O. antillarum [#/l],O. fragilis [#/l],Oolithotus spp. [#/l],O. formosus [#/l],O. hydroideus [#/l],O. minimus [#/l],O. reductus [#/l],Ophiaster spp. [#/l],Cocco oth [#/l],Palusphaera sp. [#/l] (Palusphaera sp. 1),Palusphaera spp. [#/l],P. vandelii [#/l],P. borealis [#/l],P. flabellifera [#/l],Pappomonas sp. [#/l] (Including Papposphaera sp.),Pappomonas sp. [#/l] (Type 3),Pappomonas sp. [#/l] (Type 4),Pappomonas sp. [#/l] (Type 5),Pappomonas spp. [#/l],P. arctica [#/l],P. lepida [#/l],P. sagittifera [#/l],Papposphaera sp. [#/l] (Type 1),Papposphaera sp. [#/l] (Type 2),Papposphaera sp. [#/l] (Type 4),Papposphaera spp. [#/l],P. thomsenii [#/l],P. margalefii [#/l],P. ziveriae [#/l],Polycrater sp. [#/l] (Ladle-like),Polycrater spp. [#/l],P. discopora [#/l],P. japonica [#/l],P. multipora [#/l],Pontosphaera spp. [#/l],P. syracusana [#/l],P. aurisinae [#/l],P. isselii [#/l],P. magnaghii [#/l],P. poritectum [#/l] (Poritectolithus cf. Poritectus),P. maximus [#/l],P. poritectum [#/l],P. scenozonion [#/l],Reticulofenestra spp. [#/l],R. parvula [#/l],R. sessilis [#/l],Reticulofenestra sp. [#/l],R. clavigera [#/l],Rhabdosphaera spp. [#/l],R. xiphos [#/l],R. xiphos [#/l] (COMB),S. apsteinii [#/l],S. apsteinii [#/l] (HOL),Scyphosphaera spp. [#/l],S. helianthiformis [#/l],Solisphaera spp. [#/l],S. adenensis [#/l],S. adenensis [#/l] (Sphaerocalyptra cf. Adenensis),S. dermitzakii [#/l],S. quadridentata [#/l],Sphaerocalyptra sp. [#/l] (Sphaerocalyptra sp.1),Sphaerocalyptra sp. [#/l] (Sphaerocalyptra sp.3),Sphaerocalyptra spp. [#/l],S. bicorium [#/l],S. schilleri [#/l] (Syracolithus cf. Schilleri),S. quadriperforatus [#/l],Syracolithus sp. [#/l] (Syracolithus sp. A),Syracolithus spp. [#/l],S. amoena [#/l] (HOL),S. ampliora [#/l],S. anthos [#/l],S. anthos [#/l] (HOL),S. arethusae [#/l],S. arethusae [#/l] (COMB),S. arethusae [#/l] (HOL),S. bannockii [#/l],S. bannockii [#/l] (COMB),S. bannockii [#/l] (HOL),S. borealis [#/l],S. castellata [#/l],S. anthos [#/l] (Syracosphaera cf. Anthos),S. epigrosa [#/l] (Syracosphaera cf. Epigrosa),S. nana [#/l] (Syracosphaera cf. Nana),S. nodosa [#/l] (Syracosphaera cf. Nodosa),S. noroitica [#/l] (Syracosphaera cf. Noroitica),S. tumularis [#/l] (Syracosphaera cf. tumularis),S. corolla [#/l],S. delicata [#/l],S. delicata [#/l] (HOL),S. dilatata [#/l],S. epigrosa [#/l],S. exigua [#/l],S. florida [#/l],S. gaarderae [#/l],S. halldalii [#/l],S. halldalii [#/l] (Syracosphaera halldalii + Syr...),S. halldalii [#/l] (HOL),S. hastata [#/l],S. histrica [#/l],S. histrica [#/l] (HOL),S. lamina [#/l],S. leptolepis [#/l],S. marginiporata [#/l],S. marginiporata [#/l] (HOL),S. molischii [#/l],S. molischii [#/l] (HOL),S. nana [#/l],S. nana [#/l] (HOL),S. nodosa [#/l],S. noroitica [#/l],S. orbiculus [#/l],S. ossa [#/l],S. ossa [#/l] (Type 2),S. prolongata [#/l],S. protrudens [#/l],S. pulchra [#/l],S. pulchra [#/l] (COMB),S. pulchra [#/l] (HOL),S. reniformis [#/l],S. rotula [#/l],Syracosphaera sp. [#/l] (Type D),Syracosphaera sp. [#/l] (Type K),Syracosphaera sp. [#/l] (Type L),Syracosphaera spp. [#/l],Syracosphaera spp. [#/l],S. squamosa [#/l],S. strigilis [#/l] (COMB),S. strigilis [#/l],S. strigilis [#/l] (HOL),S. tumularis [#/l],T. adriatica [#/l],T. quadrilaminata [#/l],T. latericioides [#/l],Turrisphaera spp. [#/l],Umbellosphaera spp. [#/l] (Umbellocosphaera (?)),U. irregularis [#/l],Umbellosphaera spp. [#/l],U. tenuis [#/l],U. anulus [#/l],U. foliosa [#/l],U. hulburtiana [#/l],U. sibogae [#/l],Umbilicosphaera spp. [#/l],W. antarctica [#/l],Wigwamma spp. [#/l],W. triradiata [#/l],Z. amoena [#/l],Z. amoena [#/l] (HOL),Z. marsilii [#/l]
Poulton et al. (2017),Scanning electron microscope (SEM),13,-29.5,-26.9,2003-05-22,0,0,0,0,365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,61,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,1094,1762,0,0,0,0,1397,61,547,122,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,122,0,61,0,0,243,425,0,61,0,0,0,0,0,0,0,122,0,0,0,0,0,0,0,0,0,2066,972,0,0,3341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,1580,0,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,0,0,0,0,0,0,0,365,0,61,122,122,0,182,0,0,365,0,61,0,243,0,243,0,0,0,0,0,0,1154,0,0,0,0,0,0,0,0,0,0,486,0,1883,0,0,0,0,0,0,0,0,0,0,0
Poulton et al. (2017),Scanning electron microscope (SEM),116,-29.5,-26.9,2003-05-22,0,0,0,0,59,0,0,0,0,0,353,0,0,0,0,0,0,0,0,59,0,59,118,0,0,0,0,0,0,0,0,0,177,0,0,0,648,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,353,0,6832,0,59,1060,118,294,59,0,353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294,294,0,0,0,0,0,0,0,0,0,1178,530,471,0,353,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,1355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294,59,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,0,59,0,59,0,0,0,0,0,0,177,0,59,0,0,0,0,648,0,0,0,0,0,1001,0,0,0,0,0,0,0,0,0,0,0,0,412,0,0,59,0,0,0,0,0,0,0,0
Poulton et al. (2017),Scanning electron microscope (SEM),22,-21.6,-25,2003-05-24,0,0,0,0,285,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,1140,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,71,0,0,356,998,0,0,0,0,143,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,143,71,0,0,0,927,499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1711,356,0,0,2495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,0,0,0,0,499,0,71,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,356,0,0,214,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,71,0,0,0,0,0,0,0,143,0,143,0,285,0,0,0,0,428,0,1069,0,214,0,143,0,0,0,0,0,0,855,0,0,0,0,0,0,0,0,0,0,5631,0,356,0,0,1782,0,0,0,0,0,0,0,0
Poulton et al. (2017),Scanning electron microscope (SEM),34,-21.6,-25,2003-05-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,448,0,0,0,0,0,112,0,0,0,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,224,0,0,673,1682,0,336,0,0,224,0,0,0,0,448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,0,0,0,0,1121,897,0,448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1233,561,0,0,3587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,112,0,0,112,0,0,0,0,0,0,561,0,0,0,0,0,0,0,0,0,0,0,0,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,561,0,0,673,0,0,0,0,336,0,112,1457,0,0,785,0,0,448,0,673,0,448,0,0,112,336,0,0,0,0,448,0,0,0,0,0,0,0,0,0,0,10762,0,897,0,0,2130,0,0,0,0,0,0,0,0
Poulton et al. (2017),Scanning electron microscope (SEM),60,-21.6,-25,2003-05-24,0,0,0,0,512,0,0,102,0,0,0,0,0,102,0,0,0,0,0,0,0,0,102,0,0,0,307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,0,0,0,0,0,0,0,512,0,0,0,0,0,102,0,0,0,0,0,205,0,0,0,0,307,1434,0,0,0,0,2357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,102,0,0,717,922,0,410,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,1742,1639,0,0,2971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,205,205,0,0,0,0,0,0,0,0,0,512,0,307,0,0,0,0,0,0,0,0,0,0,205,0,0,0,0,0,0,0,0,0,0,0,0,0,205,0,0,307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,0,102,820,0,0,0,0,205,0,0,717,102,0,102,0,0,615,0,615,0,410,0,102,102,307,0,0,0,0,922,0,0,0,0,0,0,0,0,0,0,6455,0,2254,0,0,1025,0,0,0,0,0,205,0,0
Poulton et al. (2017),Scanning electron microscope (SEM),140,-21.6,-25,2003-05-24,0,0,0,0,336,0,0,0,0,0,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,37,0,0,112,187,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,75,149,0,149,0,0,299,37,410,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,112,0,0,0,0,0,0,0,0,0,149,0,0,0,0,0,0,0,0,0,1866,224,0,0,1530,0,0,0,187,37,0,0,0,0,0,0,0,0,0,0,448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,112,0,187,0,0,0,0,37,0,112,37,75,0,0,0,37,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,373,0,224,0,0,112,0,0,0,0,0,0,0,0
Poulton et al. (2017),Scanning electron microscope (SEM),200,-21.6,-25,2003-05-24,0,0,0,0,32,0,0,0,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,258,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,0,2294,0,0,65,129,258,0,0,1131,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,194,0,0,162,32,0,0,65,65,0,32,0,32,0,0,0,0,0,0,32,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,388,0,0,0,0,0,0,0,0,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,32,32,32,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,0,0,0,0,32,0,32,0,0,0,32,0,32,0,0,65,0,0,0,0,0,0,0,0
Poulton et al. (2017),Scanning electron microscope (SEM),10,-6.5,-25,2003-05-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,0,0,0,177,88,0,0,0,0,0,0,177,0,0,0,0,0,0,0,0,0,0,0,441,0,0,0,0,0,0,0,0,0,0,88,0,706,0,0,0,265,0,88,0,0,88,794,0,0,0,88,0,0,706,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,706,0,88,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6178,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1059,0,0,530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,0,0,0,0,883,177,0,441,0,88,0,2207,0,1412,0,0,530,0,0,1147,0,0,1147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,353,0,1236,0,0,0,0,0,0,0,0,0,0,0
Poulton et al. (2017),Scanning electron microscope (SEM),7,8.5,-30.1,2003-06-01,0,0,0,0,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,0,0,0,0,0,392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,0,0,705,705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,78,0,470,157,0,0,0,78,627,0,157,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1489,313,0,0,4701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,0,0,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313,0,0,0,0,0,0,470,0,0,0,0,627,0,313,0,0,0,78,0,235,0,0,0,0,627,0,0,0,0,0,0,0,0,0,0,784,0,784,0,0,0,0,0,0,0,0,0,0,0
Poulton et al. (2017),Scanning electron microscope (SEM),15,8.5,-30.1,2003-06-01,0,0,0,0,272,0,0,68,0,0,0,0,0,136,136,0,0,0,0,68,0,0,0,0,0,136,612,0,0,0,0,0,0,0,0,0,340,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272,0,68,0,68,0,0,0,0,340,816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,68,0,0,136,0,612,68,0,0,0,1360,476,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1156,816,0,0,3671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,0,0,0,0,0,0,0,272,0,0,0,0,0,0,0,0,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,68,0,0,0,0,0,0,0,340,0,0,680,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,476,0,0,68,0,136,0,0,136,0,204,884,0,0,0,0,0,272,0,0,0,0,0,204,0,340,0,0,0,0,816,0,0,0,0,0,0,0,0,0,0,1292,0,816,0,0,0,0,0,0,0,0,0,0,0
