Latitude,Longitude,Date,Depth,Reference,Acanthoica quattrospina,Algirosphaera robusta,Braarudosphaera bigelowii,Calcidiscus leptoporus,Calciopappus caudatus,Calciopappus rigidus,Calciosolenia brasiliensis,Calciosolenia murrayi,Caneosphaera molischii,Ceratolithus cristatus,Coccolithus pelagicus,Coronosphaera mediterranea,Cyrtosphaera aculeata,Discosphaera tubifera,Emiliana huxleyi,Emiliania huxleyi,Florisphaera profunda,Gephyrocapsa oceanica,Gephyrocapsa ornata,Gladiolithus flabellatus,Helicosphaera carterii,Helicosphaera hyalina,Michaelsarsia elegans,Ophiaster hydroideus,Phaeocystis pouchetii,Pontosphaera syracusana,Rhabdosphaera clavigera,Scyphosphaera apsteinii,Syracosphaera anthos type,Syracosphaera borealis,Syracosphaera prolongata,Syracosphaera prolongata type,Syracosphaera pulchra,Syracosphaera rotula type,Umbilicosphaera hulburtiana,Umbilicosphaera sibogae
24.6837,-21.4077,29-09-1996,90,Sal2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64,0,0.4,0,0,0,0,0,0,0.24,0,0,0,0.24,0,0,0,0,0,0,0,0,0
20.0864,-20.6478,30-09-1996,7,Sal2013,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,18.156,0,6.052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0.08
20.0864,-20.6478,30-09-1996,20,Sal2013,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,24.208,0,6.052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04
20.0864,-20.6478,30-09-1996,40,Sal2013,0,0,0,0,0,0,0.08,0.04,0,0,0,0,0,0,0,12.104,0,3.026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0.2
12.766,-20.5364,02-10-1996,7,Sal2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.766,-20.5364,02-10-1996,20,Sal2013,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0.08,0,15.13,0,1.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0
12.766,-20.5364,02-10-1996,40,Sal2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.286,0,0.12,0,0,0.04,0,0,0,0,3.03,0,0,0,0,0,0,0,0,0,0
9.0621,-22.2774,03-10-1996,7,Sal2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0.88,0,12.104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0
9.0621,-22.2774,03-10-1996,30,Sal2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.1,0,0,0,0,0.32,0,0,0,0,0,0.08,0,0,0,0,0,0,0,1.5,0
9.0621,-22.2774,03-10-1996,50,Sal2013,0,0,0,0,0,0,0.08,0.04,0,0,0,0,0,0,0,57.494,0,0,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.1763,-24.0138,04-10-1996,7,Sal2013,0,0,0,0,0,0,0,0,0,0,0,0,0,1.32,0,3,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0
5.1763,-24.0138,04-10-1996,40,Sal2013,0,0,0,0,0,0,0.24,0,0,0,0,0,0,0.32,0,9.08,0,0,0,0,0,0,0,0,0,0,0.48,0,0,0,0,0,0,0,0.24,0
5.1763,-24.0138,04-10-1996,70,Sal2013,0,0,0,0,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.08
1.3067,-25.7758,05-10-1996,7,Sal2013,0,0,0,0,0,0,0.32,0,0,0,0,0,0,0.36,0,9.078,0,0,0,0,0.04,0,0,0,0,0,1.12,0,0,0,0,0,0,0,0.28,0
1.3067,-25.7758,05-10-1996,40,Sal2013,0,0,0,0,0,0,0.32,0,0,0,0,0,0,0.8,0,6.06,0,0,0,0,0.08,0,0,0,0,0,1.52,0,0,0,0,0,0,0,0.2,0
1.3067,-25.7758,05-10-1996,50,Sal2013,0,0,0,0,0,0,2,0.04,0,0,0,0,0,0.48,0,27.234,0,0,0,0,0,0,0.12,0,0,0,0.32,0,0.04,0,0,0,0,0,0.2,0
1.3067,-25.7758,05-10-1996,70,Sal2013,0,0,0,0,0,0,0.88,0,0,0,0,0,0,0.24,0,36.312,0,0.08,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0.76,0
1.3067,-25.7758,05-10-1996,80,Sal2013,0,0,0,0,0,0,0.24,0.08,0,0,0,0,0,0.04,0,157.352,0,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.08
1.3067,-25.7758,05-10-1996,100,Sal2013,0,0,0,0,0,0,0.08,0.04,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0
-2.3717,-27.4529,06-10-1996,7,Sal2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0,21.182,0,0,0,0,0.04,0,0,0,0,0,0.16,0,0,0,0,0,0,0,0.04,0.04
-2.3717,-27.4529,06-10-1996,40,Sal2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.182,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04
-2.3717,-27.4529,06-10-1996,85,Sal2013,0,0,0,0,0,0,0.16,0.08,0,0,0,0,0,0,0,63.546,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0
-6.4773,-29.2694,07-10-1996,7,Sal2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,0,12.104,0,0,0,0,0,0,0,0,0,0,0.32,0,0,0,0,0,0,0,0.04,0.04
-6.4773,-29.2694,07-10-1996,50,Sal2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0,0,0,0,0,0.02,0,0,0,0,0,0.08,0.02,0,0,0,0,0,0,1.5,0
-6.4773,-29.2694,07-10-1996,110,Sal2013,0,0,0,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0.16,0,0,0,0,0,4.539,0
-10.7686,-31.2473,08-10-1996,7,Sal2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,0,3,0,0,0,0,0,0,0,0,0,0,0.24,0,0,0,0,0,0,0,1.5,0
-10.7686,-31.2473,08-10-1996,75,Sal2013,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0.24,0,6.06,0,0,0,0,0,0,0,0,0,0,0.16,0,0,0,0,0,0,0,3.03,1.5
-10.7686,-31.2473,08-10-1996,130,Sal2013,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0.04,0,3.026,0,0,0,0,0,0,0
-14.8892,-33.1213,09-10-1996,7,Sal2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0
-14.8892,-33.1213,09-10-1996,60,Sal2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,6.06,0,0,0,0,0,0,0,0,0,0,0.16,0,0,0,0,0,0,0,3.03,0
-14.8892,-33.1213,09-10-1996,140,Sal2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-18.8563,-35.0487,10-10-1996,7,Sal2013,0,0,0,0,0,0,0,0,0,0,0,0,0,1.16,0,3.02,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0.75,0
-18.8563,-35.0487,10-10-1996,50,Sal2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,3.02,0,0,0,0,0,0,0,0,0,0,0.08,0.02,0.04,0,0,0,0,0,3.03,0
-18.8563,-35.0487,10-10-1996,75,Sal2013,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0.24,0,12.104,0,3.026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-18.8563,-35.0487,10-10-1996,100,Sal2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,3.02,0,0,0,0,0,0,0.04,0,0,0,0.16,0,0,0,0,0,0,0,0,0.04
-18.8563,-35.0487,10-10-1996,125,Sal2013,0,0,0,0,0,0,0.24,0.04,0,0,0,0,0,0,0,18.156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.08
-18.8563,-35.0487,10-10-1996,140,Sal2013,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,3.02,0,0,0,0,0,0,0.08,0,0,0.04,0,0,0,0,0,0,0,0,0,0
-22.9106,-36.962,11-10-1996,7,Sal2013,0,0,0,0,0,0,0,0,0,0,0,0,0,1.24,0,9.078,0,0.08,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0
-22.9106,-36.962,11-10-1996,60,Sal2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,15.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-22.9106,-36.962,11-10-1996,100,Sal2013,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0.18,0,15.13,0,0,0,0,0,0,0.3,0,0,0.02,0,0,0,0,0,0,0,0,0.06,0.06
-26.6159,-39.5997,12-10-1996,7,Sal2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,18.156,0,1.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-26.6159,-39.5997,12-10-1996,95,Sal2013,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,33.286,0,0.04,0,0.04,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0
-29.8601,-42.9168,13-10-1996,7,Sal2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,12.104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-29.8601,-42.9168,13-10-1996,50,Sal2013,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0.36,0,15.13,0,0,0,0,0,0,0,0,0,0,0.16,0,0,0,0,0,0,0,0,0.08
-29.8601,-42.9168,13-10-1996,90,Sal2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-32.791,-46.1171,14-10-1996,7,Sal2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0,21.182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-32.791,-46.1171,14-10-1996,40,Sal2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,39.338,0,0.04,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0
-32.791,-46.1171,14-10-1996,60,Sal2013,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,99.858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0
-35.716,-49.6219,15-10-1996,7,Sal2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,178.534,0,2.12,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0.04,0
-35.716,-49.6219,15-10-1996,30,Sal2013,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0.28,0,211.82,0,3.12,0,0,0.08,0,0,0,0,0.04,0,0,0.08,0,0,0,0,0,0,0.08
-35.716,-49.6219,15-10-1996,50,Sal2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.442,0,0.96,0,0,0,0,0,0,0,0.04,0,0,0.04,0,0,0,0,0,0.04,0.08
-37.8131,-52.1891,16-10-1996,7,Sal2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,21.182,0,0.32,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-37.8131,-52.1891,16-10-1996,40,Sal2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,21.182,0,0.88,0,0,0.08,0,0,0,0,0,0,0,0.06,0,0,0,0,0,1.51,0
-37.8131,-52.1891,16-10-1996,60,Sal2013,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0.32,0,63.546,0,3.04,0,0,0.04,0,0,0,0,0,0,0,0.16,0,0,0,0,0,0.04,0
-43.5687,-55,23-10-1996,7,Sal2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323.782,0,1.64,0,0,0.08,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0
-43.5687,-55,23-10-1996,30,Sal2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199.716,0,0.64,0,0,0.16,0,0,0,0,0,0,0,0.08,0,0,0,0,0,1.51,0
-43.5687,-55,23-10-1996,50,Sal2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.319,0,0.26,0,0,0.02,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0
-48.0038,-55.8721,24-10-1996,7,Sal2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-48.0038,-55.8721,24-10-1996,40,Sal2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-48.0038,-55.8721,24-10-1996,80,Sal2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-51.9314,-57.8948,25-10-1996,7,Sal2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-51.9314,-57.8948,25-10-1996,20,Sal2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-51.9314,-57.8948,25-10-1996,40,Sal2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-50.9916,-57.2881,21-04-1997,7,Sal2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-50.9916,-57.2881,21-04-1997,80,Sal2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-47.6209,-55.9421,22-04-1997,7,Sal2013,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,102.884,0,0,0,0,0.02,0,0,0,0,0,0,0,4.539,0,0,0,0,0,0,0
-47.6209,-55.9421,22-04-1997,50,Sal2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.929,0,0.5,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0
-43.4812,-54.4026,23-04-1997,7,Sal2013,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,128.605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-43.4812,-54.4026,23-04-1997,50,Sal2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.286,0,0.04,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0
-35.6517,-49.8181,30-04-1997,7,Sal2013,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0.22,0,49.929,0,0.64,0,0,0.02,0,0,0,0,0,0.08,0,0.02,0,0,0.06,0,0,0,0.14
-35.6517,-49.8181,30-04-1997,20,Sal2013,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0.08,0,63.546,0,0.74,0,0,0,0,0.02,0,0,0,0.04,0.02,1.51,0,0,0.02,0,0,0,0.18
-32.608,-46.1945,01-05-1997,7,Sal2013,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0.82,0,15.13,0,0.75,0,0,0.04,0,0,0,0,0,0.48,0.02,0,0,0,0,0,0,0,0.04
-32.608,-46.1945,01-05-1997,50,Sal2013,0,0,0,0,0,0,0.08,0,0,0,0,0.02,0,0.46,0,15.12,0,0.04,0,0,0.04,0,0,0,0,0,0.48,0,0,0,0,0,0,0,0,0.02
-29.3281,-42.6499,02-05-1997,7,Sal2013,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0.16,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0
-29.3281,-42.6499,02-05-1997,80,Sal2013,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0,0,0,0,0,0,0,0,0
-26.1029,-39.1871,03-05-1997,7,Sal2013,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0.92,0,7.565,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-26.1029,-39.1871,03-05-1997,80,Sal2013,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0.24,0,1.5,0,0,0,0,0,0,0,0,0,0,0.24,0,0,0,0,0,0,0,0.02,0
-22.1545,-36.6299,04-05-1997,7,Sal2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,3.02,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0
-22.1545,-36.6299,04-05-1997,110,Sal2013,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,7.565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-18.2723,-34.7646,05-05-1997,7,Sal2013,0,0,0,0,0,0,0,0,0,0,0,0.06,0,1.04,0,0,0,0.04,0,0,0,0,0,0,0,0,0.16,0,0,0,0,0,0,0,0.75,0
-18.2723,-34.7646,05-05-1997,40,Sal2013,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0.86,0,1.5,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0.1,0
-14.1082,-32.855,06-05-1997,7,Sal2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0,1.5,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0.06,0
-14.1082,-32.855,06-05-1997,130,Sal2013,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0.2,0,3.02,0,0.06,0,0,0,0,0,0,0,0.02,0.12,0,0,0,0,0,0,0,0.5,0
-10.0303,-30.9468,07-05-1997,7,Sal2013,0,0,0,0,0,0,0,0,0,0.0466666666666667,0,0,0,0.32,0,3.02,0,0,0,0,0.02,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0.12,0
-10.0303,-30.9468,07-05-1997,120,Sal2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-5.9151,-29.1212,08-05-1997,7,Sal2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0
-5.9151,-29.1212,08-05-1997,110,Sal2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34,0,4.539,0,0,0,0,0,0,0,0,0,0,0.44,0,0,0,0,0,0,0,0.12,0.06
-2.0159,-27.3388,09-05-1997,7,Sal2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-2.0159,-27.3388,09-05-1997,70,Sal2013,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,4.539,0,0.02,0,0,0.04,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0
1.8985,-25.6283,10-05-1997,7,Sal2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0.04,0,0.06,0,0,0,0,0,0,0,0,0.16,0,0,0,0,0,0,0,0.14,0.04
1.8985,-25.6283,10-05-1997,72,Sal2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.13,0,0,0,0.02,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0.02,0
6.0823,-23.6346,11-05-1997,7,Sal2013,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0.62,0,16.643,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0.04,0
6.0823,-23.6346,11-05-1997,40,Sal2013,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,7.565,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.7395,-21.0911,12-05-1997,7,Sal2013,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0.08,0,9.078,0,0.04,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0.02
11.7395,-21.0911,12-05-1997,60,Sal2013,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0.6,0,6.052,0,0.14,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0
13.7987,-21.0081,13-05-1997,7,Sal2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.338,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13.7987,-21.0081,13-05-1997,30,Sal2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.38,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0
17.7888,-21.2207,14-05-1997,7,Sal2013,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38,0,39.338,0,0.18,0,0,0.04,0,0,0,0,0,0.4,0,0,0,0,0.04,0,0,0.08,0.24
17.7888,-21.2207,14-05-1997,60,Sal2013,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,27.234,0,0,0,0,0.06,0,0,0,0,0,0.04,0.06,0.02,0,0,0.02,0,0,0.02,0
24.1693,-21.7094,15-05-1997,7,Sal2013,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,16.643,0,0.28,0,0,0.04,0,0,0,0,0,0.08,0,0,0,0,0.1,0,0,0.1,0
24.1693,-21.7094,15-05-1997,40,Sal2013,0,0,0,0,0,0,0.32,0,0,0,0,0,0,0.1,0,57.3534,0,0.4,0,0,0,0,0,0,0,0,0.28,0,0,0,0,0,0,0,0.16,0
27.958,-21.9679,16-05-1997,7,Sal2013,0,0,0,0,0,0,0,0,0,0,0,0,0,3.82,0,3.02,0,0.16,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0.1,0
27.958,-21.9679,16-05-1997,80,Sal2013,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0.48,0,7.565,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0
31.8029,-21.5604,17-05-1997,7,Sal2013,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0.42,0,1.5,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31.8029,-21.5604,17-05-1997,,Sal2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.6108,-21.1,18-05-1997,7,Sal2013,0,0,0,0,0,0,0,0,0,0,0,0,0,1.14,0,6.052,0,0.24,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0.75,0.02
34.6108,-21.1,18-05-1997,90,Sal2013,0,0,0,0,0,0,0.56,0.04,0,0,0,0,0,0.08,0,39.338,0,0.96,0,0,0.02,0,0,0,0,0,0.16,0,0,0,0,0,0,0,0.08,0.02
37.8122,-20.1685,19-05-1997,7,Sal2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37.8122,-20.1685,19-05-1997,80,Sal2013,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,10.591,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39.8675,-20.0076,20-05-1997,7,Sal2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39.8675,-20.0076,20-05-1997,50,Sal2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43.967,-19.9718,21-05-1997,7,Sal2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43.967,-19.9718,21-05-1997,25,Sal2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47.0055,-20.0048,22-05-1997,,Sal2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47.0055,-20.0048,22-05-1997,15,Sal2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,777.682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48.0569,-13.9729,23-05-1997,7,Sal2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249.645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48.0569,-13.9729,23-05-1997,20,Sal2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,411.536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47.9838,-13.2051,18-09-1997,2,Sal2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.799,0,0,0,0,0,0,0,0,0,0,0.04,0.01,0,0,0,0,0,0,0,0
47.9838,-13.2051,18-09-1997,40,Sal2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.085,0,0,0,0,0.01,0,0.04,0,0,0.01,0.02,0,0,0,0,0,0,0,0,0
47.1706,-18.4766,19-09-1997,2,Sal2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.955,0,0,0,0,0.025,0,0,0,0,0,0.04,0.005,0,0,0,0,0,0,0,0
47.1706,-18.4766,19-09-1997,50,Sal2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.799,0,0,0,0,0.07,0,0,0,0,0.01,0.06,0,0.01,0,0,0,0,0,0,0
42.8441,-19.9591,20-09-1997,2,Sal2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.111,0,0,0,0,0.05,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0
42.8441,-19.9591,20-09-1997,40,Sal2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0,13.617,0,0,0,0,0.13,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0.01
38.7164,-20.0117,21-09-1997,2,Sal2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38.7164,-20.0117,21-09-1997,80,Sal2013,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,16.643,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0.01
35.4451,-19.5234,22-09-1997,2,Sal2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,4.539,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0
35.4451,-19.5234,22-09-1997,85,Sal2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,13.617,0,0,0,0,0,0,0.03,0,0,0,0.04,0,0.03,0,0,0,0,0,0.02,0
