Reference,Date,Latitude,Longitude,Station,Depth,Acanthoica quattrospina,Algirosphaera robusta,Braarudosphaera bigelowii,Calcidiscus leptoporus,Calciosolenia brasiliensis,Calciosolenia murrayi,Calciopappus rigidus ,Ceratolithus cristatus,Discosphaera tubifera,Helicosphaera carteri,Helicosphaera sp.1suave,Michaelsarsia adriaticus (Halolappus),Michaelsarsia elegans,Oolithotus spp.,Ophiaster hydroideus,Palusphaera spp.,Papposphaera sp.,Poricalyptra aurisinae,Pontosphaera syracusana,Reticulofenestra sessilis(sobre Thalassiosira),Rhabdosphaera clavigera,Scisphosphaera apsteinii,Syracosphaera pulchra HET,S. pulchra HOL,Syracosphaera pirus,Syracosphaera prolongata,Syracosphaera sp.(petita rodona),Syracosphaera spp.,Umbellosphaera irregularis,Umbilicosphaera anulus ,Umbilicosphaera sibogae,Coco sp1(med-large oval coccolths) Simil Coronosphaera,Coco sp2 (mediana cocos transparentes),Coco sp4 (dark 11-15um),Coco sp5 (reticulate16um),Coco sp6 (dark bipolar 14um),Coco sp8 (possible Gladiolithus),Coco sp9 (oval coccoliths 36um),Coco sp10 (25um SF),Coco sp11 (12-18um SF) simil Hayaster,Coco sp12 (bipolar HOL SF),Coco sp13 (elongated 19x6um SF),Coco sp15 (13x8um bipolar SF),Coco sp16 SF pointed,Coco sp17 SF tail (oval coccoliths),Coco sp18 SF triang,Coco sp19 SF Clear central area,Unidentified coccolithophores large,Unidentified coccolithophores small <10um
Estrada2016,08-06-2011,5.5469,-84.4768,126,24,0,0,,20,160,0,10,0,0,0,,0,0,0,40,0,0,,0,0,0,0,10,0,0,0,0,10,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,60,5343
Estrada2016,08-06-2011,5.5469,-84.4768,126,45,0,0,,10,0,0,0,0,0,0,,0,0,0,10,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,548
Estrada2016,20-06-2011,12.2176,-74.0235,127,3,0,0,,0,10,10,0,0,30,0,,0,0,0,0,0,0,,0,0,0,0,20,0,0,0,0,0,1370,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,,200,4110
Estrada2016,20-06-2011,12.2176,-74.0235,127,24,0,0,,0,10,0,0,20,40,10,,0,0,0,0,0,0,,0,0,0,0,10,10,0,0,0,0,1507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,40,7672
Estrada2016,20-06-2011,12.2176,-74.0235,127,70,0,20,,0,100,20,10,0,0,20,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,10,30,0,0,0,10,10,0,0,0,0,0,0,0,0,0,,50,11645
Estrada2016,21-06-2011,14.0948,-71.404,128,3,0,0,,0,20,0,0,0,270,0,,0,0,0,0,0,0,,0,0,30,0,20,10,0,0,0,0,1096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,210,4384
Estrada2016,21-06-2011,14.0948,-71.404,128,34,0,0,,0,0,0,0,0,170,0,,0,0,0,0,0,0,,0,0,40,0,10,10,0,0,10,0,1370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,150,3836
Estrada2016,21-06-2011,14.0948,-71.404,128,105,0,1233,,0,20,10,0,0,0,0,,0,0,0,50,0,0,,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,,70,9316
Estrada2016,22-06-2011,15.0411,-69.1772,129,3,0,0,,0,0,0,0,0,220,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,685,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,,130,5069
Estrada2016,22-06-2011,15.0411,-69.1772,129,31,0,0,,0,20,0,0,0,160,0,,0,0,0,0,0,0,,0,0,0,0,30,10,0,0,0,0,1096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,20,3973
Estrada2016,22-06-2011,15.0411,-69.1772,129,95,0,548,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,30,150,7672
Estrada2016,23-06-2011,15.315,-67.0086,130,3,0,0,0,0,0,50,0,0,420,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,4932
Estrada2016,23-06-2011,15.315,-67.0086,130,28,0,0,0,0,0,40,0,0,470,20,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,411,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,7398
Estrada2016,23-06-2011,15.315,-67.0086,130,75,10,685,0,0,10,30,0,0,0,10,0,1096,10,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,30,0,0,0,0,10,0,0,0,0,0,0,0,20,0,4110,100,15892
Estrada2016,25-06-2011,17.2563,-59.4966,131,3,0,0,0,0,0,0,0,0,290,10,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,5343
Estrada2016,25-06-2011,17.2563,-59.4966,131,37,0,0,0,0,0,0,0,0,120,20,0,0,0,0,0,0,0,0,0,0,0,0,40,10,0,10,0,10,411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,4795
Estrada2016,25-06-2011,17.2563,-59.4966,131,90,10,60,0,0,10,80,0,0,0,10,0,40,20,0,20,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,30,160,6165
Estrada2016,26-06-2011,18.0384,-57.482,132,3,0,0,0,0,0,0,0,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,685
Estrada2016,26-06-2011,18.0384,-57.482,132,43,0,0,0,40,0,0,0,0,40,10,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,50,685,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380,5343
Estrada2016,26-06-2011,18.0384,-57.482,132,160,0,40,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1644,50,2877
Estrada2016,27-06-2011,18.5977,-55.0901,133,3,0,0,,20,0,0,0,0,190,0,,0,0,0,0,0,0,,0,0,40,0,20,30,0,0,0,0,1233,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,4384
Estrada2016,27-06-2011,18.5977,-55.0901,133,43,0,0,,0,0,0,0,0,10,0,,0,0,0,0,0,0,,0,0,0,0,20,50,0,0,0,10,822,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370,6302
Estrada2016,27-06-2011,18.5977,-55.0901,133,140,0,130,,0,50,0,0,0,0,20,,0,10,0,0,0,0,,0,0,0,0,0,0,0,0,0,10,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,959,90,7946
Estrada2016,28-06-2011,19.5938,-52.3819,134,3,10,0,,20,30,0,0,0,410,0,,0,0,0,0,0,0,,0,0,10,0,30,30,0,0,10,0,822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380,3699
Estrada2016,28-06-2011,19.5938,-52.3819,134,57,0,0,,10,10,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,10,10,60,0,0,0,0,959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,520,6165
Estrada2016,28-06-2011,19.5938,-52.3819,134,130,0,1781,,0,70,20,0,0,0,10,10,0,30,0,10,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,10,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,3425
Estrada2016,29-06-2011,20.4823,-50.0859,135,3,0,0,0,50,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,20,0,60,0,0,0,0,10,411,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,490,2603
Estrada2016,29-06-2011,20.4823,-50.0859,135,43,0,0,0,20,0,0,0,0,80,20,0,0,0,0,0,0,0,0,0,0,30,0,40,10,0,0,10,40,822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,460,4658
Estrada2016,29-06-2011,20.4823,-50.0859,135,130,0,50,0,0,0,0,0,0,10,30,0,0,30,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,320,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2055,270,3836
Estrada2016,30-06-2011,21.4413,-47.4726,136,3,0,0,0,60,10,0,0,0,270,10,0,0,0,0,0,0,0,0,0,0,20,0,40,0,0,0,0,30,548,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,4521
Estrada2016,30-06-2011,21.4413,-47.4726,136,45,0,0,0,20,0,0,0,0,30,30,0,0,0,0,10,0,0,0,0,0,10,0,30,0,0,0,0,30,411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,460,8494
Estrada2016,30-06-2011,21.4413,-47.4726,136,120,0,60,0,0,150,0,0,0,0,0,0,0,0,0,1096,0,0,0,0,0,0,0,10,0,0,0,0,0,0,110,0,40,0,0,0,0,0,0,0,10,0,0,0,0,10,0,822,110,5480
Estrada2016,01-07-2011,22.5175,-44.3168,137,3,10,0,0,10,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,10,0,30,10,0,0,0,20,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,3288
Estrada2016,01-07-2011,22.5175,-44.3168,137,43,0,0,0,20,0,0,0,0,40,30,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,10,40,20,10,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,340,5206
Estrada2016,01-07-2011,22.5175,-44.3168,137,150,0,60,0,10,60,0,0,0,0,10,0,0,10,0,10,0,0,0,0,0,0,0,10,0,0,0,0,10,0,60,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,685,160,2329
Estrada2016,02-07-2011,23.4411,-41.5411,138,3,0,0,0,10,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,50,10,0,0,10,20,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,2055
Estrada2016,02-07-2011,23.4411,-41.5411,138,49,0,0,0,30,0,0,0,0,40,20,0,0,0,0,0,0,0,0,0,0,0,0,90,150,0,0,40,80,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,700,5343
Estrada2016,02-07-2011,23.4411,-41.5411,138,130,0,50,0,10,10,0,0,0,10,20,0,0,0,0,274,0,0,0,0,0,0,0,10,0,0,0,0,0,0,730,20,10,0,0,0,0,0,0,0,30,0,0,0,0,0,0,548,120,2192
Estrada2016,03-07-2011,24.5067,-38.4261,139,3,0,0,0,30,0,0,0,0,320,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,30,10,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590,3836
Estrada2016,03-07-2011,24.5067,-38.4261,139,47,0,20,0,0,10,0,0,0,40,30,0,0,0,0,0,0,0,0,0,0,20,0,10,150,0,0,0,30,10,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,50,840,7946
Estrada2016,03-07-2011,24.5067,-38.4261,139,160,0,0,0,0,90,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,10,0,20,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274,60,1918
Estrada2016,04-07-2011,26.0661,-35.1545,140,3,0,0,0,0,0,0,0,10,140,0,0,0,0,0,0,0,0,0,0,0,0,0,80,30,0,0,0,50,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,390,4247
Estrada2016,04-07-2011,26.0661,-35.1545,140,55,0,0,0,10,0,0,0,10,10,10,0,0,0,0,0,0,0,0,0,0,10,0,30,110,0,0,0,60,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,20,930,9316
Estrada2016,04-07-2011,26.0661,-35.1545,140,150,0,480,0,0,40,30,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,20,0,0,70,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,270,1370
Estrada2016,05-07-2011,26.5466,-32.5019,141,3,0,0,0,20,0,0,0,0,490,10,0,0,0,0,0,0,0,0,0,0,0,0,50,30,0,0,0,40,0,0,0,10,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,440,4384
Estrada2016,05-07-2011,26.5466,-32.5019,141,50,0,0,0,10,0,0,0,0,370,0,0,0,0,0,0,0,0,0,0,0,10,0,50,30,0,0,0,10,0,0,0,10,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,490,4110
Estrada2016,05-07-2011,26.5466,-32.5019,141,150,0,0,0,0,30,0,0,0,360,0,0,0,30,0,0,0,0,0,0,0,30,0,30,20,0,0,0,30,0,0,20,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,10,350,3151
Estrada2016,06-07-2011,27.5801,-29.3913,142,3,0,0,0,0,0,0,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,60,90,0,0,20,60,0,0,0,10,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,770,4658
Estrada2016,06-07-2011,27.5801,-29.3913,142,53,20,0,0,10,50,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,10,90,0,0,0,20,10,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,250,4795
Estrada2016,06-07-2011,27.5801,-29.3913,142,140,0,260,0,0,40,0,0,0,0,30,0,10,0,30,10,0,0,0,0,0,0,10,10,0,0,0,0,0,0,150,20,0,0,40,0,0,0,0,0,10,0,0,0,0,0,0,822,270,3973
Estrada2016,07-07-2011,28.5247,-26.5704,143,3,0,0,,30,0,0,0,0,420,10,,0,0,0,0,0,0,,0,0,30,0,30,310,0,0,0,0,60,0,10,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,840,7261
Estrada2016,07-07-2011,28.5247,-26.5704,143,30,10,0,,50,0,0,0,0,560,30,,0,0,0,0,0,0,,0,0,60,0,40,220,0,20,0,0,10,0,0,20,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,980,8768
Estrada2016,07-07-2011,28.5247,-26.5704,143,95,0,20,,0,20,0,0,0,30,0,,0,0,0,60,0,0,,0,0,0,0,30,0,0,0,0,0,0,10,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,411,140,5891
Estrada2016,08-07-2011,29.5801,-23.4114,144,3,0,0,0,70,0,0,0,0,280,30,0,0,0,0,0,0,0,0,0,0,10,0,10,150,0,0,0,10,40,0,0,10,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,570,4110
Estrada2016,08-07-2011,29.5801,-23.4114,144,40,0,0,0,40,0,0,0,0,240,40,0,0,10,0,0,0,0,0,0,0,10,0,20,180,0,0,0,0,0,0,0,10,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,450,5206
Estrada2016,08-07-2011,29.5801,-23.4114,144,100,0,170,0,70,10,180,0,0,10,80,0,10,10,170,140,0,0,0,0,0,0,10,10,0,0,0,0,10,10,40,20,0,0,0,130,0,0,0,0,10,0,0,0,0,0,0,137,410,6028
Estrada2016,09-07-2011,30.5796,-20.3899,145,3,10,0,0,120,0,0,0,0,660,40,0,0,0,0,0,0,0,0,0,0,0,0,20,90,0,0,0,20,40,0,0,20,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,340,2740
Estrada2016,09-07-2011,30.5796,-20.3899,145,36,0,0,0,90,0,0,0,0,780,20,0,0,0,10,0,0,0,0,0,0,10,10,20,110,0,0,0,10,20,0,0,50,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,310,5343
Estrada2016,09-07-2011,30.5796,-20.3899,145,95,0,70,0,50,0,110,0,0,10,80,0,0,30,330,100,0,0,0,0,0,0,10,0,0,10,0,0,0,0,30,60,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,360,6713
Estrada2016,10-07-2011,32.0473,-17.1596,146,3,0,0,0,20,0,0,0,0,420,0,0,0,0,0,0,0,0,0,0,0,10,0,0,30,0,0,10,0,20,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,440,3562
Estrada2016,10-07-2011,32.0473,-17.1596,146,34,20,0,0,70,0,0,0,0,580,10,0,0,0,0,0,0,0,0,0,0,0,0,20,170,0,0,0,10,20,0,0,20,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,360,4521
Estrada2016,10-07-2011,32.0473,-17.1596,146,110,10,100,0,40,0,0,0,0,40,20,0,0,0,70,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,290,3973
Estrada2016,11-07-2011,32.5486,-14.367,147,3,0,0,0,350,0,0,0,0,90,20,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,3562
Estrada2016,11-07-2011,32.5486,-14.367,147,28,0,0,0,460,0,0,0,0,130,20,0,0,0,0,0,0,0,0,0,0,0,10,20,80,0,0,0,0,10,0,10,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,230,3014
Estrada2016,11-07-2011,32.5486,-14.367,147,90,0,10,0,10,0,20,0,0,40,20,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,3562
