Reference,Date,Latitude,Longitude,Station,Depth,Acanthoica quattrospina,Algirosphaera robusta,Braarudosphaera bigelowii,Calcidiscus leptoporus,Calciosolenia brasiliensis,Calciosolenia murrayi,Calciopappus rigidus ,Ceratolithus cristatus,Discosphaera tubifera,Helicosphaera carteri,Helicosphaera sp.1suave,Michaelsarsia adriaticus (Halolappus),Michaelsarsia elegans,Oolithotus spp.,Ophiaster hydroideus,Palusphaera spp.,Papposphaera sp.,Poricalyptra aurisinae,Pontosphaera syracusana,Reticulofenestra sessilis(sobre Thalassiosira),Rhabdosphaera clavigera,Scisphosphaera apsteinii,Syracosphaera pulchra HET,S. pulchra HOL,Syracosphaera pirus,Syracosphaera prolongata,Syracosphaera sp.(petita rodona),Syracosphaera spp.,Umbellosphaera irregularis,Umbilicosphaera anulus ,Umbilicosphaera sibogae,Coco sp1(med-large oval coccolths) Simil Coronosphaera,Coco sp2 (mediana cocos transparentes),Coco sp4 (dark 11-15um),Coco sp5 (reticulate16um),Coco sp6 (dark bipolar 14um),Coco sp8 (possible Gladiolithus),Coco sp9 (oval coccoliths 36um),Coco sp10 (25um SF),Coco sp11 (12-18um SF) simil Hayaster,Coco sp12 (bipolar HOL SF),Coco sp13 (elongated 19x6um SF),Coco sp15 (13x8um bipolar SF),Coco sp16 SF pointed,Coco sp17 SF tail (oval coccoliths),Coco sp18 SF triang,Coco sp19 SF Clear central area,Unidentified coccolithophores large,Unidentified coccolithophores small <10um
Estrada2016,19-04-2011,-25.2939,-179.3142,82,51,20,,,,30,10,10,0,210,10,,0,0,0,0,0,0,,0,,10,20,20,10,0,0,0,0,548,0,0,0,0,0,0,,,,,,,,,,,,,60,4110
Estrada2016,19-04-2011,-25.2939,-179.3142,82,107,0,,,,220,20,20,0,0,0,,10,0,0,270,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,,,,,,,,,,,,,90,959
Estrada2016,20-04-2011,-23.2263,-178.1265,83,3,20,,,,20,0,0,0,130,10,,0,0,0,0,0,0,,0,,0,0,40,0,0,0,0,0,959,0,0,0,0,0,20,,,,,,,,,,,,,60,1644
Estrada2016,20-04-2011,-23.2263,-178.1265,83,37,10,,,,20,0,0,0,170,0,,0,0,0,0,10,0,,0,,0,0,20,0,0,0,0,0,548,0,0,0,0,0,0,,,,,,,,,,,,,90,1096
Estrada2016,20-04-2011,-23.2263,-178.1265,83,110,0,,,,20,80,0,0,0,10,,20,10,0,30,0,0,,0,,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,,,,,,,,,,,,,190,2192
Estrada2016,21-04-2011,-20.3966,-176.5518,84,3,0,,,,10,0,0,0,150,10,,0,0,0,0,0,0,,0,,0,0,20,0,0,30,0,0,1918,0,0,0,0,0,0,,,,,,,,,,,,,100,2466
Estrada2016,21-04-2011,-20.3966,-176.5518,84,41,10,,,,0,0,0,0,210,10,,0,0,0,0,0,0,,0,,0,0,20,0,0,10,0,0,2740,0,0,0,0,0,10,,,,,,,,,,,,,90,2192
Estrada2016,21-04-2011,-20.3966,-176.5518,84,90,0,,,,50,50,0,0,0,0,,90,0,0,40,0,0,,0,,10,0,0,0,0,0,0,0,30,0,0,0,0,0,0,,,,,,,,,,,,,50,1370
Estrada2016,22-04-2011,-18.3365,-175.494,85,3,10,,,,10,0,0,0,360,0,,0,0,0,0,0,0,,0,,0,0,60,0,0,0,0,0,2466,0,0,0,0,0,0,,,,,,,,,,,,,180,3973
Estrada2016,22-04-2011,-18.3365,-175.494,85,35,0,,,,10,0,0,0,170,0,,0,0,0,0,0,0,,0,,0,0,20,0,0,0,0,0,1781,0,20,0,0,0,20,,,,,,,,,,,,,90,3014
Estrada2016,22-04-2011,-18.3365,-175.494,85,95,0,,,,10,60,0,0,0,0,,10,20,0,190,0,0,,0,,0,0,0,0,0,0,0,0,100,0,40,0,0,0,0,,,,,,,,,,,,,100,2055
Estrada2016,23-04-2011,-15.5418,-174.2921,86,3,10,10,,,0,0,0,0,130,0,,0,0,0,0,0,0,,0,,0,0,30,0,0,10,0,0,1096,0,0,0,0,0,10,30,,,,,,,,,,,,100,1644
Estrada2016,23-04-2011,-15.5418,-174.2921,86,30,0,10,,,0,0,0,0,170,0,,0,0,0,0,0,0,,0,,0,0,40,0,0,10,0,0,1507,0,0,30,0,0,0,40,,,,,,,,,,,,130,1507
Estrada2016,23-04-2011,-15.5418,-174.2921,86,105,0,70,,,20,10,0,0,0,0,,0,0,0,90,0,0,,0,,0,0,0,0,0,0,0,0,20,0,0,0,10,0,0,10,,,,,,,,,,,,140,6439
Estrada2016,24-04-2011,-13.3187,-173.2231,87,3,0,0,,,10,30,0,0,120,0,,0,0,0,0,0,0,,0,,0,0,0,0,0,10,0,0,250,0,170,10,0,0,0,40,,,,,,,,,,,,160,1781
Estrada2016,24-04-2011,-13.3187,-173.2231,87,35,0,0,,,20,80,0,0,100,0,,10,0,0,0,0,0,,0,,0,0,0,0,0,10,0,0,440,0,140,0,0,0,0,70,,,,,,,,,,,,150,3151
Estrada2016,24-04-2011,-13.3187,-173.2231,87,113,10,50,,,60,120,0,0,10,10,,685,10,0,3699,0,0,,0,,0,0,0,0,0,0,0,0,30,0,50,0,0,0,0,0,,,,,,,,,,,,300,3699
Estrada2016,25-04-2011,-11.1452,-172.3778,88,3,10,0,,,0,0,0,0,180,0,,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,2603,0,310,0,0,0,0,20,,,,,,,,,,,,90,2192
Estrada2016,25-04-2011,-11.1452,-172.3778,88,51,0,0,,,10,0,0,0,150,0,,0,0,0,0,0,0,,0,,10,0,20,10,0,10,0,0,3699,0,570,0,0,0,0,60,,,,,,,,,,,,120,1781
Estrada2016,25-04-2011,-11.1452,-172.3778,88,115,0,20,,,0,0,0,0,0,0,,0,0,0,2329,0,0,,0,,0,0,10,0,0,10,0,0,90,0,30,0,0,0,0,0,,,,,,,,,,,,60,6439
Estrada2016,26-04-2011,-9.2845,-172.1788,89,3,0,0,,0,0,0,0,0,20,0,,0,0,0,0,0,0,,0,0,0,0,20,0,0,0,0,0,1370,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,20,3836
Estrada2016,26-04-2011,-9.2845,-172.1788,89,42,20,0,,10,0,0,0,0,20,0,,0,0,0,0,0,0,,0,0,0,0,30,0,0,0,0,10,2055,0,450,0,10,0,0,0,0,0,0,0,0,0,0,0,,,,80,1507
Estrada2016,26-04-2011,-9.2845,-172.1788,89,109,0,0,,,0,0,0,0,0,10,,0,0,10,411,0,0,,0,0,0,0,30,0,0,0,0,0,10,0,0,10,0,0,10,0,,,,,,,,,,,,120,9864
Estrada2016,27-04-2011,-7.0363,-171.2343,90,3,10,0,,40,0,0,0,0,0,0,,0,0,0,10,0,0,,0,0,0,0,60,30,0,0,10,40,1507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,120,6302
Estrada2016,27-04-2011,-7.0363,-171.2343,90,35,20,0,,30,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,20,40,0,0,0,0,2740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,110,11234
Estrada2016,27-04-2011,-7.0363,-171.2343,90,100,0,0,,80,180,0,0,0,0,10,,0,10,10,1233,10,0,,0,0,0,0,10,0,0,10,0,0,411,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,,,,40,8083
Estrada2016,28-04-2011,-5.45,-170.4444,91,3,10,0,,10,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,40,50,0,0,0,0,2740,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,,,,80,12741
Estrada2016,28-04-2011,-5.45,-170.4444,91,35,0,0,,0,0,0,0,0,0,0,,0,0,10,30,0,0,,0,0,0,0,110,80,0,0,0,0,2877,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,90,17810
Estrada2016,28-04-2011,-5.45,-170.4444,91,80,0,0,,0,60,0,0,0,0,10,,0,40,10,50,0,0,,0,0,0,0,0,20,0,0,10,0,3973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,60,7261
Estrada2016,29-04-2011,-3.2462,-169.2775,92,3,0,0,,20,10,0,0,0,0,30,,0,0,0,20,0,0,,0,0,0,0,30,40,0,0,0,0,685,0,0,30,10,0,0,0,0,0,0,0,0,0,0,0,,,,90,11645
Estrada2016,29-04-2011,-3.2462,-169.2775,92,35,10,0,,10,0,0,0,0,0,0,,0,0,0,10,0,0,,0,0,0,0,50,20,0,0,0,0,1233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,30,11508
Estrada2016,29-04-2011,-3.2462,-169.2775,92,65,0,0,,0,50,0,0,0,0,0,,0,10,20,30,0,0,,0,0,0,0,10,0,0,0,0,0,411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,20,11782
Estrada2016,30-04-2011,-1.1819,-168.2124,93,3,10,0,,,100,0,0,0,0,0,,0,0,40,822,0,0,,0,,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,,,,,,,,,,,,90,25345
Estrada2016,30-04-2011,-1.1819,-168.2124,93,35,0,0,,,310,0,0,0,0,0,,0,0,30,2055,0,0,,0,,0,0,0,0,0,0,0,0,1096,0,0,0,0,0,0,0,,,,,,,,,,,,60,35620
Estrada2016,01-05-2011,1.3593,-166.5097,94,3,0,0,,,230,0,0,0,0,0,,20,10,550,411,0,0,,0,,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,,,,,,,,,,,,160,34661
Estrada2016,01-05-2011,1.3593,-166.5097,94,35,0,0,,,220,0,0,0,0,0,,20,40,370,1918,0,0,,0,,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,,,,,,,,,,,,60,26441
Estrada2016,01-05-2011,1.3593,-166.5097,94,80,0,0,,,160,10,0,0,0,0,,0,10,290,1233,0,0,,0,,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,120,22194
Estrada2016,02-05-2011,3.4489,-165.4639,95,3,0,0,,,10,0,0,0,0,0,,0,20,30,274,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,180,20139
Estrada2016,02-05-2011,3.4489,-165.4639,95,30,0,0,,,40,0,0,0,0,0,,0,10,10,822,0,0,,0,,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,,,,,,,,,,,,220,19317
Estrada2016,02-05-2011,3.4489,-165.4639,95,80,10,0,,,80,0,0,0,0,10,,0,30,30,1918,0,0,,10,,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,,,,,,,,,,,,190,17947
Estrada2016,03-05-2011,6.5953,-164.223,96,3,40,0,,,0,0,0,0,0,0,,0,0,10,1370,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,,,,,,,,,,,,380,13700
Estrada2016,03-05-2011,6.5953,-164.223,96,31,80,0,,,10,0,0,0,0,0,,0,0,30,1096,0,0,,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,,,,,,,,,,,,330,15618
Estrada2016,03-05-2011,6.5953,-164.223,96,81,10,30,,,50,30,0,0,0,0,,0,0,40,1233,0,0,,0,10,0,0,0,0,0,0,0,0,0,0,20,0,0,0,30,0,,,,,,,,,,,,290,18632
Estrada2016,04-05-2011,9.1207,-163.297,97,3,411,0,,130,0,0,0,0,0,0,,0,0,0,40,10,0,,0,0,0,0,10,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,460,16714
Estrada2016,04-05-2011,9.1207,-163.297,97,30,959,10,,,50,0,0,0,0,0,,0,0,10,137,0,0,,0,0,0,0,10,0,0,0,0,0,10,0,240,0,0,0,0,0,,,,,,,,,,,,560,15618
Estrada2016,04-05-2011,9.1207,-163.297,97,90,0,0,,70,40,10,0,0,0,0,,0,0,0,280,0,0,,0,0,0,0,0,20,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,490,16029
Estrada2016,05-05-2011,11.3555,-162.2457,98,3,20,0,,,0,0,0,0,210,10,,0,0,10,0,0,0,,0,0,0,0,60,60,0,0,0,0,1507,0,650,0,0,0,0,0,,,,,,,,,,,,270,3288
Estrada2016,05-05-2011,11.3555,-162.2457,98,45,0,0,,,0,0,0,0,170,20,,0,0,0,0,0,0,,0,0,10,0,50,40,0,0,0,20,2055,0,530,0,0,0,0,0,,,,,,,,,,,,600,6165
Estrada2016,05-05-2011,11.3555,-162.2457,98,140,0,100,,10,80,30,20,0,0,10,,0,20,0,220,0,0,,0,0,10,0,20,0,0,0,0,0,0,0,10,10,0,0,0,0,30,0,0,0,0,0,0,0,,,,220,2603
Estrada2016,06-05-2011,14.5981,-160.4896,99,3,20,20,,,0,0,0,20,190,10,,0,0,20,10,0,0,,0,0,10,0,30,50,0,10,0,0,1233,0,690,0,10,0,0,0,,,,,,,,,,,,390,2192
Estrada2016,06-05-2011,14.5981,-160.4896,99,40,0,0,,0,0,0,0,10,190,10,,0,0,0,0,0,0,,0,0,10,0,70,40,0,0,10,0,548,0,740,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,410,2877
Estrada2016,06-05-2011,14.5981,-160.4896,99,140,0,110,,,30,0,0,0,0,0,,0,10,0,411,0,0,,0,20,10,0,0,0,0,0,0,0,137,0,10,0,0,0,20,0,,,,,,,,,,,,60,1781
Estrada2016,14-05-2011,21.534,-155.3983,101,3,10,0,,,0,0,0,30,470,0,,0,0,0,10,0,0,,0,0,10,0,0,10,0,0,0,0,411,0,0,0,0,20,0,0,,,,,,,,,,,,200,1507
Estrada2016,14-05-2011,21.534,-155.3983,101,44,20,0,,,0,0,0,0,650,0,,0,0,0,10,0,0,,0,0,30,0,0,10,0,50,0,0,548,0,20,0,0,0,0,0,,,,,,,,,,,,310,2877
Estrada2016,14-05-2011,21.534,-155.3983,101,125,0,30,,,10,30,0,0,210,0,,40,20,0,20,0,0,,0,0,20,0,20,0,0,0,0,0,1507,0,0,0,0,0,10,50,,,,,,,,,,,,240,3014
Estrada2016,15-05-2011,21.342,-153.2509,102,3,20,0,,,0,0,0,0,720,0,,0,0,0,0,0,0,,0,0,10,0,20,70,0,30,0,0,274,0,10,0,0,10,0,0,,,,,,,,,,,,390,2055
Estrada2016,15-05-2011,21.342,-153.2509,102,75,0,10,,,0,0,0,0,390,10,,0,0,0,0,0,0,,10,0,50,0,90,110,0,20,0,0,2329,0,20,0,10,80,0,10,,,,,,,,,,,,650,3699
Estrada2016,15-05-2011,21.342,-153.2509,102,140,0,959,,,10,0,0,0,30,30,,0,10,90,30,0,0,,10,70,20,0,0,0,0,0,10,0,137,0,0,0,0,110,10,0,50,10,,,,,,,,,,250,12878
Estrada2016,16-05-2011,21.0383,-150.1914,103,3,10,0,,,0,0,0,0,380,0,,0,0,10,0,0,0,,0,0,40,0,20,10,0,40,0,0,1096,0,50,0,0,10,0,20,0,0,,,,,,,,,,280,5891
Estrada2016,16-05-2011,21.0383,-150.1914,103,49,10,0,,,30,0,10,0,300,0,,0,0,30,30,0,0,,0,0,20,0,30,40,0,10,0,0,1507,0,70,0,0,10,0,0,0,0,,,,,,,,,,110,7398
Estrada2016,16-05-2011,21.0383,-150.1914,103,150,10,411,,,420,110,40,10,10,10,,20,0,10,170,0,0,,0,30,40,0,20,0,0,90,0,0,548,0,10,0,0,0,0,0,0,0,,,,,,,,,,160,7261
Estrada2016,17-05-2011,20.4701,-148.1615,104,3,0,0,,,10,0,0,0,390,0,,0,0,0,0,0,0,,0,0,10,0,50,20,0,0,0,0,1370,20,70,10,0,0,0,0,0,0,,,,,,,,,,240,6165
Estrada2016,17-05-2011,20.4701,-148.1615,104,50,0,0,,,0,0,0,0,190,0,,0,0,0,0,0,0,,0,0,0,0,10,0,0,0,0,0,274,60,40,0,0,20,0,0,0,0,10,,,,,,,,,110,5480
Estrada2016,17-05-2011,20.4701,-148.1615,104,115,10,0,,,400,80,20,10,30,10,,0,0,10,1096,0,0,,0,20,30,0,20,10,0,50,0,0,411,0,0,10,0,0,0,10,0,0,0,,,,,,,,,170,6028
Estrada2016,18-05-2011,20.2067,-145.1183,105,3,0,0,,,10,0,0,10,290,0,,0,0,0,10,0,0,,0,0,20,0,0,40,0,20,0,0,548,10,10,0,0,0,0,0,0,0,0,,,,,,,,,180,2877
Estrada2016,19-05-2011,19.5349,-141.354,106,3,0,0,,,10,0,0,20,290,10,,0,0,0,0,0,0,,0,0,0,0,60,50,0,10,10,0,959,100,70,0,0,10,0,10,0,0,0,20,,,,,,,,180,11097
Estrada2016,19-05-2011,19.5349,-141.354,106,40,10,0,,,0,0,0,0,220,10,,0,0,0,0,0,0,,0,10,40,0,20,60,0,10,0,0,822,160,130,0,0,20,0,10,0,0,0,20,,,,,,,,230,10275
Estrada2016,19-05-2011,19.5349,-141.354,106,125,0,70,,0,100,10,20,0,0,0,,0,20,0,80,0,0,,0,40,20,10,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,150,6439
Estrada2016,20-05-2011,19.1674,-138.5791,107,3,20,0,,0,0,0,0,0,330,0,,0,0,0,0,0,0,,0,0,20,0,50,20,0,0,0,0,685,10,30,20,0,0,0,0,0,0,0,0,60,0,0,0,,,,180,7124
Estrada2016,20-05-2011,19.1674,-138.5791,107,130,0,0,,0,170,10,10,0,0,0,,0,10,0,70,0,0,,0,0,30,0,0,0,0,0,0,0,0,20,0,30,0,0,0,0,0,0,0,0,0,0,0,0,,,,70,6713
Estrada2016,21-05-2011,18.3919,-136.1069,108,3,0,0,,0,10,0,0,0,90,0,,0,0,0,0,0,0,,0,0,40,0,30,30,0,0,0,0,548,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,,,,60,9453
Estrada2016,22-05-2011,18.0167,-133.1559,109,3,10,0,,0,0,0,0,0,350,0,,0,0,0,20,0,0,,0,0,20,0,0,30,0,10,0,0,685,10,0,10,0,0,0,10,0,0,0,0,0,0,0,0,,,,130,6165
Estrada2016,22-05-2011,18.0167,-133.1559,109,35,0,0,,0,10,0,0,0,90,40,,0,0,0,0,0,0,,10,0,0,0,10,20,0,0,0,0,411,0,10,30,0,0,0,30,0,0,0,0,0,0,0,0,,,,80,6576
Estrada2016,22-05-2011,18.0167,-133.1559,109,125,0,10,,0,100,0,10,0,20,10,,20,0,10,20,0,0,,0,0,10,0,10,10,0,0,0,0,137,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,,,,90,2329
Estrada2016,24-05-2011,16.375,-127.3217,111,3,0,0,,0,20,30,0,0,360,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1507,0,40,10,0,0,0,0,0,0,0,0,0,0,0,0,,,,60,14248
Estrada2016,24-05-2011,16.375,-127.3217,111,40,0,0,,30,0,10,0,0,520,0,,0,0,0,0,0,0,,0,0,20,0,10,0,0,0,0,0,1644,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,40,9727
Estrada2016,24-05-2011,16.375,-127.3217,111,100,0,120,,40,10,0,0,0,70,0,,10,0,0,10,0,0,,0,70,0,0,0,0,0,0,0,0,137,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,,,,60,3699
Estrada2016,25-05-2011,15.5452,-124.2843,112,3,0,0,,10,0,0,0,0,390,0,,0,0,0,0,0,0,,0,0,10,0,50,10,0,0,0,0,685,0,120,0,0,0,0,20,0,0,0,0,0,0,0,0,,,,60,3151
Estrada2016,25-05-2011,15.5452,-124.2843,112,34,0,0,,10,0,0,0,0,420,0,,0,0,0,0,0,0,,0,0,0,0,70,50,0,0,0,0,685,0,70,20,0,0,0,0,0,0,0,0,0,0,0,0,,,,90,3699
Estrada2016,25-05-2011,15.5452,-124.2843,112,40,0,0,,80,30,10,0,0,240,0,,0,0,0,0,0,0,,0,0,0,0,40,0,0,10,0,0,1644,0,60,0,0,0,0,10,0,0,0,0,0,0,0,0,,,,60,10412
Estrada2016,26-05-2011,15.1862,-121.5972,113,3,0,0,,,30,10,0,0,260,0,,0,0,0,0,0,0,,0,10,0,0,0,20,0,0,0,0,30,30,70,0,0,10,0,0,0,0,0,30,,,,,,,,90,3973
Estrada2016,26-05-2011,15.1862,-121.5972,113,36,10,0,,,10,10,0,0,380,0,,0,0,0,0,0,0,,0,0,0,0,0,20,0,0,10,0,411,10,80,0,0,0,0,0,0,0,0,20,,,,,,,,100,3836
Estrada2016,26-05-2011,15.1862,-121.5972,113,137,0,0,,,0,0,0,0,10,0,,0,0,0,0,0,0,,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,20,,,,,,,,10,685
Estrada2016,27-05-2011,14.3171,-118.4642,114,3,0,0,,,10,30,0,0,590,0,,0,0,0,0,0,0,,0,0,40,0,20,20,0,0,0,0,822,0,80,0,0,0,0,10,0,0,0,0,,,,,,,,60,5891
Estrada2016,27-05-2011,14.3171,-118.4642,114,36,0,0,,,20,60,0,0,170,0,,0,0,0,20,0,0,,0,0,0,0,0,0,0,0,0,0,274,0,140,0,0,0,0,0,0,0,0,10,,,,,,,,140,4521
Estrada2016,27-05-2011,14.3171,-118.4642,114,144,0,10,,,10,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,,,,,,,,0,1507
Estrada2016,28-05-2011,13.4823,-115.4537,115,3,0,0,,,120,685,0,0,0,0,,0,0,0,20,10,0,,0,0,190,0,0,0,0,0,0,0,137,0,140,10,0,0,0,0,0,0,0,80,,,,,,,,150,3014
Estrada2016,28-05-2011,13.4823,-115.4537,115,77,0,0,,,10,411,0,0,0,0,,685,0,0,70,0,0,,0,10,0,0,10,0,0,0,0,0,137,0,10,0,0,0,0,0,0,0,0,10,,,,,,,,40,3973
Estrada2016,28-05-2011,13.4823,-115.4537,115,90,0,0,,,0,0,0,0,10,0,,0,0,0,0,0,0,,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,,,,,,,,30,3151
Estrada2016,29-05-2011,13.123,-113.1536,116,3,0,0,,,10,0,0,80,170,0,,0,0,0,0,0,0,,0,0,0,0,10,0,0,0,0,0,959,10,470,0,0,0,0,0,0,0,0,0,,,,,,,,60,2192
Estrada2016,30-05-2011,12.2971,-110.2374,117,3,0,0,,,10,0,0,30,220,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,10,1507,0,690,50,0,0,0,10,0,0,0,0,,,,,,,,70,5891
Estrada2016,31-05-2011,12.0004,-108.0456,118,3,0,0,,,10,10,0,0,500,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,10,3288,0,130,10,0,0,0,20,0,0,0,0,20,,,,,,,50,5617
Estrada2016,31-05-2011,12.0004,-108.0456,118,25,0,0,,,10,30,0,0,260,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,2192,0,60,0,0,0,0,0,0,0,0,0,60,,,,,,,60,4932
Estrada2016,31-05-2011,12.0004,-108.0456,118,60,0,0,,,20,10,0,0,0,0,,20,0,0,70,0,0,,0,0,0,0,0,0,0,0,0,0,274,0,80,30,0,0,0,0,0,0,0,0,0,10,,,,,,30,3699
Estrada2016,01-06-2011,11.2126,-105.0064,119,3,0,0,,,50,80,0,0,0,0,,0,0,0,10,0,0,,0,0,0,0,30,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,,,,,,30,8220
Estrada2016,01-06-2011,11.2126,-105.0064,119,25,0,0,,,110,140,0,0,0,0,,0,0,0,30,0,0,,0,0,0,0,0,0,0,0,0,10,0,0,0,30,0,0,0,0,0,0,0,0,0,0,,,,,,60,5069
Estrada2016,01-06-2011,11.2126,-105.0064,119,34,0,0,,,0,10,0,0,0,0,,30,0,0,80,0,0,,0,0,0,0,0,0,0,0,0,0,137,0,0,0,0,0,0,0,0,0,0,10,0,0,,,,,,20,3836
Estrada2016,02-06-2011,10.4551,-102.2654,120,3,0,0,,,10,40,0,0,610,0,,80,0,0,10,0,0,,0,10,0,0,10,20,0,20,0,0,959,0,0,0,0,20,0,0,0,0,0,0,30,0,,,,,,90,12056
Estrada2016,02-06-2011,10.4551,-102.2654,120,22,0,0,,,0,30,0,0,0,0,,0,0,60,60,10,0,,0,0,0,0,0,0,0,0,0,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,50,2877
Estrada2016,02-06-2011,10.4551,-102.2654,120,37,0,0,,,20,50,0,0,640,0,,150,0,0,0,0,0,,0,0,0,0,20,30,0,10,0,0,822,0,10,0,0,10,0,0,0,0,0,0,40,0,,,,,,160,11782
Estrada2016,03-06-2011,10.0555,-99.1477,121,3,0,0,,,10,10,0,10,670,0,,0,0,0,0,0,0,,0,0,0,0,10,0,0,0,0,0,3014,0,20,0,0,0,0,0,0,0,0,0,30,0,,,,,,40,2466
Estrada2016,03-06-2011,10.0555,-99.1477,121,25,0,0,,10,10,0,0,0,490,0,,70,0,0,0,0,0,,10,0,0,0,20,30,0,0,10,0,3288,0,10,0,0,0,0,0,0,0,0,0,30,0,,,,,,20,3973
Estrada2016,03-06-2011,10.0555,-99.1477,121,43,0,0,,0,0,822,0,0,10,0,,50,0,0,40,0,0,,0,0,0,0,0,0,0,0,0,0,10,0,30,10,0,0,20,0,0,0,0,0,0,0,,,,,,60,4384
Estrada2016,04-06-2011,9.2674,-96.2044,122,3,30,0,,0,190,50,0,0,1920,0,,0,0,0,0,0,0,,0,0,0,0,70,0,0,10,0,10,8631,0,0,30,0,0,0,0,0,0,0,0,30,0,,,,,,180,28496
Estrada2016,04-06-2011,9.2674,-96.2044,122,25,10,0,,0,0,0,0,0,20,10,,110,0,0,60,0,0,,0,0,0,0,10,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10,0,0,,,,,,30,26852
Estrada2016,06-06-2011,8.0851,-90.219,124,3,0,0,,10,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,20,548
Estrada2016,06-06-2011,8.0851,-90.219,124,31,10,0,,0,10,60,20,0,0,0,,10,0,0,30,0,0,,0,10,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,30,1781
Estrada2016,06-06-2011,8.0851,-90.219,124,23,0,0,,10,10,0,0,0,0,0,,0,0,0,30,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,10,1233
Estrada2016,07-06-2011,7.1342,-87.5759,125,3,0,0,,10,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,685
Estrada2016,07-06-2011,7.1342,-87.5759,125,30,0,0,,10,0,10,0,0,0,0,,0,0,0,10,0,0,,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3014
Estrada2016,07-06-2011,7.1342,-87.5759,125,20,10,20,,10,110,60,50,0,0,0,,0,0,0,100,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,20,2877
Estrada2016,08-06-2011,5.5469,-84.4768,126,3,10,0,,0,50,0,0,0,40,0,,0,0,0,10,0,0,,0,0,0,0,10,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,40,822
