Latitude,Longitude,Depth,sampling date,sampling month,Month,Year,Reference,Acanthoica acanthifera,Acanthoica quattrospina,Algirosphaera robusta,Alisphaera unicornis,Braarudosphaera bigelowii,Calcidiscus leptoporus,Calcidiscus leptoporus HOL,Calciopappus caudatus,Calciosolenia bimurata,Calciosolenia brasiliensis,Calyptrolithina divergens,Calyptrosphaera heimdaliae,Calyptrosphaera spp.,Ceratolithus cristatus,Ceratolithus nishidae CER,Coccolithus pelagicus,Coccolithus spp.,Coronosphaera mediterranea HOL,Cyclolihus sp.,Cyclolithus sp.,Cyrtosphaera aculeata,Discosphaera tubifera,Emiliania huxleyi var. corona,Emiliania sp.A,Florisphaera profunda,Gephyrocapsa crassipons,Gephyrocapsa ericsonii,Gephyrocapsa oceanica,Gephyrocapsa ornata,Gladiolithus flabellatus,Helicosphaera HOL catilliferus type,Helicosphaera carteri,Helicosphaera carteri HOL,Helicosphaera pavimentum,Helicosphaera pavimentum HOL,Helladosphaera cornifera,Helladosphaera fastigata,Homozygosphaera spp.,Homozygosphaera triarcha,Michaelsarsia adriaticus,Michaelsarsia elegans,Ohiaster hydroideus,Oolithotus antillarum,Oolithotus fragilis,Ophiaster spp.,P. vandelii + R. xiphos,Palusphaera vandelii,Poricalyptra magnaghii,Reticulofenestra parvula,Rhabdosphaera clavigera,Syracolithus catilliferus,Syracosphaera anthos,Syracosphaera anthos HOL,Syracosphaera arethusae HOL,Syracosphaera aurisinae,Syracosphaera corolla,Syracosphaera exigua,Syracosphaera gaarderae,Syracosphaera histrica,Syracosphaera histrica HOL,Syracosphaera lamina,Syracosphaera mediterranea,Syracosphaera molischii,Syracosphaera nana,Syracosphaera nodosa,Syracosphaera orbiculus,Syracosphaera pulchra,Syracosphaera pulchra HOL,Syracosphaera sp.,Syracosphaera spp.,Syracosphaera strigilis HOL,Tetralithoides quadrilaminata,Umbellosphaera irregularis,Umbellosphaera spp.,Umbellosphaera tenuis,Umbilicosphaera angustiforamen,Umbilicosphaera foliosa,Umbilicosphaera hulburtiana,Umbilicosphaera sibogae
29.9833333333,-155.0166666667,20,,,9,1969,Okada1973,0,135,27,27,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,580.5,0,27,0,0,0,0,0,0,0,0,0,0,40.5,0,202.5,0,0,0,0,0,0,0,0,0,0,0,0,486,108,0,0,0,13.5,0,13.5,0,67.5,0,0,175.5,0,0,27,0,121.5,364.5,0,0,27,0,162,0,67.5,0,0,0,0
29.9833333333,-155.0166666667,30,,,9,1969,Okada1973,39,143,13,91,0,0,0,0,0,0,0,0,156,0,0,0,0,0,0,0,0,325,0,39,0,0,0,0,0,0,0,0,0,0,13,0,195,0,0,0,0,0,0,0,0,0,0,0,0,585,130,0,0,0,117,0,65,0,26,0,0,130,0,0,0,0,299,65,0,0,0,0,52,0,117,0,0,0,0
29.9833333333,-155.0166666667,50,,,9,1969,Okada1973,0,174.8717948718,0,15.8974358974,0,0,0,0,0,0,0,0,79.4871794872,0,0,0,0,0,0,0,15.8974358974,238.4615384615,0,79.4871794872,0,0,0,0,15.8974358974,0,0,0,0,0,31.7948717949,0,143.0769230769,0,0,0,0,0,0,0,0,0,0,0,0,651.7948717949,190.7692307692,0,111.2820512821,0,127.1794871795,15.8974358974,0,0,63.5897435897,15.8974358974,0,238.4615384615,0,0,31.7948717949,0,302.0512820513,79.4871794872,0,15.8974358974,31.7948717949,0,63.5897435897,0,365.641025641,0,0,0,0
29.9833333333,-155.0166666667,75,,,9,1969,Okada1973,32.5,65,130,32.5,0,0,32.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,0,162.5,0,0,32.5,0,65,0,0,65,0,0,32.5,0,0,0,0,0,65,0,0,0,0,0,0,0,0,682.5,130,0,97.5,0,65,0,0,0,32.5,0,0,0,0,0,32.5,0,260,0,0,0,32.5,0,0,0,4192.5,0,0,0,0
29.9833333333,-155.0166666667,100,,,9,1969,Okada1973,100,0,200,50,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,700,0,200,0,0,250,0,100,0,0,50,0,0,50,0,0,0,0,0,150,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,150,0,200,0,0,150,50,0,100,0,250,0,0,0,50,0,50,0,6750,0,0,0,0
29.9833333333,-155.0166666667,125,,,9,1969,Okada1973,25,0,0,25,0,0,0,0,0,450,0,0,0,0,0,0,50,0,0,0,0,100,0,1550,25,0,50,0,625,25,0,50,0,0,25,0,0,0,0,0,325,0,0,450,0,0,0,0,0,25,0,0,0,0,0,0,50,0,50,0,0,0,125,0,225,0,100,25,175,0,0,0,0,0,450,0,0,0,0
29.9833333333,-155.0166666667,150,,,9,1969,Okada1973,0,0,0,18,18,0,0,0,54,288,0,0,0,0,0,0,0,0,0,0,0,0,0,144,1386,0,0,0,18,720,0,0,0,0,0,0,0,0,0,0,0,0,0,756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,108,0,0,0,0,54,0,0,0,0,0,0,0,0,18
29.9833333333,-155.0166666667,200,,,9,1969,Okada1973,0,0,0,0,0,3.2,0,0,3.2,108.8,0,0,0,0,0,0,0,0,0,0,0,6.4,0,102.4,92.8,0,3.2,0,3.2,102.4,0,3.2,0,0,0,0,0,0,0,0,0,0,0,147.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.2,0,0,0,22.4,0,0,0,0,0,0,0,0,3.2,3.2,0,0,0,0
35,-154.95,0,,,9,1969,Okada1973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1536,0,0,0,0,0,0,0,0,8,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,8,0
35,-154.95,10,,,9,1969,Okada1973,45,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,279,0,0,0,0,36,0,0,0,45,0,9,0,0,0,9,0,0,0,0,0,0,0,0,0,0,783,27,0,0,0,0,0,0,0,72,9,0,45,0,0,0,0,18,9,0,0,9,0,0,0,369,0,0,9,0
35,-154.95,20,,,9,1969,Okada1973,7,7,0,14,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,0,0,0,0,21,0,0,0,91,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,595,7,0,0,0,0,0,14,0,70,0,0,28,0,0,0,0,14,0,0,21,14,0,0,0,280,0,0,0,0
35,-154.95,30,,,9,1969,Okada1973,0,0,0,0,0,31.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,1386,0,0,0,0,63,0,0,0,31.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409.5,0,0,0,0,0,0,0,0,31.5,0,0,126,0,0,0,0,94.5,0,0,0,31.5,0,0,0,4032,0,0,0,0
35,-154.95,50,,,9,1969,Okada1973,0,0,75,0,0,0,0,0,0,0,0,0,375,0,0,0,0,0,0,0,0,75,0,6225,0,0,150,0,0,0,0,0,0,0,150,0,225,0,0,0,0,0,0,0,0,0,0,0,0,750,75,0,0,0,0,0,0,0,75,0,0,150,0,0,75,0,150,0,150,0,0,0,0,0,6300,0,0,0,0
35,-154.95,75,,,9,1969,Okada1973,0,0,0,46.5,0,46.5,139.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,0,6556.5,0,0,0,46.5,0,0,0,0,46.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,465,46.5,0,0,0,0,0,0,0,46.5,46.5,0,46.5,0,0,0,0,186,0,0,0,46.5,0,0,0,1255.5,0,0,93,0
35,-154.95,100,,,9,1969,Okada1973,0,0,49.5,0,0,0,247.5,0,0,0,0,0,0,0,0,0,49.5,0,0,0,0,0,0,8761.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.5,0,0,0,0,0,396,49.5,0,0,0,0,0,0,0,99,0,0,49.5,0,0,49.5,0,99,0,0,0,0,0,0,0,0,0,0,0,0
35,-154.95,125,,,9,1969,Okada1973,0,0,0,0,0,262.5,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,2100,112.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.5,0,0,4725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,-154.95,150,,,9,1969,Okada1973,0,0,0,0,0,86,0,0,0,64.5,0,0,0,0,0,0,0,0,0,0,0,0,0,967.5,1591,0,0,0,0,64.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,21.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,-154.95,200,,,9,1969,Okada1973,0,0,0,0,0,9.6,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,288,24,0,0,4.8,0,9.6,0,0,0,0,0,0,0,0,0,0,0,0,0,81.6,0,0,0,0,0,2.4,0,0,0,0,0,0,0,0,0,0,33.6,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,2.4,0
40,-154.5,0,,,9,1969,Okada1973,0,0,0,0,0,22,0,0,0,0,0,0,66,0,0,0,0,0,0,0,44,0,0,3344,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,638,88,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,22,88,0,0,0,0,0,0,0,0,0,0,0
40,-154.5,5,,,9,1969,Okada1973,0,0,0,0,0,0,0,0,0,0,0,0,159,0,0,0,0,0,0,0,0,0,0,4240,0,0,0,26.5,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,689,79.5,0,0,0,0,0,0,0,26.5,0,0,0,26.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,-154.5,10,,,9,1969,Okada1973,0,0,0,0,0,19.5,0,0,0,0,0,0,19.5,0,0,0,0,0,0,0,0,0,0,3198,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,565.5,39,0,0,0,0,0,0,0,19.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,-154.5,20,,,9,1969,Okada1973,126,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,2592,0,0,0,54,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,558,180,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,-154.5,30,,,9,1969,Okada1973,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,10175,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,220,0,0,0,0,0,0,0,220,0,0,0,0,0,0,0,0,55,0,0,55,0,0,0,0,0,0,0,0
40,-154.5,50,,,9,1969,Okada1973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,345,0,20585,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,0,0,0,0,0,805,0,0,115,0,0,0,230,0,0,0,0,345,0,0,0,0,0,0,0,0,0,0,0
40,-154.5,75,,,9,1969,Okada1973,0,0,0,770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,770,0,0,68145,0,0,1540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,385,0,0,770,0,0,770,1925,0,385,0,770,0,0,0,770,0,0,0,0,0,0,0,0
40,-154.5,100,,,9,1969,Okada1973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.5,0,0,1972,116,0,101.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.5,0,0,0,0,0,0,0,0,29,0,130.5,116,43.5,0,362.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,-154.5,125,,,9,1969,Okada1973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,675.45,0,0,19.75,3.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.95,0,0,0,0,0,0,0,0,7.9,0,0,19.75,3.95,0,47.4,0,7.9,0,0,0,0,0,0,0,0,0,0,0,0
40,-154.5,150,,,9,1969,Okada1973,0,0,0,0,0,0,0,0,0,0,0,0,6.1,0,0,0,0,0,0,0,3.05,0,0,463.6,0,0,6.1,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.05,0,0,0,0,0,0,0,0,9.15,0,0,18.3,18.3,0,70.15,0,6.1,0,0,0,0,0,0,0,0,0,0,0,0
40,-154.5,200,,,9,1969,Okada1973,0,0,0,0,0,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224.9,0,0,1.3,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0,0,3.9,9.1,0,7.8,0,0,0,0,1.3,2.6,0,0,0,0,0,0,0,0
45,-154.95,0,,,9,1969,Okada1973,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330,0,1650,0,0,330,0,0,0,0,0,0,0,0,0
45,-154.95,10,,,9,1969,Okada1973,1935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,645,0,645,0,0,0,0,0,0,0,430,0,0,0,0,0,0,0,0,0,0,0,0
50,-155.05,0,,,8,1969,Okada1973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,-154.37,0,,,8,1969,Okada1973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,-154.44,0,,,8,1969,Okada1973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1300,0,650,0,0,0,0,0,0,0,0,0,0,1950,0,0,0,0,0,0,0,0,0
47,-154.32,0,,,8,1969,Okada1973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,151200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,5600,0,0,1600,0,0,0,0,0,0,0,0,0
46,-154.46,0,,,8,1969,Okada1973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1120,0,0,0,0,0,0,0,1120,0,0,560,0,0,0,0,0,0,0,0,0
45,-154.57,0,,,8,1969,Okada1973,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330,0,1650,0,0,330,0,0,0,0,0,0,0,0,0
44,-155.03,0,,,8,1969,Okada1973,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2870,0,0,0,0,0,0,0,0,0,0,0,0
43,-155.03,0,,,8,1969,Okada1973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,-155.06,0,,,8,1969,Okada1973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,-155.08,0,,,8,1969,Okada1973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,-154.3,0,,,9,1969,Okada1973,44,0,0,0,0,22,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,3344,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,638,88,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,22,88,0,0,0,0,0,0,0,0,0,0,0
39,-154.55,0,,,9,1969,Okada1973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,-154.51,0,,,9,1969,Okada1973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,-154.55,0,,,9,1969,Okada1973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,-154.54,0,,,9,1969,Okada1973,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,96,0,888,0,0,8,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,136,0
35,-154.57,0,,,9,1969,Okada1973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1536,0,0,0,0,0,0,0,0,8,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,8,0
34,-154.48,0,,,9,1969,Okada1973,50,0,0,20,0,0,50,0,0,0,0,0,30,0,0,0,0,0,0,0,0,20,0,290,0,0,0,0,10,0,0,0,60,0,20,0,30,0,20,0,0,0,0,0,0,0,0,0,0,530,50,0,50,0,50,0,0,0,10,0,0,80,0,0,0,0,40,30,0,30,0,0,0,40,490,0,0,0,0
33,-154.5,0,,,9,1969,Okada1973,14,14,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,7,175,0,0,0,0,21,0,0,0,14,0,7,0,28,0,0,0,0,0,0,0,0,0,0,0,0,581,0,0,7,0,0,0,14,0,70,0,0,63,0,0,0,0,28,91,28,7,0,0,7,0,133,0,0,21,7
32,-154.53,0,,,9,1969,Okada1973,10,0,0,40,0,0,20,0,0,0,0,0,30,0,0,0,0,0,0,0,0,300,10,170,0,0,0,0,20,0,0,0,10,0,20,0,30,0,0,0,0,0,0,0,0,0,0,0,0,660,20,0,40,0,40,0,0,0,40,0,0,90,0,0,0,0,90,130,0,120,10,0,0,0,90,0,0,10,0
31,-154.48,0,,,9,1969,Okada1973,3.1,6.2,0,0,0,0,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241.8,6.2,18.6,0,0,0,0,0,0,0,0,6.2,0,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176.7,0,0,9.3,0,3.1,0,0,0,3.1,0,0,18.6,0,0,0,0,27.9,27.9,0,3.1,0,0,3.1,0,55.8,0,0,3.1,0
30,-155.01,0,,,9,1969,Okada1973,0,12.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328.05,0,0,0,0,0,0,0,0,0,0,0,0,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202.5,4.05,0,4.05,0,0,0,0,0,4.05,0,0,4.05,0,0,0,0,24.3,36.45,0,0,0,0,113.4,0,68.85,0,0,0,0
29,-155.03,0,,,9,1969,Okada1973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260.4,0,0,0,0,0,0,0,0,4.65,0,0,18.6,0,0,0,0,27.9,4.65,4.65,0,0,0,413.85,0,158.1,0,0,0,0
28,-154.58,0,,,9,1969,Okada1973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,-154.58,0,,,9,1969,Okada1973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,-154.58,0,,,9,1969,Okada1973,0,0,0,18.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333,18.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.5,0,0,0,0,0,0,0,0,0,0,0,55.5,0,0,0,0,55.5,222,0,0,0,0,2553,0,351.5,0,0,0,0
25,-154.58,0,,,9,1969,Okada1973,0,14,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,616,154,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,14,0,14,0,0,0,0,0,0,0,0,14,0,0,0,0,84,98,0,0,0,0,1344,28,224,0,0,14,0
24,-154.58,0,,,9,1969,Okada1973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,7,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,49,14,0,0,0,0,1015,0,168,0,0,0,0
23,-154.53,0,,,9,1969,Okada1973,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137.5,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,25,25,0,0,0,0,1900,0,250,0,0,0,0
22,-154.55,0,,,9,1969,Okada1973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,22,0,0,0,0,0,0,0,0,0,0,0,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,5.5,0,0,0,0,11,0,0,0,0,49.5,27.5,0,0,0,0,610.5,11,126.5,0,0,22,0
21,-155.01,0,,,9,1969,Okada1973,5,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,75,25,25,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,20,10,0,0,0,0,635,40,40,0,0,5,0
21,160.43,0,,,11,1968,Okada1973,0,0,0,29.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,442.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206.5,0,0,0,0,88.5,0,0,0,0,0,5103.5,0,0,0,0,0,0
22,159.29,0,,,11,1968,Okada1973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,382.5,22.5,22.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.5,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,22.5,0,0,0,0,45,0,0,0,0,0,3937.5,0,0,0,0,0,0
23,158.21,0,,,11,1968,Okada1973,14,112,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,154,70,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,0,0,14,42,0,0,0,0,0,0,0,0,0,0,0,0,42,42,0,0,0,0,2058,14,28,0,0,28,0
24,157,0,,,11,1968,Okada1973,0,42.5,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.5,68,17,0,0,0,8.5,0,0,0,0,0,0,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.5,0,0,0,0,0,0,8.5,0,0,0,0,17,0,0,0,0,25.5,34,0,0,0,0,1190,0,85,0,0,25.5,0
