"SampleID","Cruise","Date","Original_SampleNo","Original_StationNo","Depth","Lat","Lon","Daylength","Chl","QFChl","Temperature","QFTemp","SurfacePAR","QFPAR","Kd490","QFKd490","PARz","Nitrate","QFNO3","Nitrite","QFNO2","Ammonium","QFNH4","Phosphate","QFPO4","Silicate","QFSil","MLD","QFMLD"
"AMT6_296","AMT6","11-06-1998",1,58,7,NA,NA,NA,0.19,0,NA,NA,64.0054317038048,0,NA,NA,NA,0,0,0,0,NA,NA,0.02,0,NA,NA,NA,NA
"AMT6_297","AMT6","13-06-1998",1,62,7,NA,NA,NA,2.94,0,NA,NA,59.9965948674439,0,NA,NA,NA,0.28,0,0.06,0,NA,NA,0.07,0,NA,NA,NA,NA
"AMT6_298","AMT6","13-06-1998",1,63,7,NA,NA,NA,2.07,0,NA,NA,59.9965948674439,0,NA,NA,NA,0.28,0,0.06,0,NA,NA,0.07,0,NA,NA,NA,NA
"AMT6_299","AMT6","13-06-1998",1,64,7,NA,NA,NA,1.81,0,NA,NA,59.9965948674439,0,NA,NA,NA,0.28,0,0.06,0,NA,NA,0.07,0,NA,NA,NA,NA
"AMT6_300","AMT6","23-05-1998",1,18,NA,-21.3984,12.1012,11.0021212011581,1.26,0,NA,NA,37.0548788870777,0,0.27360001206398,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.0361566543579,1
"AMT6_301","AMT6","23-05-1998",1,18,NA,-21.3984,12.1012,11.0021212011581,1.95,0,NA,NA,37.0548788870777,0,0.27360001206398,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.0361566543579,1
"AMT6_302","AMT6","23-05-1998",1,18,NA,-21.3984,12.1012,11.0021212011581,2.09,0,NA,NA,37.0548788870777,0,0.27360001206398,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.0361566543579,1
"AMT6_303","AMT6","06-06-1998",1,46,7,NA,NA,NA,2.2,0,NA,NA,42.5017495738701,0,NA,NA,NA,1.17,0,0.08,0,NA,NA,0.17,0,NA,NA,NA,NA
"AMT6_304","AMT6","06-06-1998",1,1130,NA,NA,NA,NA,1.91,0,NA,NA,42.5017495738701,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AMT6_305","AMT6","06-06-1998",1,1530,NA,NA,NA,NA,3.36,0,NA,NA,42.5017495738701,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AMT6_306","AMT6","06-06-1998",1,1629,NA,NA,NA,NA,0.24,0,NA,NA,42.5017495738701,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AMT6_307","AMT6","06-06-1998",1,2316,NA,NA,NA,NA,3.41,0,NA,NA,42.5017495738701,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AMT6_308","AMT6","13-06-1998",1,1410,NA,NA,NA,NA,2.14,0,NA,NA,59.9965948674439,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AMT6_309","AMT6","13-06-1998",1,1630,NA,NA,NA,NA,2.49,0,NA,NA,59.9965948674439,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AMT6_310","AMT6","13-06-1998",1,1852,NA,NA,NA,NA,2.14,0,NA,NA,59.9965948674439,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AMT6_311","AMT6","13-06-1998",1,1935,NA,NA,NA,NA,1.93,0,NA,NA,59.9965948674439,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AMT6_312","AMT6","13-06-1998",1,2025,NA,NA,NA,NA,2.2,0,NA,NA,59.9965948674439,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Benguela_313","Benguela","15-10-2000",7428,NA,20,-19.95,-11,12.5492442448359,0.765125006437302,10,16.6500015258789,2,38.0094604838978,5,0.0960999988019466,10,5.56131790142229,0.137112499214709,1,NA,NA,NA,NA,0.362999998033047,1,1.03278750181198,1,57.7956218719482,1
"Benguela_314","Benguela","15-10-2000",7429,NA,20,-19.6,-11.0666666667,12.5408495238581,1.19642001390457,10,16.7250003814697,2,38.0531214934129,5,0.126249998807907,10,3.0464687756642,0.137112499214709,1,NA,NA,NA,NA,0.362999998033047,1,1.03278750181198,1,58.0026950836182,1
"Benguela_315","Benguela","15-10-2000",7430,NA,20,-19.4833333333,-11.3666666667,12.5380744307869,1.92292499542236,9,16.7250003814697,2,39.7951109144423,5,0.162233501672745,9,1.55127012357771,0.174099999479949,1,NA,NA,NA,NA,0.34001249819994,1,1.05748749524355,1,53.2214727401733,1
"Benguela_316","Benguela","16-10-2000",7432,NA,2,-19.2666666667,-11.6166666667,12.5506543375985,1.82273667388492,6,16.7250003814697,2,38.5040016174316,1,0.150575833602084,6,28.4916341846532,0.126859999075532,1,NA,NA,NA,NA,0.298430001735687,1,1.00666999816895,1,41.3221912384033,1
"Benguela_317","Benguela","16-10-2000",7433,NA,10,-19.1833333333,-11.75,12.5485941242932,1.59531539220076,6,16.7250003814697,2,38.125,1,0.13683846191718,6,9.70349001108407,0.132887500338256,1,NA,NA,NA,NA,0.31368749961257,1,1.07273750007153,1,33.1861505508423,1
"Benguela_318","Benguela","16-10-2000",7434,NA,10,-19.0333333333,-11.8666666667,12.5448856099573,1.60217716012682,6,16.7250003814697,2,40.939998626709,1,0.137914287192481,6,10.3084574995426,0.132887500338256,1,NA,NA,NA,NA,0.31368749961257,1,1.07273750007153,1,24.5582752227783,1
"Benguela_319","Benguela","16-10-2000",7435,NA,10,-18.9166666667,-12,12.5420085013906,3.65343796384746,11,16.7250003814697,2,43.3566703796387,1,0.366462538551007,11,1.11052755649209,0.132887500338256,1,NA,NA,NA,NA,0.31368749961257,1,1.07273750007153,1,18.0241781870524,1
"Benguela_320","Benguela","17-10-2000",7436,NA,10,-18.8,-12.1333333333,12.5563527951744,4.49964070717494,11,16.8000011444092,2,44.7620010375977,1,0.613696656093515,11,0.0967517390499899,0.132887500338256,1,NA,NA,NA,NA,0.31368749961257,1,1.07273750007153,1,14.4614298343658,1
"Benguela_321","Benguela","17-10-2000",7437,NA,10,-18.75,-12.2,12.5550744198683,2.34994006156921,10,16.8000011444092,2,42.5250015258789,1,0.183799996972084,10,6.76723243144616,0.132887500338256,1,NA,NA,NA,NA,0.31368749961257,1,1.07273750007153,1,14.3662538528442,1
"Benguela_322","Benguela","18-10-2000",7438,NA,10,-20.3333333333,-11.6166666667,12.614731968263,0.370050013065338,9,16.3500003814697,2,45.9780006408691,1,0.066600002348423,9,23.6216345818496,0.112987500615418,1,NA,NA,NA,NA,0.335462503135204,1,1.069625005126,1,53.8403272628784,1
"Benguela_323","Benguela","18-10-2000",7439,NA,20,-20.2833333333,-11.7166666667,12.6133777685932,1.33555500706037,9,16.3500003814697,2,46.0789985656738,1,0.128666667888562,9,3.5149451685432,0.102274999953806,1,NA,NA,NA,NA,0.357412502169609,1,1.01769998669624,1,53.8403272628784,1
"Benguela_324","Benguela","18-10-2000",7440,NA,20,-20.25,-11.7833333333,12.6124755035074,1.33555500706037,9,16.3500003814697,2,46.0789985656738,1,0.128666667888562,9,3.5149451685432,0.102274999953806,1,NA,NA,NA,NA,0.357412502169609,1,1.01769998669624,1,49.9033730824788,1
"Benguela_325","Benguela","18-10-2000",7441,NA,20,-20.2,-11.9,12.6111237621472,1.59461998939514,8,16.2750015258789,2,44.7439994812012,1,0.147400006651878,8,2.34657592607134,0.102274999953806,1,NA,NA,NA,NA,0.357412502169609,1,1.01769998669624,1,48.9415369033813,1
"Benguela_326","Benguela","19-10-2000",7442,NA,20,-20.0166666667,-12.2666666667,12.6244536928876,1.54778337478638,8,16.2750015258789,2,54.4420013427734,1,0.147199998299281,8,2.86662670242604,0.102274999953806,1,NA,NA,NA,NA,0.357412502169609,1,1.01769998669624,1,28.5940294265747,1
"Benguela_327","Benguela","19-10-2000",7443,NA,10,-19.95,-12.4166666667,12.6225911782474,1.58038169145584,9,16.2000007629395,2,48.6640014648438,1,0.145074998339017,9,11.4065708959365,0.112987500615418,1,NA,NA,NA,NA,0.335462503135204,1,1.069625005126,1,25.1247380574544,1
"Benguela_328","Benguela","19-10-2000",7444,NA,30,-19.8666666667,-12.5833333333,12.6202644169235,2.85607752203941,9,21.2382667859395,1,50.9620018005371,1,0.292899999767542,9,0.00778217279100349,0.0739583332712452,1,NA,NA,NA,NA,0.347841667632262,1,1.08108332753181,1,17.2743821144104,1
"Benguela_329","Benguela","19-10-2000",7445,NA,2,-19.8,-12.7333333333,12.6184057837328,2.08755993843079,8,16.2000007629395,2,55.6629981994629,1,0.181600004434586,8,38.7106831411371,0.0978400003165007,1,NA,NA,NA,NA,0.312410002946854,1,1.04522000551224,1,14.8283541202545,1
"Benguela_330","Benguela","21-10-2000",7447,NA,20,-21.95,-12.25,12.7196802896733,0.686609983444214,7,15.8250007629395,2,49.4874992370605,1,0.0861999988555908,7,8.82616071459383,0.0693500004708767,1,NA,NA,NA,NA,0.3800999969244,1,1.02996250987053,1,68.5907624562581,1
"Benguela_331","Benguela","21-10-2000",7448,NA,10,-21.8666666667,-12.4,12.7171139135415,0.644710004329681,7,15.8250007629395,2,34.7540016174316,1,0.0832000002264977,7,15.1241789413578,0.0805250001139939,1,NA,NA,NA,NA,0.361949995160103,1,1.12065000832081,1,63.64573097229,1
"Benguela_332","Benguela","21-10-2000",7449,NA,10,-21.6166666667,-12.8666666667,12.7094353078704,1.05161909081719,9,15.6750011444092,2,29.9186706542969,1,0.107890908691016,9,10.1713366815611,0.0731624993495643,1,NA,NA,NA,NA,0.35428749397397,1,1.11748749017715,1,32.0547437667847,1
"Benguela_333","Benguela","21-10-2000",7450,NA,10,-21.5333333333,-13.0333333333,12.7068828526922,1.4363499879837,9,15.6000003814697,2,32.2449989318848,1,0.1283999979496,9,8.92952301636894,0.0731624993495643,1,NA,NA,NA,NA,0.35428749397397,1,1.11748749017715,1,23.1841521263123,1
"Benguela_334","Benguela","21-10-2000",7451,NA,10,-21.4666666667,-13.1833333333,12.7048441001222,1.13563499450684,10,15.6000003814697,2,37.5250015258789,1,0.112589999288321,10,12.1716250261925,0.0822624987922609,1,NA,NA,NA,NA,0.345249999314547,1,1.08392499387264,1,18.9193172454834,1
"Benguela_335","Benguela","21-10-2000",7452,NA,10,-21.3833333333,-13.35,12.7022973972319,1.32755994796753,10,15.5250015258789,2,36.2293281555176,1,0.122900001704693,10,10.6001583937833,0.0822624987922609,1,NA,NA,NA,NA,0.345249999314547,1,1.08392499387264,1,14.6553592681885,1
"Benguela_336","Benguela","21-10-2000",7453,NA,10,-21.3,-13.5,12.6997529730325,0.966679248213768,11,15.4500007629395,2,43.6886711120605,1,0.103218350000679,11,15.5631404407697,0.0771499974653125,1,NA,NA,NA,NA,0.343599997460842,1,1.08207497000694,1,13.4692211151123,1
"Benguela_337","Benguela","22-10-2000",7454,NA,5,-21.25,-13.5833333333,12.7174789931577,0.960742394924164,11,15.9000015258789,2,42.3936614990234,7,0.102836000323296,11,25.3510172262077,0.0778499995358288,1,NA,NA,NA,NA,0.322187501937151,1,1.02566250413656,1,13.0588591893514,1
"Benguela_338","Benguela","22-10-2000",7455,NA,1,-21.25,-13.5833333333,12.7174789931577,0.960742394924164,11,15.9000015258789,2,42.3936614990234,7,0.102836000323296,11,38.2507381372363,0.0872299985028803,1,NA,NA,NA,NA,0.320637504011393,1,1.10187250822783,1,13.0588591893514,1
"Benguela_339","Benguela","22-10-2000",7456,NA,2,-21.75,-13.85,12.7333453414117,1.34359400055625,11,15.5250015258789,2,42.0312843322754,7,0.125111291489818,11,32.7267119316646,0.0807900000363588,1,NA,NA,NA,NA,0.329519999027252,1,1.12630500197411,1,12.8278897603353,1
"Benguela_340","Benguela","24-10-2000",7458,NA,2,-22.9833333333,-12.75,12.81459220621,1.05034995079041,7,15.8250007629395,2,49.2446157015287,6,0.114584997296333,7,39.1589906064179,0.0761450003832579,1,NA,NA,NA,NA,0.345704998075962,1,1.18878499269485,1,74.9400825500488,1
"Benguela_341","Benguela","24-10-2000",7459,NA,10,-22.9833333333,-12.95,12.8146037183281,0.96790999174118,7,15.6000003814697,2,47.3769187927246,7,0.106104001402855,7,16.3969468657259,0.065500000026077,1,NA,NA,NA,NA,0.357399996370077,1,1.16385000944138,1,70.2630653381348,1
"Benguela_342","Benguela","24-10-2000",7460,NA,10,-22.9833333333,-13.5,12.8146353764639,1.48968005180359,7,15.2250003814697,2,45.9325866699219,7,0.130868002772331,7,12.4099030468529,0.06404999922961,1,NA,NA,NA,NA,0.353574998676777,1,1.16067498922348,1,54.7339706420898,1
"Benguela_343","Benguela","24-10-2000",7461,NA,10,-23,-13.6833333333,12.8152208015763,2.1809298992157,7,15.0750007629395,2,45.6048469543457,7,0.175899997353554,7,7.85392989581328,0.063062499742955,1,NA,NA,NA,NA,0.351687494665384,1,1.15444999933243,1,47.8371305465698,1
"Benguela_344","Benguela","24-10-2000",7462,NA,10,-22.9833333333,-13.8666666667,12.8146564817339,1.02281999588013,7,15,2,44.3260650634766,7,0.106600001454353,7,15.2651563059441,0.063062499742955,1,NA,NA,NA,NA,0.351687494665384,1,1.15444999933243,1,39.2790107727051,1
"Benguela_345","Benguela","25-10-2000",7463,NA,10,-22.9833333333,-14.05,12.8353280346936,1.55480498075485,4,14.9250011444092,2,54.0530014038086,1,0.132564999163151,4,14.3581120343733,0.063062499742955,1,NA,NA,NA,NA,0.351687494665384,1,1.15444999933243,1,29.0597324371338,1
"Benguela_346","Benguela","25-10-2000",7464,NA,10,-22.9833333333,-14.2166666667,12.835337571489,1.25989485297884,5,14.7750015258789,2,42.7830009460449,1,0.118248857132026,5,13.1136317164959,0.063062499742955,1,NA,NA,NA,NA,0.351687494665384,1,1.15444999933243,1,19.7626626491547,1
"Benguela_347","Benguela","25-10-2000",7465,NA,2,-23,-14.3,12.8359340136628,1.28028879165649,5,14.7000007629395,2,44.554500579834,1,0.119499599635601,5,35.0829049251249,0.0765499997884035,1,NA,NA,NA,NA,0.335334992408752,1,1.18256000876427,1,14.366717338562,1
"Benguela_348","Benguela","25-10-2000",7466,NA,2,-23,-14.3666666667,12.8359378314654,1.28028879165649,5,14.7000007629395,2,44.554500579834,1,0.119499599635601,5,35.0829049251249,0.0765499997884035,1,NA,NA,NA,NA,0.335334992408752,1,1.18256000876427,1,14.366717338562,1
"Benguela_349","Benguela","25-10-2000",7467.1,NA,12,-23.75,-14.4,12.8627353975145,1.37232249975204,5,14.5500011444092,2,48.9746704101562,1,0.123962856829166,5,11.0645793011853,0.0502599991858006,1,NA,NA,NA,NA,0.326940003037453,1,1.02104000449181,1,25.3236935933431,1
"Benguela_350","Benguela","25-10-2000",7468,NA,24,-24,-14.1666666667,12.8717287871184,1.73116716316768,4,14.7750015258789,2,56.6879997253418,1,0.141732856631279,4,1.88886096642024,0.0378600001335144,1,NA,NA,NA,NA,0.357519996166229,1,1.1208800137043,1,30.328188419342,1
"Benguela_351","Benguela","25-10-2000",7469,NA,2,-24.25,-14.3166666667,12.8807838800281,1.28940087907455,5,14.7000007629395,2,43.9375,1,0.11956735240186,5,34.5923813204539,0.0719749987125397,1,NA,NA,NA,NA,0.336289997398853,1,1.24743501842022,1,19.4231386184692,1
"Benguela_352","Benguela","25-10-2000",7470,NA,12,-24.2666666667,-14.3333333333,12.8813893577053,1.28940087907455,5,14.7000007629395,2,43.9375,1,0.11956735240186,5,10.4642003460148,0.0502599991858006,1,NA,NA,NA,NA,0.326940003037453,1,1.02104000449181,1,18.2139716148376,1
"Benguela_353","Benguela","26-10-2000",7471,NA,2,-25.4666666667,-12.1,12.9483127952945,0.298460006713867,3,16.2000007629395,2,58.6720008850098,1,0.0577999986708164,3,52.2668657938032,0.0597949996590614,1,NA,NA,NA,NA,0.346530000865459,1,1.33205000162125,1,59.7940359115601,1
"Benguela_354","Benguela","27-10-2000",7472,NA,10,-25.3333333333,-12.8166666667,12.966074229534,0.831719994544983,1,15.75,2,58.7840003967285,1,0.0957999974489212,1,22.5530371335101,0.053199999500066,1,NA,NA,NA,NA,0.342337496578693,1,1.27112500369549,1,52.2837171554565,1
"Benguela_355","Benguela","27-10-2000",7473,NA,20,-25.3,-13,12.9647848055472,0.806089997291565,1,15.6000003814697,2,58.632999420166,1,0.094200000166893,1,8.91109976948029,0.0401124998461455,1,NA,NA,NA,NA,0.338050004094839,1,1.11168749630451,1,50.3488912582397,1
"Benguela_356","Benguela","28-10-2000",7474,NA,2,-25.5833333333,-13.7333333333,12.9988084309954,1.91678337256114,5,15.0750007629395,2,34.8269996643066,1,0.170500000317891,5,24.7640483416623,0.0606699995696545,1,NA,NA,NA,NA,0.323120000958443,1,1.38309499621391,1,49.792667388916,1
"Benguela_357","Benguela","28-10-2000",7475,NA,10,-25.15,-13.9166666667,12.9814440258631,1.26560588541784,6,14.9250011444092,2,33.2229995727539,1,0.106702000138007,6,11.4297818617309,0.0531749988440424,1,NA,NA,NA,NA,0.337237495929003,1,1.26007500290871,1,34.2330328623454,1
"Benguela_358","Benguela","28-10-2000",7476,NA,10,-25.1166666667,-14.1,12.9801244371735,1.35301468995484,6,14.8500003814697,2,37.2449989318848,1,0.11042939386133,6,12.3446619681559,0.0531749988440424,1,NA,NA,NA,NA,0.337237495929003,1,1.26007500290871,1,25.6867804527283,1
"Benguela_359","Benguela","28-10-2000",7477,NA,2,-25.0833333333,-14.2833333333,12.9788056133955,1.73738759885664,6,14.7750015258789,2,36.8650016784668,1,0.127931956201792,6,28.5426290123851,0.0667649986222386,1,NA,NA,NA,NA,0.332035000622272,1,1.31575500369072,1,19.7044423421224,1
"Benguela_360","Benguela","28-10-2000",7478,NA,25,-25.1,-14.3,12.9794716454018,2.0839949871103,6,20.0570003986359,1,39.7879981994629,1,0.143393610707588,6,1.1037627742265,0.0326874994207174,1,NA,NA,NA,NA,0.338512495160103,1,1.15484999120235,1,20.9223680496216,1
"Benguela_361","Benguela","28-10-2000",7479,NA,14,-25.05,-14.4666666667,12.977487552946,3.37797898054123,6,14.7000007629395,2,40.9049987792969,1,0.201434999704361,6,2.4379615974217,0.0428449995815754,1,NA,NA,NA,NA,0.318515004217625,1,1.07606499791145,1,15.520495891571,1
"Benguela_362","Benguela","28-10-2000",7480,NA,2,-25.0166666667,-14.65,12.9761702542326,3.25027767511515,6,14.625,2,39.9339981079102,1,0.209246154014881,6,26.2780958816303,0.0687999993562698,1,NA,NA,NA,NA,0.320759999752045,1,1.29437999427319,1,13.7100839614868,1
"Benguela_363","Benguela","28-10-2000",7481,NA,7,-25.0333333333,-14.6666666667,12.9768355035642,3.25027767511515,6,14.625,2,39.9339981079102,1,0.209246154014881,6,9.23042382701266,0.0560499995946884,1,NA,NA,NA,NA,0.292472499608994,1,1.12432999163866,1,13.7100839614868,1
"Benguela_364","Benguela","28-10-2000",7482,NA,2,-25,-14.7333333333,12.9755113758107,3.25027767511515,6,14.625,2,35.9449996948242,1,0.209246154014881,6,23.6531825812518,0.0687999993562698,1,NA,NA,NA,NA,0.320759999752045,1,1.29437999427319,1,13.7100839614868,1
"Benguela_365","Benguela","28-10-2000",7483,NA,5,-25.0166666667,-14.75,12.9761764295849,3.25027767511515,6,14.625,2,35.9449996948242,1,0.209246154014881,6,12.6260130543554,0.061149999499321,1,NA,NA,NA,NA,0.303787499666214,1,1.19234999269247,1,13.3675618171692,1
"Benguela_366","Benguela","28-10-2000",7484,NA,10,-25.0333333333,-14.7666666667,12.9768416836389,3.25027767511515,6,14.7000007629395,2,35.9449996948242,1,0.209246154014881,6,4.43500367233855,0.052587499609217,1,NA,NA,NA,NA,0.335037495940924,1,1.24197500944138,1,12.8491570949554,1
"l4_367","l4","12-10-1992",249,1,5,50.25,-4.217,10.9496020876073,1.074,0,14,0,16.6417734358046,14,0.136779993772507,13,8.39818858139571,6.29907488822937,1,NA,NA,NA,NA,0.435199998319149,1,3.99762505292892,1,57.2178967542418,2
"l4_368","l4","26-10-1992",251,1,5,50.25,-4.217,10.1046614789219,1.072,0,13.1,0,16.6417734358046,14,0.136779993772507,13,8.39818858139571,6.29907488822937,1,NA,NA,NA,NA,0.435199998319149,1,3.99762505292892,1,57.2178967542418,2
"l4_369","l4","03-11-1992",252,1,5,50.25,-4.217,9.64584649944764,1.005,0,11.8,0,11.0609164767795,14,0.379889994859695,13,1.65527619888329,4.63817501068115,1,NA,NA,NA,NA,0.323325000703335,1,2.97769993543625,1,57.2178967542418,2
"l4_370","l4","10-11-1992",253,1,5,50.25,-4.217,9.26825782771999,0.858,0,12.5,0,11.0609164767795,14,0.379889994859695,13,1.65527619888329,4.63817501068115,1,NA,NA,NA,NA,0.323325000703335,1,2.97769993543625,1,57.2178967542418,2
"l4_371","l4","16-11-1992",254,1,5,50.25,-4.217,8.96921183098699,0.587,0,12,0,11.0609164767795,14,0.379889994859695,13,1.65527619888329,4.63817501068115,1,NA,NA,NA,NA,0.323325000703335,1,2.97769993543625,1,57.2178967542418,2
"l4_372","l4","08-12-1992",257,1,5,50.25,-4.217,8.1798023984588,0.959,0,11,0,NA,NA,NA,NA,NA,4.56427502632141,1,NA,NA,NA,NA,0.362325005233288,1,2.5612750351429,1,57.2178967542418,2
"l4_373","l4","14-12-1992",258,1,5,50.25,-4.217,8.07888786796212,NA,NA,11,0,NA,NA,NA,NA,NA,4.56427502632141,1,NA,NA,NA,NA,0.362325005233288,1,2.5612750351429,1,57.2178967542418,2
"l4_374","l4","04-01-1993",261,1,5,50.25,-4.217,8.19818950259925,0.23,0,9.9,0,8.27849006652832,14,0.0862499997019768,13,5.37850575098022,5.34102511405945,1,NA,NA,NA,NA,0.557025007903576,1,2.06609999202192,1,57.2178967542418,2
"l4_375","l4","18-01-1993",263,1,5,50.25,-4.217,8.65418280068788,1.047,0,9.5,0,8.27849006652832,14,0.0862499997019768,13,5.37850575098022,5.34102511405945,1,NA,NA,NA,NA,0.557025007903576,1,2.06609999202192,1,57.2178967542418,2
"l4_376","l4","25-01-1993",264,1,5,50.25,-4.217,8.96723405441346,0.435,0,9.5,0,8.27849006652832,14,0.0862499997019768,13,5.37850575098022,5.34102511405945,1,NA,NA,NA,NA,0.557025007903576,1,2.06609999202192,1,57.2178967542418,2
"l4_377","l4","01-02-1993",265,1,5,50.25,-4.217,9.32173219279793,0.74,0,10.1,0,12.3323434193929,14,0.0901800021529198,13,7.85637533443779,9.68742513656616,1,NA,NA,NA,NA,0.492700003087521,1,5.93017494678497,1,57.2178967542418,2
"l4_378","l4","08-02-1993",266,1,5,50.25,-4.217,9.70732552813075,0.667,0,10.27,0,12.3323434193929,14,0.0901800021529198,13,7.85637533443779,9.68742513656616,1,NA,NA,NA,NA,0.492700003087521,1,5.93017494678497,1,57.2178967542418,2
"l4_379","l4","15-02-1993",267,1,5,50.25,-4.217,10.1152977188964,0.67,0,10.54,0,12.3323434193929,14,0.0901800021529198,13,7.85637533443779,9.68742513656616,1,NA,NA,NA,NA,0.492700003087521,1,5.93017494678497,1,57.2178967542418,2
"l4_380","l4","22-02-1993",268,1,5,50.25,-4.217,10.5386982342577,1.604,0,9.7,0,12.3323434193929,14,0.0901800021529198,13,7.85637533443779,9.68742513656616,1,NA,NA,NA,NA,0.492700003087521,1,5.93017494678497,1,57.2178967542418,2
"l4_381","l4","01-03-1993",269,1,5,50.25,-4.217,10.9722002397875,1.019,0,8.96,0,21.683084487915,14,0.0937599986791611,13,13.5682492116332,14.8326001167297,1,NA,NA,NA,NA,0.529925003647804,1,2.94624999165535,1,57.2178967542418,2
"l4_382","l4","08-03-1993",270,1,5,50.25,-4.217,11.4118144586892,0.599,0,8.83,0,21.683084487915,14,0.0937599986791611,13,13.5682492116332,14.8326001167297,1,NA,NA,NA,NA,0.529925003647804,1,2.94624999165535,1,57.2178967542418,2
"l4_383","l4","15-03-1993",271,1,5,50.25,-4.217,11.8545464646006,0.779,0,9.3,0,21.683084487915,14,0.0937599986791611,13,13.5682492116332,14.8326001167297,1,NA,NA,NA,NA,0.529925003647804,1,2.94624999165535,1,57.2178967542418,2
"l4_384","l4","23-03-1993",272,1,5,50.25,-4.217,12.3613447153866,1.276,0,9.2,0,21.683084487915,14,0.0937599986791611,13,13.5682492116332,14.8326001167297,1,NA,NA,NA,NA,0.529925003647804,1,2.94624999165535,1,57.2178967542418,2
"l4_385","l4","13-04-1993",275,1,5,50.25,-4.217,13.6735043474176,2.859,0,10,0,35.2791574266222,14,0.244980007410049,13,10.3645601752217,10.777174949646,1,NA,NA,NA,NA,0.330599993467331,1,3.08085000514984,1,57.2178967542418,2
"l4_386","l4","19-04-1993",276,1,5,50.25,-4.217,14.0366018839858,7.263,0,10.4,0,35.2791574266222,14,0.244980007410049,13,10.3645601752217,10.777174949646,1,NA,NA,NA,NA,0.330599993467331,1,3.08085000514984,1,57.2178967542418,2
"l4_387","l4","26-04-1993",277,1,5,50.25,-4.217,14.4481716709916,3.86,0,10.5,0,35.2791574266222,14,0.244980007410049,13,10.3645601752217,10.777174949646,1,NA,NA,NA,NA,0.330599993467331,1,3.08085000514984,1,57.2178967542418,2
"l4_388","l4","04-05-1993",278,1,5,50.25,-4.217,14.8962037888796,0.768,0,10.8,0,43.8595792982313,14,0.177729994058609,13,18.0355206125259,3.69049996137619,1,NA,NA,NA,NA,0.303600002080202,1,1.46557500958443,1,57.2178967542418,2
"l4_389","l4","10-05-1993",279,1,5,50.25,-4.217,15.2109262691607,2.868,0,11,0,43.8595792982313,14,0.177729994058609,13,18.0355206125259,3.69049996137619,1,NA,NA,NA,NA,0.303600002080202,1,1.46557500958443,1,57.2178967542418,2
"l4_390","l4","18-05-1993",280,1,5,50.25,-4.217,15.5924687645434,1.311,0,12.2,0,43.8595792982313,14,0.177729994058609,13,18.0355206125259,3.69049996137619,1,NA,NA,NA,NA,0.303600002080202,1,1.46557500958443,1,57.2178967542418,2
"l4_391","l4","02-06-1993",282,1,5,50.25,-4.217,16.1443249180404,1.153,0,13,0,48.1500180562337,14,0.089599996805191,13,30.763272563763,1.06207501888275,1,NA,NA,NA,NA,0.132375001907349,1,1.06702499091625,1,57.2178967542418,2
"l4_392","l4","08-06-1993",283,1,5,50.25,-4.217,16.2880043932737,1.461,0,14.2,0,48.1500180562337,14,0.089599996805191,13,30.763272563763,1.06207501888275,1,NA,NA,NA,NA,0.132375001907349,1,1.06702499091625,1,57.2178967542418,2
"l4_393","l4","14-06-1993",284,1,5,50.25,-4.217,16.3797167297393,2.39,0,12.7,0,48.1500180562337,14,0.089599996805191,13,30.763272563763,1.06207501888275,1,NA,NA,NA,NA,0.132375001907349,1,1.06702499091625,1,57.2178967542418,2
"l4_394","l4","21-06-1993",285,1,5,50.25,-4.217,16.4166704149063,2.303,0,13.9,0,48.1500180562337,14,0.089599996805191,13,30.763272563763,1.06207501888275,1,NA,NA,NA,NA,0.132375001907349,1,1.06702499091625,1,57.2178967542418,2
"l4_395","l4","28-06-1993",286,1,5,50.25,-4.217,16.3766355105016,2.019,0,15.25,0,48.1500180562337,14,0.089599996805191,13,30.763272563763,1.06207501888275,1,NA,NA,NA,NA,0.132375001907349,1,1.06702499091625,1,57.2178967542418,2
"l4_396","l4","05-07-1993",287,1,5,50.25,-4.217,16.2619397319189,9.04,0,15.0750007629395,2,45.5924741956923,14,0.18877999484539,13,17.7403674386461,0.325474999845028,1,NA,NA,NA,NA,0.198249999433756,1,1.02749998867512,1,57.2178967542418,2
