species,mean,sd,method,reference
Emiliania huxleyi,8.4,0,lab measurement,oviedo2014
Emiliania huxleyi,8.4,0,lab measurement,oviedo2014
Emiliania huxleyi,12,0,lab measurement,oviedo2014
Emiliania huxleyi,8.4,0,lab measurement,oviedo2014
Emiliania huxleyi,10.8,0,lab measurement,oviedo2014
Emiliania huxleyi,8.4,0,lab measurement,oviedo2014
