Latitude,Longitude,Depth,Day,Month,Year,Reference,Method,Acanthoica acanthifera HET,Acanthoica acanthos HET,Acanthoica biscayensis HET,Acanthoica maxima HET,Acanthoica quattrospina COMB,Acanthoica quattrospina HET,Acanthoica quattrospina HOL,Algirosphaera cucullata HET,Algirosphaera robusta HET,Alisphaera capulata HET,Alisphaera extenta HET,Alisphaera gaudii HET,Alisphaera gaudii POL,Alisphaera ordinata HET,Alisphaera pinnigera HET,Alisphaera quadrilatera HET,Alisphaera unicornis COMB,Alisphaera unicornis HET,Alisphaera unicornis POL,Balaniger virgulosa HET,Braarudosphaera bigelowii NANO,Calcidiscus leptoporus HET,Calcidiscus leptoporus HOL,Calciopappus caudatus HET,Calciopappus rigidus HET,Calciosolenia brasiliensis HET,Calciosolenia corselli HET,Calciosolenia murrayi HET,Calicasphaera blokii HOL,Calicasphaera concava HOL,Calicasphaera diconstricta HOL,Calyptrolithina divergens HOL,Calyptrolithina multipora HOL,Calyptrosphaera heimdaliae HOL,Calyptrosphaera sphaeroidea HET,Calyptrosphaera sphaeroidea HOL,Canistrolithus valliformis HET,Ceratolithus cristatus CER,Ceratolithus cristatus HET,Ceratolithus vidalii HET,Chrysotila carterae HET,Chrysotila roscoffensis HET,Coccolithus pelagicus HET,Coccolithus pelagicus HOL,Corisphaera gracilis HOL,Corisphaera tyrrheniensis HOL,Cyrtosphaera aculeata HET,Cyrtosphaera cidaris HET,Discosphaera tubifera HET,Emiliania huxleyi HET,Florisphaera profunda NANO,Flosculosphaera calceolariopsis HOL,Formonsella pyramidosa HET,Gephyrocapsa ericsonii HET,Gephyrocapsa muellerae HET,Gephyrocapsa oceanica HET,Gephyrocapsa ornata HET,Gephyrocapsa parvula HET,Gladiolithus flabellatus HET,Gliscolithus amitakareniae HOL,Hayaster perplexus HET,Helicosphaera HOL catilliferus type,Helicosphaera HOL confusus type,Helicosphaera HOL ponticuliferus type,Helicosphaera carteri HET,Helicosphaera hyalina HET,Helicosphaera pavimentum HET,Helicosphaera pavimentum HOL,Helicosphaera wallichii HET,Helladosphaera cornifera HOL,Helladosphaera pienaarii HOL,Helladosphaera vavilovii HOL,Holococcolithophora cialdii HOL,Holococcolithophora dentata HOL,Holococcolithophora kastriensis HOL,Homozygosphaera spinosa HOL,Homozygosphaera triarcha HOL,Hughesius youngii HET,Hymenomonas roseola HET,Kataspinifera baumannii HET,Michaelsarsia adriaticus HET,Michaelsarsia elegans HET,Navilithus altivelum HET,Ochrosphaera neapolitana HET,Oolithotus antillarum HET,Oolithotus fragilis HET,Ophiaster formosus HET,Ophiaster hydroideus HET,Ophiaster macrospinus HET,Ophiaster minimus HET,Ophiaster reductus HET,Palusphaera vandelii HET,Pappomonas borealis HET,Pappomonas flabellifera HET,Pappomonas sp. type 1 HET,Pappomonas sp. type 3 HET,Pappomonas sp. type 4 HET,Pappomonas sp. type 5 HET,Pappomonas vexillata HET,Papposphaera arctica HET,Papposphaera lepida HET,Papposphaera sagittifera HET,Papposphaera sp. type 1 HET,Papposphaera sp. type 2 HET,Papposphaera sp. type 3 HET,Papposphaera sp. type 4 HET,Papposphaera thomsenii HET,Picarola margalefii HET,Pileolosphaera longistirpes HET,Placorhombus ziveriae HET,Polycrater sp. ladle-like POL,Pontosphaera discopora HET,Pontosphaera japonica HET,Pontosphaera japonica HOL,Pontosphaera multipora HET,Pontosphaera syracusana HET,Poritectolithus maximus HOL,Poritectolithus poritectus HOL,Pseudowigwamma scenozonion HET,Rhabdosphaera clavigera HET,Rhabdosphaera xiphos COMB,Rhabdosphaera xiphos HET,Scyphosphaera apsteinii HET,Scyphosphaera apsteinii HOL,Scyphosphaera porosa HET,Solisphaera emidasia HET,Solisphaera galbula HET,Solisphaera helianthiformis HET,Solisphaera turbinella HET,Sphaerocalyptra adenensis HOL,Sphaerocalyptra dermitzakii HOL,Sphaerocalyptra quadridentata HOL,Sphaerocalyptra sp. 1 HOL,Sphaerocalyptra sp. 3 HOL,Sphaerocalyptra sp. 6 HOL,Sphaerocalyptra youngii HOL,Syracolithus bicorium HOL,Syracolithus quadriperforatus HOL,Syracolithus schilleri HOL,Syracolithus sp. type A HOL,Syracosphaera ampliora HET,Syracosphaera andruleitii HET,Syracosphaera anthos HET,Syracosphaera anthos HOL,Syracosphaera arethusae COMB,Syracosphaera arethusae HET,Syracosphaera arethusae HOL,Syracosphaera aurisinae HET,Syracosphaera aurisinae HOL,Syracosphaera azureaplaneta  HET,Syracosphaera bannockii COMB,Syracosphaera bannockii HET,Syracosphaera bannockii HOL,Syracosphaera borealis HET,Syracosphaera castellata HET,Syracosphaera corolla HET,Syracosphaera dilatata HET,Syracosphaera epigrosa HET,Syracosphaera exigua HET,Syracosphaera florida HET,Syracosphaera gaarderae HET,Syracosphaera gaarderae HOL,Syracosphaera halldalii HET,Syracosphaera hastata HET,Syracosphaera histrica COMB,Syracosphaera histrica HET,Syracosphaera histrica HOL,Syracosphaera isselii HOL,Syracosphaera lafourcadii HOL,Syracosphaera leptolepsis HET,Syracosphaera magnaghii HOL,Syracosphaera marginiporata HET,Syracosphaera marginiporata HOL,Syracosphaera maxima HET,Syracosphaera mediterranea COMB,Syracosphaera mediterranea HET,Syracosphaera mediterranea HOL gracillima type,Syracosphaera mediterranea HOL hellenica type,Syracosphaera mediterranea HOL marisrubri type,Syracosphaera mediterranea HOL wettsteinii type,Syracosphaera molischii COMB,Syracosphaera molischii HET,Syracosphaera molischii HOL,Syracosphaera nana HET,Syracosphaera nana HOL,Syracosphaera nodosa HET,Syracosphaera noroitica HET,Syracosphaera orbiculus HET,Syracosphaera orbiculus HOL,Syracosphaera origami HOL,Syracosphaera ossa HET,Syracosphaera periperforata HOL,Syracosphaera prolongata HET,Syracosphaera protrudens HET,Syracosphaera pulchra COMB,Syracosphaera pulchra HET,Syracosphaera pulchra HOL galea type,Syracosphaera pulchra HOL oblonga type,Syracosphaera pulchra HOL pirus type,Syracosphaera reniformis HET,Syracosphaera rhombica HET,Syracosphaera rotaconica HOL,Syracosphaera rotula HET,Syracosphaera serrata HET,Syracosphaera sp. Y HET,Syracosphaera squamosa HET,Syracosphaera strigilis COMB,Syracosphaera strigilis HET,Syracosphaera strigilis HOL,Syracosphaera tumularis HET,Tergestiella adriatica HET,Tetralithoides quadrilaminata HET,Turrilithus latericioides HET,Umbellosphaera irregularis HET,Umbellosphaera tenuis HET,Umbilicosphaera angustiforamen HET,Umbilicosphaera anulus HET,Umbilicosphaera foliosa HET,Umbilicosphaera hulburtiana HET,Umbilicosphaera sibogae HET,Vexillarius cancellifer HET,Vexillarius iaculifer HET,Wigwamma antarctica HET,Wigwamma triradiata HET,Zygosphaera amoena HOL,Zygosphaera marsilii HOL
32.1,-64.3,100.0,20,2,1991,Haidar2001,SEM,,,,,,,,,220.0,,,,,,,,,,,,,220.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,27573.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.0,,,,,,,1099.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2197.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330.0,,,,,,
32.1,-64.3,150.0,20,2,1991,Haidar2001,SEM,,,,,,,,,204.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15981.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.0,340.0,,,,,,544.0,,,,,,,,,,,,,,,,,,,,,,,,,136.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1428.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,952.0,,,,,,
32.1,-64.3,200.0,20,2,1991,Haidar2001,SEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1007.0,378.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32.1,-64.3,1.0,21,3,1991,Haidar2001,SEM,,,,,,,,,211.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211.0,27656.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.0,,,,,,317.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,739.0,,,,528.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,633.0,,,,,,,,,,,
32.1,-64.3,50.0,21,3,1991,Haidar2001,SEM,,,,,,,,,83.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.0,,,,,,,,,,,83.0,20959.0,497.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,497.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,580.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.0,166.0,,,,,83.0,,,,,,
32.1,-64.3,75.0,21,3,1991,Haidar2001,SEM,,,,,,,,,312.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.0,,,,,,,,,,,,25036.0,1454.0,,,,,,,,519.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,623.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1143.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.0,416.0,,,,,,,,,,,
32.1,-64.3,100.0,21,3,1991,Haidar2001,SEM,,,,,,,,,91.0,,,,,,,,,,,,,91.0,,,,,,,,,,,,,,,,,,,,,,,,,,,182.0,23245.0,456.0,,,,,,,,91.0,,,,,,,,,,,,,,,,,,,,,,,91.0,,,,,,365.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1276.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.0,,,,,,365.0,,,,,,
32.1,-64.3,150.0,21,3,1991,Haidar2001,SEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.0,,,,,,,,,,61.0,15913.0,245.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.0,,,,,,,367.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,979.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32.1,-64.3,200.0,21,3,1991,Haidar2001,SEM,,,,,,,,,755.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9314.0,378.0,,,,,126.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1384.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.0,,,,,,
32.1,-64.3,1.0,23,4,1991,Haidar2001,SEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83480.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,582.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1454.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32.1,-64.3,25.0,23,4,1991,Haidar2001,SEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60256.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,903.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,677.0,,,,,,
32.1,-64.3,50.0,23,4,1991,Haidar2001,SEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88055.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1190.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297.0,,,,,,
