Latitude,Longitude,Depth,Day,Month,Year,Reference,Method,Acanthoica acanthifera,Acanthoica acanthos,Acanthoica maxima,Acanthoica quattrospina,Acanthoica quattrospina COMB,Acanthoica quattrospina HOL,Algirosphaera cucullata,Algirosphaera robusta,Alisphaera capulata,Alisphaera extenta,Alisphaera gaudii,Alisphaera gaudii POL,Alisphaera ordinata,Alisphaera pinnigera,Alisphaera quadrilatera,Alisphaera unicornis,Alisphaera unicornis COMB,Alisphaera unicornis POL,Balaniger virgulosa,Braarudosphaera bigelowii,Calcidiscus leptoporus,Calcidiscus leptoporus HOL,Calciopappus caudatus,Calciopappus rigidus,Calciosolenia brasiliensis,Calciosolenia corselli,Calciosolenia murrayi,Calicasphaera blokii,Calicasphaera concava,Calicasphaera diconstricta,Calyptrolithina divergens,Calyptrolithina multipora,Calyptrosphaera heimdaliae,Calyptrosphaera sphaeroidea,Calyptrosphaera sphaeroidea HOL,Canistrolithus valliformis,Ceratolithus cristatus CER,Ceratolithus cristatus HET,Ceratolithus vidalii HET,Chrysotila carterae,Chrysotila roscoffensis,Coccolithus pelagicus,Coccolithus pelagicus HOL,Corisphaera gracilis,Corisphaera tyrrheniensis,Cyrtosphaera aculeata,Cyrtosphaera cidaris,Discosphaera tubifera,Emiliania huxleyi,Florisphaera profunda,Flosculosphaera calceolariopsis,Formonsella pyramidosa,Gephyrocapsa ericsonii,Gephyrocapsa muellerae,Gephyrocapsa oceanica,Gephyrocapsa ornata,Gephyrocapsa parvula,Gladiolithus flabellatus,Gliscolithus amitakareniae,Hayaster perplexus,Helicosphaera HOL catilliferus type,Helicosphaera HOL confusus type,Helicosphaera HOL ponticuliferus type,Helicosphaera carteri,Helicosphaera hyalina,Helicosphaera pavimentum,Helicosphaera pavimentum HOL,Helicosphaera wallichii,Helladosphaera cornifera,Helladosphaera pienaarii,Helladosphaera vavilovii,Holococcolithophora cialdii,Holococcolithophora dentata,Holococcolithophora kastriensis,Homozygosphaera spinosa,Homozygosphaera triarcha,Hughesius youngii,Hymenomonas roseola,Kataspinifera baumannii,Michaelsarsia adriaticus,Michaelsarsia elegans,Navilithus altivelum,Ochrosphaera neapolitana,Oolithotus antillarum,Oolithotus fragilis,Ophiaster formosus,Ophiaster hydroideus,Ophiaster macrospinus,Ophiaster minimus,Ophiaster reductus,Palusphaera vandelii,Pappomonas borealis,Pappomonas flabellifera,Pappomonas sp. type 3,Pappomonas sp. type 4,Pappomonas sp. type 5,Pappomonas vexillata,Papposphaera arctica,Papposphaera lepida,Papposphaera sagittifera,Papposphaera sp. type 1,Papposphaera sp. type 2,Papposphaera sp. type 3,Papposphaera sp. type 4,Papposphaera thomsenii,Picarola margalefii,Pileolosphaera longistirpes,Placorhombus ziveriae,Polycrater sp. ladle-like,Pontosphaera discopora,Pontosphaera japonica,Pontosphaera japonica HOL,Pontosphaera multipora,Pontosphaera syracusana,Poritectolithus maximus,Poritectolithus poritectus,Pseudowigwamma scenozonion,Rhabdosphaera clavigera,Rhabdosphaera xiphos,Scyphosphaera apsteinii,Scyphosphaera apsteinii HOL,Solisphaera emidasia,Solisphaera galbula,Solisphaera helianthiformis,Solisphaera turbinella,Sphaerocalyptra adenensis,Sphaerocalyptra dermitzakii,Sphaerocalyptra quadridentata,Sphaerocalyptra sp. 1,Sphaerocalyptra youngii,Syracolithus bicorium,Syracolithus quadriperforatus,Syracolithus schilleri,Syracolithus sp. type A,Syracosphaera ampliora,Syracosphaera andruleitii,Syracosphaera anthos,Syracosphaera anthos HOL,Syracosphaera arethusae,Syracosphaera arethusae COMB,Syracosphaera arethusae HOL,Syracosphaera aurisinae,Syracosphaera aurisinae HOL,Syracosphaera azureaplaneta,Syracosphaera bannockii,Syracosphaera bannockii COMB,Syracosphaera bannockii HOL,Syracosphaera borealis,Syracosphaera castellata,Syracosphaera corolla,Syracosphaera dilatata,Syracosphaera epigrosa,Syracosphaera exigua,Syracosphaera florida,Syracosphaera gaarderae,Syracosphaera gaarderae HOL,Syracosphaera halldalii,Syracosphaera hastata,Syracosphaera histrica,Syracosphaera histrica HOL,Syracosphaera isselii HOL,Syracosphaera lafourcadii HOL,Syracosphaera leptolepsis,Syracosphaera magnaghii HOL,Syracosphaera marginiporata,Syracosphaera marginiporata HOL,Syracosphaera maxima,Syracosphaera mediterranea,Syracosphaera mediterranea COMB,Syracosphaera mediterranea HOL gracillima type,Syracosphaera mediterranea HOL hellenica type,Syracosphaera mediterranea HOL marisrubri type,Syracosphaera mediterranea HOL wettsteinii type,Syracosphaera molischii,Syracosphaera molischii HOL,Syracosphaera nana,Syracosphaera nana HOL,Syracosphaera neapolitana,Syracosphaera nodosa,Syracosphaera noroitica,Syracosphaera orbiculus,Syracosphaera orbiculus HOL,Syracosphaera ossa,Syracosphaera periperforata HOL,Syracosphaera prolongata,Syracosphaera protrudens,Syracosphaera pulchra,Syracosphaera pulchra COMB,Syracosphaera pulchra HOL galea type,Syracosphaera pulchra HOL oblonga type,Syracosphaera pulchra HOL pirus type,Syracosphaera reniformis,Syracosphaera rhombica,Syracosphaera rotaconica HOL,Syracosphaera rotula,Syracosphaera serrata,Syracosphaera squamosa,Syracosphaera strigilis,Syracosphaera strigilis COMB,Syracosphaera strigilis HOL,Syracosphaera tumularis,Tergestiella adriatica,Tetralithoides quadrilaminata,Turrilithus latericioides,Umbellosphaera irregularis,Umbellosphaera tenuis,Umbilicosphaera anulus,Umbilicosphaera foliosa,Umbilicosphaera hulburtiana,Umbilicosphaera sibogae,Vexillarius cancellifer,Vexillarius iaculifer,Wigwamma antarctica,Wigwamma triradiata,Zygosphaera amoena,Zygosphaera marsilii
29.467,34.929,140.0,15,5,2017,Keuter2023,SEM,,,,83.66636700000001,,,,752.997305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4978.148851,,,41.833184,836.663672,,,,,,,,,,,,,,,,,,,,,,41.833184,,,,,,,,,,,41.833184,,,,,,,,,,41.833184,,,,,,,,,,,,,,,,,,,,,,292.832285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.833184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292.832285,,,,,,,,,,,,,,,,,,,,,,,,,,,41.833184,,,,,,
29.467,34.929,140.0,27,3,2017,Keuter2023,SEM,,,,55.042769,,,,165.128306,,55.042769,,,,,,,,,,,,,,275.213844,,,55.042769,,,,,,,,,,,,,,,,,,,,,,11173.68207,,,,935.72707,,220.171075,,,,,,,,,,,,330.256613,,,,,,,,,,,,,,55.042769,,,,,110.085538,,,,,,,,,,,,,165.128306,,,,,,,110.085538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,880.6843009999999,,,,,,110.085538,,,,,,,55.042769,,,,,,,,,,,,,,,,,,1321.0264519999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.468,34.928,2.0,15,8,2018,Keuter2023,SEM,,,,83.23250999999999,,,,,,,,,,,,,,,,,,,,,,,,,,83.23250999999999,,,,,,,,,,,,,,,,,,83.23250999999999,2829.905342,,,,,,,,,,,,83.23250999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249.69753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.46501999999998,,,,499.39506,,,,,,,,,,,,,,,,,,,1498.185181,,,,,,,,,,
29.468,34.928,10.0,15,8,2018,Keuter2023,SEM,,,,,,,,,,,,,,,,,,103.902556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.902556,4467.809895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.902556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,519.5127779999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311.707667,,,,,,,,,,,,,,,103.902556,,,,519.5127779999999,,103.902556,,,,,,,,,,,,,,,,,1766.343447,,,,,,,,,,
29.468,34.928,20.0,15,8,2018,Keuter2023,SEM,,,,89.763398,,,,,,,,,,,,,,,,,,,,,,,,,,269.290194,,,,,,,,,,,,,,,,,,89.763398,4488.169895999999,,,,,,,,,,,,179.526796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359.053592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269.290194,,,,269.290194,,89.763398,,,,,,,,,,,,,89.763398,,,,628.343785,,,,,,,,,,,,,,,,,,807.870581,2692.901938,,,,,,,,,,
29.468,34.928,30.0,15,8,2018,Keuter2023,SEM,,,,253.571713,,,,,,63.392928,,190.178785,,,,,,,,,,63.392928,,,,,,,,190.178785,,63.392928,,,,,,,,,,,,63.392928,,,,,3486.611058,,,,,,,,,,,,,,,,,,,,,,,,,,190.178785,,,,,,,,,,,63.392928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,507.143427,,,,,,,,,,,,,,,,253.571713,,,,,,,,,,,,,63.392928,,,,,,,,,570.536355,,,,,,,,190.178785,,,,507.143427,,,,,,,,,,,,,,,63.392928,,63.392928,,507.143427,,63.392928,,,,,,,,,,,,,,,,316.964642,3233.039344,,,,,,,,,,
29.468,34.928,40.0,15,8,2018,Keuter2023,SEM,,,,58.196787,,,,,,,58.196787,,,,,,,,,,,232.787147,,,,,,,,,,58.196787,,,,,,,,,,,,116.393573,,,,58.196787,2618.855399,,,,232.787147,,,,,,,,,,,,,,,,,,,,,,,58.196787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.59036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.393573,,,,,,,,,523.7710800000001,,,,,,,,581.9678670000001,,,,116.393573,,116.393573,58.196787,,,,,,,,,,,,116.393573,,116.393573,,116.393573,,290.983933,,,,,,,,,,,,,,,,698.36144,5412.301159,,,,,,,,,,
29.468,34.928,60.0,15,8,2018,Keuter2023,SEM,,,,,,,,,,,,,,,,,,56.34927,,,,394.444887,,,,,,,,,,,,,,,,,,,,,,,,,,,2084.9229760000003,,,,56.34927,,,,,,,,112.698539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.34927,,,,,,,,,,,,,,,,,,,,,,,,,,,394.444887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.698539,,,,,,394.444887,,56.34927,,,,,,225.397078,,,,56.34927,,112.698539,,,,,,,,,,,,,169.047809,,112.698539,,56.34927,,845.239044,,,,,,,,,,,,,,,,845.239044,8790.48606,,,,,,,,,,
29.468,34.928,80.0,15,8,2018,Keuter2023,SEM,,,,,,,,,,,,54.454445,,,,,,217.817778,,,,490.090001,,,,,54.454445,,,,,,,,,,,,,,,,,,,,,,2395.995561,,,,381.181112,,,,,,,,54.454445,,,,,,,54.454445,,,,,,,108.908889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,762.362224,,,,,,,,,,,,,,,,,,,,,,,,,108.908889,,,,,,,108.908889,,,,,,326.726667,,108.908889,,,,,,272.272223,,,,,,54.454445,108.908889,,,,54.454445,,,,,,,,435.635557,,,,272.272223,,707.907779,,,,,,,,,,,,,,,,163.363334,6915.7144610000005,,,,,,,,,,
29.468,34.928,90.0,18,6,2018,Keuter2023,SEM,,,,571.659257,,,,5487.928867,,,,,,,,,,,,,,,,,,,1486.314068,,,,,,,,,,,,,,,,,57.165926,,,,,12862.33328,57.165926,,,7317.238490000001,,,,,,,,,,,,,,,,,,,,,,,,,,,457.327406,628.825183,,,,,4687.605907,,,,,171.497777,,,,,,,,57.165926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.497777,,,,,,,,,,,,,,,,,,57.165926,,,,,,,,,,,,,57.165926,,,,,,,,,,,,,,,3372.789616,,,,,,,,,,,,,,,,,,,,,,,114.331851,,,,,,,,,,
29.468,34.928,100.0,15,8,2018,Keuter2023,SEM,,,,135.33443400000002,,,,315.780345,,,,,,,,,,,,,,90.222956,,,45.111478000000005,,1533.790248,,,,,,,,,,,,,,,,,90.222956,,,,,2571.354238,766.895124,,,3157.803451,,,,,,,,,,,,,,,,,,,,,,,,,,,45.111478000000005,180.445911,,,,,631.56069,,,,,992.452513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.445911,,,,,,,,,,,,,,45.111478000000005,,,,,,,,,90.222956,,,,,,,,,,,,,,,,,,,,,,,,360.891823,,45.111478000000005,,90.222956,,45.111478000000005,,,,,,,,,,,,,,,,90.222956,2120.23946,,,,,,,,,,
29.468,34.928,120.0,15,8,2018,Keuter2023,SEM,,,,,,,,917.313691,,,,,,,,,,,,,,,,,,,829.950483,,,,,,,,,,,,,,,,,,,,,,5285.474127,5241.792523,,,349.452835,,,,,436.816044,,,,,,,43.681604,,,,,,,,,,,,,,43.681604,,87.363209,,,174.726417,,,,436.816044,,,174.726417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1397.811339,131.044813,,,,,,,,,,,,,,,,,,87.363209,,,,,,,,,43.681604,,,,,,,,,,,,,,,,,,,43.681604,,,,,,,,,,,,,,,,,,,,,,43.681604,174.726417,,,,,,,,,,
29.468,34.929,20.0,18,6,2018,Keuter2023,SEM,,,,417.28117,,,,,119.223192,,59.611596000000006,59.611596000000006,,,,,,59.611596000000006,,,,59.611596000000006,,,,,,,,,,,,,,,,,,,,,,119.223192,,,,834.5623410000001,1728.7362770000002,,,,178.834787,,,,,,,,,,,,,,,,,,,,,,178.834787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,953.785532,119.223192,,,,,,,,,,,,,,,119.223192,,,,,,,,,,,,,,,,,,,,,,59.611596000000006,,,,59.611596000000006,,,,476.8927660000001,,,,238.44638300000005,,,,,,,59.611596000000006,,,,,,,,655.727553,,,,476.8927660000001,,357.669575,,,,,,,,,,,,,,,,238.44638300000005,1549.9014900000002,,,,,,,,,,
29.468,34.929,140.0,16,5,2018,Keuter2023,SEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5170.48361,,,,1417.713248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.394897,,,,,,,,,,,,,,,,,,,,,,,,,,,166.789794,,,,,,
29.468,34.93,2.0,11,7,2017,Keuter2023,SEM,,,,248.029695,,,,,,,49.605939,,,,,,,148.817817,,,,148.817817,,,,,,,,,,,,,,,,,,,,,,793.695024,,,,,2777.932584,,,,892.906902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248.029695,,,,,,,,,,,,,,,,,,,,,,,,,,,2529.902889,1140.936597,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.423756,,,,,,,,,,,99.211878,,,,,,,99.211878,,,49.605939,,248.029695,,,,,297.635634,,,,,,,,496.05939,,49.605939,,49.605939,,694.483146,,,,,,,,,,,,,,,,,1289.754414,,,,,,,,,,
29.468,34.93,2.0,18,6,2017,Keuter2023,SEM,,,,,,,,,48.453801,,,,,,,,,,,,,,,,48.453801,,,,,,,,,,,,,,,,,,,48.453801,,48.453801,,,1889.698231,,,,1938.152032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242.269004,96.907602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.815203,48.453801,,,,,,,,,,,,,,,,,,,,,,,,242.269004,,,,193.815203,,339.176606,,,,,,,,,,,,,,,,,96.907602,,,,,,,,,,
29.468,34.93,10.0,11,7,2017,Keuter2023,SEM,,,,571.316263,,,,,57.131626,,,,,,,,,114.263253,,,,228.526505,,,,,,,,114.263253,285.658132,,,,,,,,,,,,,1599.685537,,,,,4056.34547,,,,1028.369274,,,,,,,,114.263253,,,,,,,,,,,,,,171.394879,,,,,,,,,,,228.526505,,,,,571.316263,,,,,,,,,,,,,,,,,,,,,,,,,,,2228.133427,5313.241249,,,,,,,,,342.789758,,,,,,,,,,,,,171.394879,,,,,,114.263253,,,57.131626,,,,,,114.263253,,171.394879,,,,,,114.263253,114.263253,,,228.526505,,57.131626,,,,,457.053011,,,57.131626,,,,,514.1846370000001,57.131626,57.131626,,171.394879,,914.106021,,,,,,,,,,,,,,,,57.131626,1371.159032,,,,57.131626,,,,,,228.526505
29.468,34.93,10.0,18,6,2017,Keuter2023,SEM,,,,125.979882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.973176,,,,,1511.758585,,,,251.959764,,,,,,,,,,,,,,41.993294,41.993294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.96647,125.979882,,,,,,,,,,,,,,,,,,41.993294,,,,,,,,,,,,,,,,,,,,,41.993294,,,,,,,41.993294,,,41.993294,,,,,,,167.973176,,,,,,,,377.939646,,41.993294,,83.986588,,125.979882,,,,,,,,,,,,,,,,,83.986588,,,,83.986588,,,,,,41.993294
29.468,34.93,20.0,11,7,2017,Keuter2023,SEM,,,,291.47494,,,,,32.386104,32.386104,,,,,,,,64.772209,,,,129.544418,,,,,,,,,,,,,,,,,,,,,,971.583133,,,,,3109.066025,,,,1846.007952,,,,,,,,32.386104,,,,,,,,,,,,,,161.930522,,,,,,,,,,,194.316627,,,,,3044.2938160000003,,,,,,,,,,,,,,,,,,,,,,,,,,,1684.07743,1003.969237,,,,,,,,,194.316627,,,,,,64.772209,,,,,,,64.772209,,,,64.772209,,161.930522,,,64.772209,,,,,,64.772209,,97.158313,,64.772209,,,,64.772209,97.158313,,,64.772209,,64.772209,,,,,97.158313,,,,,,,,356.247149,129.544418,,,64.772209,,842.038715,,,,,,,,,,,,,,,,32.386104,842.038715,,,,,,,,,,64.772209
29.468,34.93,20.0,18,6,2017,Keuter2023,SEM,,,,49.019799000000006,,,,,,,,,,,,,,49.019799000000006,,,,,,,,,,,,,,,,,,,,,,,,,,245.098996,,,,,2303.930561,,,,2401.97016,,,,,,,,49.019799000000006,,,,,,,49.019799000000006,,,,,,,49.019799000000006,,,,,,,,,,,,,,,,98.039598,,,,,,,,,,,,,,,,,,,,,,,,,,,147.05939800000002,686.277188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.019799000000006,,,,,,343.138594,49.019799000000006,,,,,,,,,49.019799000000006,,,,,,,98.039598,,,,,,,,392.158393,,49.019799000000006,,49.019799000000006,,343.138594,,,,,,,,,,,,,,,,,392.158393,,,,49.019799000000006,,,,,,
29.468,34.93,30.0,11,7,2017,Keuter2023,SEM,,,,249.070385,,,,,83.02346200000001,41.511731000000005,41.511731000000005,,,,,,,124.535193,,,,249.070385,,,,,,,,,,,,,,,,,,,,,,1079.3050019999998,,,,,4690.825585,,,,2864.309428,,,,,,,,41.511731000000005,,,,,,,,,,,,,,332.093847,,,,,,,,,,,124.535193,,,,,913.258079,,,,,,,,,,,,,,,,,,,,,,,,,,,1245.351925,2615.239043,,,,,,,,,124.535193,,41.511731000000005,,,,83.02346200000001,,,,,,,,,41.511731000000005,,,,83.02346200000001,,,41.511731000000005,,,,,,41.511731000000005,,,,207.558654,,,,,41.511731000000005,,,,,41.511731000000005,,,,,290.582116,,,,,,83.02346200000001,,913.258079,,41.511731000000005,,166.04692300000002,,913.258079,,,,,,,,,,,,,,,,,2034.074811,,,,83.02346200000001,,,,,,41.511731000000005
29.468,34.93,30.0,18,6,2017,Keuter2023,SEM,,,,83.986588,,,,41.993294,,125.979882,,,,,,,,,,,,41.993294,,,,,,,,,83.986588,,,,41.993294,,,,,,,,,,,41.993294,,,4745.242225,,,,3989.362932,,,,,,,,,,,209.96647,,41.993294,,,83.986588,,,,,,419.93294,,,,,,,,,,,,,,,,167.973176,,,,,,,,,,,,,,,,,,,,,,,,,,,419.93294,1385.778703,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.979882,,,,,,,,,125.979882,,251.959764,125.979882,251.959764,,,,,41.993294,,,41.993294,,83.986588,,,,,41.993294,,,,,,83.986588,,671.892704,,41.993294,,167.973176,,419.93294,,,,,,,,,,,,,,,,,293.953058,,,,,,,,,,
29.468,34.93,40.0,11,7,2017,Keuter2023,SEM,,,,327.008364,,,,,,46.715481,,,,,,,,46.715481,,,,93.430961,,,,,,,,,,,,,,,,,,,,,,700.732209,,,,,9249.665155,,,,3223.36816,,,,,,,,,,,,,,,,,,,,,,233.577403,,,,,,,,,,,,,,,,794.16317,,,,,,,,,,,,,,,,,,,,,,,,,,,1167.887014,1308.033456,,,,,,,,,46.715481,,,,,,,,,,,,,,,,,,,93.430961,,,140.146442,,,,,,140.146442,,93.430961,,560.5857669999999,,,,280.292883,46.715481,,,,,233.577403,,,,,140.146442,,,,,,46.715481,,467.154806,,46.715481,,233.577403,,1214.602495,,,,,,,,,,,,,,,,280.292883,1588.32634,,,,93.430961,,,,,,
29.468,34.93,40.0,18,6,2017,Keuter2023,SEM,,,,,,,,48.054322,48.054322,48.054322,48.054322,,,,,,,,,,,,,,48.054322,,,,,,48.054322,,,,,,,,,,,,,48.054322,,48.054322,,,4132.671657999999,,,,3267.693869,,,,,,,,,,,,,48.054322,,96.108643,144.162965,,,,,,48.054322,96.108643,,,,,,,,,,144.162965,,,,,384.434573,,,,,,,,,,,,,,,,,,,,,,,,,,,576.6518590000001,1297.466683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.054322,,,,,,192.217286,,384.434573,240.271608,240.271608,,,,96.108643,48.054322,,,,,96.108643,,,,,48.054322,,,,,,192.217286,,1009.140754,,192.217286,,192.217286,,432.488894,,,,,,,,,,,192.217286,,,,,,1057.195075,,,,,,,,,,96.108643
29.468,34.93,60.0,11,7,2017,Keuter2023,SEM,,,,253.891102,,,,,,169.26073499999998,253.891102,,,,,,,,,,,253.891102,,,,,42.315184,,,,,,,,,,,,,,,,,,,,,,7532.102698,,,,2835.117308,,,,,,,,,,,,,126.945551,,,,,,,,,296.206286,,,,,,,,,,,126.945551,,,,,296.206286,,,,,,,,,,,,,,,,,,,,,,,,,,,846.303674,465.467021,,,,,,,,,84.63036699999999,,,,,,,,,,,,,,,42.315184,,,,42.315184,,,253.891102,,,,,,253.891102,84.63036699999999,211.575918,338.52147,1692.607348,,,,169.26073499999998,84.63036699999999,,,,,338.52147,,,,,211.575918,,,,,,211.575918,,465.467021,42.315184,169.26073499999998,,126.945551,,677.042939,,,,,,,,,,,,,,,,84.63036699999999,1100.1947759999998,,,,,,,,,,42.315184
29.468,34.93,60.0,18,6,2017,Keuter2023,SEM,,,,47.992336,,,,671.892704,,47.992336,95.984672,,,47.992336,,,,95.984672,,,,95.984672,,95.984672,,,,,,,,,,,,,,,,,,,,47.992336,,95.984672,,,6910.896388,,,,9166.536181,,,,,,,,,,,,,143.97700799999998,,47.992336,,,,,,,47.992336,,,,,239.96168,,,,,,335.946352,,,,,143.97700799999998,,,,,,,,,,,,,,,,,,,,,,,,,,,95.984672,,,,,,,,,,,,,,,,,,,47.992336,,95.984672,,,,,,,,47.992336,,,47.992336,,,,,,,,239.96168,143.97700799999998,47.992336,,,,47.992336,95.984672,,,,,,,,,,,,,,,,191.969344,,959.846721,,191.969344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.992336
29.468,34.93,80.0,11,7,2017,Keuter2023,SEM,,,,327.942674,,,,1124.374881,,46.848953,,,,,,,,46.848953,,,,,,140.54686,,,234.244767,,,,,,,,,,,,,,,,,234.244767,,,,,10822.10823,,,,7823.775215000001,,,,,,,,46.848953,,,,,93.697907,,,,,,,,,327.942674,,,,,,,,,,,515.338487,,,,,1218.072788,,,,,,,,234.244767,,,,,,,140.54686,,,,,,,,,,,,93.697906,46.848953,,,,,,,,,140.54686,,,,,,,,,,,,,,,,,,,,,,234.244767,,46.848953,,,,46.848953,,93.697907,46.848953,421.64058,,,46.848953,46.848953,93.697907,,,,,93.697907,,,,,187.395814,,,46.848953,,,,,983.828021,,,,46.848953,,140.54686,,,,,,,,,,,,,,,,,515.338487,,,,,,,,,,
29.468,34.93,80.0,18,6,2017,Keuter2023,SEM,,,,292.59880100000004,,,,2584.622745,,146.299401,,,,,,243.832334,,,,,,,,1024.095805,,,146.299401,,,,,,,,,,,,,,,,,146.299401,,97.532934,,,8680.431105,48.766467,,,10338.49098,,,,,,,,,,,,,48.766467,,,,,,,,,48.766467,,,,,146.299401,97.532934,,,,,3998.850284,,,,,780.26347,,,,,,,,48.766467,,,,,,,48.766467,,,,,,,,,,,,,97.532934,,,,,,,,,,,,,,,,,,97.532934,,,,,,,,,,,,,,,,,,,,,97.532934,,,,,,,146.299401,,,,,,,,,,97.532934,,,,,,243.832334,,1267.928139,,292.59880100000004,,,,,,,,,,,,,,,,,,,,,97.532934,,,,,,,,,,48.766467
29.468,34.93,100.0,11,7,2017,Keuter2023,SEM,,,,,,,,2854.3158630000003,,,,,,,,,,,,,,,,485.840998,,,789.491622,,,,,,,,,,,,,,,,,,,,,,27935.85739,364.38074900000004,,,11781.6442,,,,,,,,,,,,,60.730125,,,,,,,,,121.46025,,,,,,182.190374,,,,,1336.062745,,,,,850.2217469999999,,,,,121.46025,,,425.110873,,,,,,,121.46025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242.920499,,,,,,,,,,,,,,,,,,121.46025,,,,,,,,,,,,,,,,,,,,60.730125,,,,,,121.46025,,1093.142246,,60.730125,,,,,,,,,,,,,,,,,,,,,60.730125,,,,485.840998,,,,,,
29.468,34.93,100.0,18,6,2017,Keuter2023,SEM,,,,313.160218,,,,6352.678712,,,,,,,,,,,,,,,,402.634566,,,357.897392,,,,,,,,,,,,,,,,,,,,,,14136.94699,402.634566,,,6307.941538,,,,,,,,44.737174,,,,,134.211522,,89.47434799999999,,,,,,,,,,,,89.47434799999999,223.68587,,,,,1700.012613,,,,,134.211522,,,,,44.737174,,,178.94869599999998,,,,,,,,,,,,,,,,,,,,44.737174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.94869599999998,,,,,,,,,,,,,,,,,,,,,,,,,894.743481,,44.737174,,,,,,,,,,,,,,,,,,,,,44.737174,,,,134.211522,,,,,,
29.468,34.93,120.0,11,7,2017,Keuter2023,SEM,,,,37.336927,,,,672.0646820000001,,,,,,,,,,,,,,,,,,,261.358488,,,,,,,,,,,,,,,,,112.01078,,,,,15308.13999,410.70619500000004,,,6907.331456999999,,,,,,,,37.336927,,,,,,,,,,,,,,37.336927,,,,37.336927,74.67385399999999,,,,37.336927,,224.021561,,,,,186.684634,,,37.336927,,37.336927,37.336927,,224.021561,,,,,,,37.336927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261.358488,,,,,37.336927,,,,,,,,37.336927,,,,,,,,37.336927,,37.336927,,,,,,,,,,,,,,,,,,,,,,,298.695414,,,,,,37.336927,,,,,,,,,,,,,,,,,,,,,74.67385399999999,,,,,,
