Latitude,Longitude,Depth,Month,Year,Acanthoica acanthifera HET,Acanthoica acanthos HET,Acanthoica quattrospina HET,Acanthoica quattrospina HOL,Algirosphaera cucullata HET,Algirosphaera robusta HET,Alisphaera capulata HET,Alisphaera extenta HET,Alisphaera gaudii HET,Alisphaera gaudii POL,Alisphaera pinnigera HET,Alisphaera unicornis HET,Alisphaera unicornis POL,Braarudosphaera bigelowii NANO,Calcidiscus leptoporus HET,Calcidiscus leptoporus HOL,Calciopappus caudatus HET,Calciopappus rigidus HET,Calciosolenia brasiliensis HET,Calciosolenia murrayi HET,Calicasphaera blokii HOL,Calicasphaera concava HOL,Calicasphaera diconstricta HOL,Calyptrolithina divergens HOL,Calyptrolithina multipora HOL,Calyptrosphaera heimdaliae HOL,Calyptrosphaera sphaeroidea HOL,Ceratolithus cristatus CER,Ceratolithus cristatus HET,Coccolithus pelagicus HET,Coccolithus pelagicus HOL,Corisphaera gracilis HOL,Corisphaera tyrrheniensis HOL,Cyrtosphaera aculeata HET,Discosphaera tubifera HET,Emiliania huxleyi HET,Florisphaera profunda NANO,Formonsella pyramidosa HET,Gephyrocapsa ericsonii HET,Gephyrocapsa muellerae HET,Gephyrocapsa oceanica HET,Gephyrocapsa ornata HET,Gephyrocapsa parvula HET,Gladiolithus flabellatus HET,Gliscolithus amitakareniae HOL,Hayaster perplexus HET,Helicosphaera HOL catilliferus type,Helicosphaera HOL confusus type,Helicosphaera HOL ponticuliferus type,Helicosphaera carteri HET,Helicosphaera hyalina HET,Helicosphaera pavimentum HET,Helicosphaera pavimentum HOL,Helicosphaera wallichii HET,Helladosphaera cornifera HOL,Helladosphaera pienaarii HOL,Holococcolithophora dentata HOL,Homozygosphaera spinosa HOL,Homozygosphaera triarcha HOL,Michaelsarsia adriaticus HET,Michaelsarsia elegans HET,Oolithotus antillarum HET,Oolithotus fragilis HET,Ophiaster formosus HET,Ophiaster hydroideus HET,Palusphaera vandelii HET,Pappomonas sp. type 3 HET,Pappomonas sp. type 5 HET,Papposphaera lepida HET,Picarola margalefii HET,Pontosphaera syracusana HET,Poritectolithus maximus HOL,Rhabdosphaera clavigera HET,Rhabdosphaera xiphos HET,Scyphosphaera apsteinii HET,Sphaerocalyptra adenensis HOL,Sphaerocalyptra quadridentata HOL,Sphaerocalyptra sp. 1 HOL,Syracolithus sp. type A HOL,Syracosphaera ampliora HET,Syracosphaera anthos HET,Syracosphaera anthos HOL,Syracosphaera arethusae HET,Syracosphaera arethusae HOL,Syracosphaera aurisinae HET,Syracosphaera aurisinae HOL,Syracosphaera bannockii HET,Syracosphaera bannockii HOL,Syracosphaera borealis HET,Syracosphaera corolla HET,Syracosphaera dilatata HET,Syracosphaera epigrosa HET,Syracosphaera exigua HET,Syracosphaera gaarderae HET,Syracosphaera gaarderae HOL,Syracosphaera halldalii HET,Syracosphaera hastata HET,Syracosphaera histrica HET,Syracosphaera histrica HOL,Syracosphaera isselii HOL,Syracosphaera lafourcadii HOL,Syracosphaera magnaghii HOL,Syracosphaera marginiporata HET,Syracosphaera mediterranea HET,Syracosphaera mediterranea HOL gracillima type,Syracosphaera mediterranea HOL hellenica type,Syracosphaera mediterranea HOL marisrubri type,Syracosphaera mediterranea HOL wettsteinii type,Syracosphaera molischii HET,Syracosphaera molischii HOL,Syracosphaera nana HOL,Syracosphaera neapolitana HET,Syracosphaera nodosa HET,Syracosphaera noroitica HET,Syracosphaera orbiculus HET,Syracosphaera ossa HET,Syracosphaera periperforata HOL,Syracosphaera prolongata HET,Syracosphaera protrudens HET,Syracosphaera pulchra HET,Syracosphaera pulchra HOL galea type,Syracosphaera pulchra HOL oblonga type,Syracosphaera pulchra HOL pirus type,Syracosphaera reniformis HET,Syracosphaera rotula HET,Syracosphaera squamosa HET,Syracosphaera strigilis HET,Syracosphaera strigilis HOL,Syracosphaera tumularis HET,Turrilithus latericioides HET,Umbellosphaera irregularis HET,Umbellosphaera tenuis HET,Umbilicosphaera anulus HET,Umbilicosphaera foliosa HET,Umbilicosphaera hulburtiana HET,Umbilicosphaera sibogae HET,Wigwamma antarctica HET,Zygosphaera amoena HOL,Zygosphaera marsilii HOL
-1.0,141.0,100,1,1969,198.0,,,,,,,,,,,,,,,,148.0,,1040.0,,,,,,,,,,,,,,,,,198.0,,,7474.0,,,,,,,,,,,,,,,,,,,,,,99.0,,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347.0,,,,,
-1.0,141.0,100,12,1968,199.0,,,,,,,,,,,,,,,,149.0,,1045.0,,,,,,,,,,,,,,,,,199.0,,,7512.0,,,,,,,,,,,,,,,,,,,,,99.0,,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348.0,,,,,
-1.0,149.0,0,9,1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9568.0,,,184.0,,,,,
-1.0,160.0,0,11,1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7829.0,184.0,,26.0,,56.5,,,
-1.0,173.0,0,10,1968,,,,,,,,,,,,,,,484.0,,,,,,,,,,,,,,,,,,,,,514.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,
-1.0,176.0,0,10,1969,,,,,,,,,,,,,,,68.5,,,,,,,,,,,,,,,,,,,,,190.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273.0,273.0,,27.0,,,,,
0.0,-156.0,0,9,1969,,,,,,,,,,,,,,,7705.0,,,,,,,,,,,,,,,,,,,,,17045.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1350.0,1350.0,,450.0,,150.0,,,
0.0,-155.0,0,9,1969,,,,,,,,,,,,,,,550.0,,,,,,,,,,,,,,,,,,,,,4300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.0,150.0,,50.0,,,,,
0.0,-27.0,0,1,2011,,,10.0,,,10.0,,,,,,,,,200.0,,,,1470.0,760.0,,,,,,,,,,,,,,,140.0,,,,,,,,,,,,,,,50.0,,,,,,,,,,,20.0,,,,274.0,,,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,,274.0,,,,,100.0,,,
0.0,-27.0,20,1,2011,,,,,,10.0,,,,,,,,,380.0,,,,1918.0,2740.0,,,,,,,,,,,,,,,130.0,,,,,,,,,,,,,,,30.0,,,,,,,,,,,60.0,,,,1781.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,,137.0,,10.0,,,110.0,,,
0.0,-27.0,60,1,2011,,,,,,20.0,,,,,,,,,390.0,,,,2329.0,959.0,,,,,,,,,,,,,,,120.0,,,,,,,,,,,,,,,20.0,,,,,,,,,,,685.0,,,,2329.0,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,137.0,,30.0,,,90.0,,,
0.0,-26.0,5,5,2004,,,270.0,,,,,,,,,,,,,,,,270.0,,,,,,,,,,,,,,,,1349.0,1619.0,270.0,,,,,,,,,,,,,,270.0,,,,,135.0,,,,135.0,,,,,,675.0,,,944.0,,,,270.0,,,,,,,270.0,,,,,,,405.0,270.0,,,,135.0,135.0,,,135.0,,,,,,,270.0,,,,,,270.0,,,270.0,,135.0,944.0,270.0,,675.0,,135.0,,,,,405.0,,,,,,6340.0,1079.0,,,,,,,
0.0,-26.0,10,10,2004,,,,,,,,,,,,,,,,,,,540.0,,,,,,,,,,,,,,,,270.0,1610.0,,,,,70.0,,,,,,,,,,,,,,70.0,,,,,,,470.0,,,,,,,,,,,70.0,200.0,,,,,,70.0,,,,,,,70.0,200.0,,,,,,,,,,,,,,,,,,,,,,,70.0,,130.0,130.0,,130.0,,,,70.0,,,,,70.0,,,,,,130.0,,130.0,,,400.0,,,
0.0,-26.0,10,11,2005,,,,,,,,,,,,,,,,,,,1300.0,,,,,,,,,,,,,,,,1630.0,6830.0,,,,,,,,160.0,,,,,,,,,,,330.0,,,,160.0,,,,,,,160.0,,,,,,,650.0,1790.0,,,,,,,,,,,,,1140.0,,,,,,,,,,,160.0,,,,,,,,,,,,,,1790.0,,490.0,,810.0,,160.0,,160.0,,,,,160.0,,,,,,2110.0,1790.0,,,,,,,
0.0,-26.0,65,10,2004,,,,,,570.0,,,,,70.0,,,,,,,,430.0,,,,,,,,,,,,,,,,140.0,2440.0,930.0,,,,70.0,,,140.0,,,,,,,,,,,70.0,,,,,140.0,,1580.0,,,,,,,,,,,,140.0,,,,,,290.0,140.0,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,70.0,140.0,210.0,,70.0,,,,70.0,,,,,70.0,,,,70.0,,,,70.0,,,70.0,,,
0.0,-26.0,70,5,2004,,,161.0,,,1447.0,,,,,322.0,,,,,161.0,,,,2412.0,,,,,,,,,,,,,,,161.0,4985.0,6272.0,,,,,,,1447.0,,,,,,,161.0,,,,,,,,,322.0,643.0,1287.0,,,,,,,322.0,,,,,,,,,,,161.0,322.0,,,,161.0,,,,,,,161.0,,,,161.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.0,,,,,,,965.0,643.0,,,,,,
0.0,-26.0,100,5,2004,,,164.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.0,,,2454.0,,3435.0,,,164.0,,,,2781.0,,164.0,,,,,,,,,,,,,,,,818.0,,,,,,,,,,,,164.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,491.0,,,,327.0,,,
0.0,-26.0,100,10,2004,,,,,,1330.0,,,,,,,,,,,,,1040.0,,,,,,,,,,,,,,,,,1710.0,5880.0,,,,280.0,,,1420.0,,90.0,,,,190.0,90.0,,,,,,,,,190.0,,660.0,,,,,,,,,,,,90.0,,,,,,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.0,,,,,,90.0,190.0,,,
0.0,96.0,0,6,1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21038.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4396.0,,,,,,,,
0.0,175.0,0,10,1969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425.0,425.0,,,,85.0,,,
1.0,-167.0,0,1,2011,,,,,,,,,,,,,,,,,,,230.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,10.0,,,,411.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,
1.0,-167.0,35,1,2011,,,,,,,,,,,,,,,,,,,220.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,40.0,,,,1918.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,
1.0,-167.0,80,1,2011,,,,,,,,,,,,,,,,,,,160.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,1233.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,
1.0,-156.0,0,9,1969,,,,,,,,,,,,,,,5032.5,,,,,,,,,,,,,,,,,,,,,8662.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1980.0,1980.0,,577.5,,165.0,,,
1.0,-130.0,0,3,1967,,,,,,,,,,,,,,,569.0,,,,,,,,,,,,,,,,,,,,,8539.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4066.0,,,,,,,,
1.0,-125.0,0,3,1967,,,,,,,,,,,,,,,514.0,,,,,,,,,,,,,,,,,,,,,24437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21350.0,,,,,,,,
1.0,-121.0,0,3,1967,,,,,,,,,,,,,,,389.0,,,,,,,,,,,,,,,,,,,,,12186.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4278.0,,,,,,,,
1.0,-118.0,0,3,1967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1189.0,,,,,,,,
1.0,-113.0,0,3,1967,,,,,,,,,,,,,,,233.0,,,,,,,,,,,,,,,,,,,,,8838.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4109.0,,,,,,,,
1.0,-107.0,0,3,1967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11021.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14695.0,,,,,153.0,,,
1.0,-104.0,0,3,1967,,,,,,,,,,,,,,,126.0,,,,,,,,,,,,,,,,,,,,,3618.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3660.0,,,,,42.0,,,
1.0,-101.0,0,2,1967,,,,,,,,,,,,,,,31.0,,,,,,,,,,,,,,,,,,,,,3284.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2701.0,,,,,,,,
1.0,-26.0,5,5,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,0.04,,,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14,0.04,,,
1.0,-26.0,5,10,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.56,,,,,,0.66,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,-26.0,5,10,1996,,,,,,,,,,,,,,,,,,,0.32,,,,,,,,,,,,,,,,0.36,9.078,,,,,,,,,,,,,,0.04,,,,,,,,,,,,,,,,,,,,,,,1.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.28,,,,
1.0,-26.0,40,10,1996,,,,,,,,,,,,,,,,,,,0.32,,,,,,,,,,,,,,,,0.8,6.06,,,,,,,,,,,,,,0.08,,,,,,,,,,,,,,,,,,,,,,,1.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,
1.0,-26.0,50,10,1996,,,,,,,,,,,,,,,,,,,2.0,0.04,,,,,,,,,,,,,,,0.48,27.234,,,,,,,,,,,,,,,,,,,,,,,,,0.12,,,,,,,,,,,,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,
1.0,-26.0,70,5,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.13,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,,
1.0,-26.0,70,10,1996,,,,,,,,,,,,,,,,,,,0.88,,,,,,,,,,,,,,,,0.24,36.312,,,,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.76,,,,
1.0,-26.0,80,10,1995,,,,,,,,,,,,,,,,,,,0.04,3.03,,,,,,,,,,,,,,,0.02,,,,,,0.12,,,,,,,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,-26.0,80,10,1996,,,,,,,,,,,,,,,,,,,0.24,0.08,,,,,,,,,,,,,,,0.04,157.352,,,,,,,,,,,,,,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.08,,,
1.0,-26.0,100,10,1996,,,,,,,,,,,,,,,,,,,0.08,0.04,,,,,,,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,93.0,0,6,1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3318.0,,,,,9006.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6873.0,,,,,,,,
1.0,94.0,0,6,1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3726.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9522.0,3312.0,,,,,,,
1.0,142.0,0,6,1967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2411.0,,,,,,,,
1.0,144.0,0,6,1967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3477.0,,,,,,,,
1.0,151.0,0,7,1967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2655.0,,,,,127.0,,,
1.0,161.0,0,5,1967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3064.0,591.0,,,,81.0,,,
1.0,166.0,0,5,1968,,,,,,,,,,,,,,,486.0,,,,,,,,,,,,,,,,,,,,,648.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.0,,,,,
1.0,174.0,0,10,1968,,,,,,,,,,,,,,,110.0,,,,,,,,,,,,,,,,,,,,,1698.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.0,,,,,,,,
1.0,174.0,0,10,1969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4800.0,4800.0,,,,360.0,,,
1.0,175.0,0,10,1969,,,,,,,,,,,,,,,220.0,,,,,,,,,,,,,,,,,,,,,207.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3492.5,3492.5,,,,,,,
1.0,178.0,0,11,1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1990.0,,,452.0,,,,,
2.0,-166.0,0,4,1968,,,,,,,,,,,,,,,431.0,,,,,,,,,,,,,,,,,,,,,958.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.0,14.0,,14.0,,,,,
2.0,-155.0,0,9,1969,,,,,,,,,,,,,,,4065.0,,,,,,,,,,,,,,,,,,,,,6677.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1580.0,1580.0,,647.5,,105.0,,,
2.0,-150.0,0,3,1967,,,,,,,,,,,,,,,3041.0,,,,,,,,,,,,,,,,,,,,,7151.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5835.0,,,82.0,,82.0,,,
2.0,-149.0,0,3,1968,,,,,,,,,,,,,,,2760.0,,,,,,,,,,,,,,,,,,,,,13938.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1656.0,,,,,138.0,,,
2.0,-139.0,0,3,1967,,,,,,,,,,,,,,,67.0,,,,,,,,,,,,,,,,,,,,,498.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.0,5.0,,,,,,,
2.0,-135.0,0,3,1967,,,,,,,,,,,,,,,2557.0,,,,,,,,,,,,,,,,,,,,,12464.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10014.0,,,,,,,,
2.0,-81.0,0,10,1967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3991.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481.0,,,,,48.0,,,
2.0,-27.0,25,12,2010,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,440.0,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,,1644.0,,,,,30.0,,,
2.0,-27.0,80,12,2010,,,,,,120.0,,,,,,,,,920.0,,,,480.0,340.0,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1233.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.0,,50.0,,,130.0,,,
2.0,-25.0,0,10,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12,25.721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,0.02,,,
2.0,-25.0,60,10,1997,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,78.676,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,,
2.0,64.0,0,10,1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,493.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,986.0,1084.0,,,,,,,
2.0,64.0,90,10,1992,,,,,,,,,,,,,,,,,,,99.0,1773.0,,,,,,,,,,,,,,,,789.0,,,,,1872.0,,,,,,,,,,,,,,,,,,,,,65.0,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,64.0,130,10,1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.0,,,,,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,591.0,,,,,
