,Latitude,Longitude,Depth,Month,Year,Acanthoica acanthifera,Acanthoica acanthos,Acanthoica quattrospina,Acanthoica quattrospina HOL,Algirosphaera robusta,Alisphaera capulata,Alisphaera extenta,Alisphaera gaudii,Alisphaera gaudii POL,Alisphaera pinnigera,Alisphaera unicornis,Alisphaera unicornis POL,Calcidiscus leptoporus,Calcidiscus leptoporus HOL,Calciopappus caudatus,Calciopappus rigidus,Calciosolenia brasiliensis,Calciosolenia murrayi,Calicasphaera blokii,Calicasphaera concava,Calicasphaera diconstricta,Calyptrolithina divergens,Calyptrolithina multipora,Calyptrosphaera heimdaliae,Calyptrosphaera sphaeroidea HOL,Ceratolithus cristatus CER,Ceratolithus cristatus HET,Coccolithus pelagicus,Coccolithus pelagicus HOL,Corisphaera gracilis,Corisphaera tyrrheniensis,Cyrtosphaera aculeata,Discosphaera tubifera,Emiliania huxleyi,Florisphaera profunda,Formonsella pyramidosa,Gephyrocapsa ericsonii,Gephyrocapsa muellerae,Gephyrocapsa oceanica,Gephyrocapsa ornata,Gephyrocapsa parvula,Gladiolithus flabellatus,Gliscolithus amitakareniae,Hayaster perplexus,Helicosphaera HOL catilliferus type,Helicosphaera HOL confusus type,Helicosphaera HOL ponticuliferus type,Helicosphaera carteri,Helicosphaera hyalina,Helicosphaera pavimentum,Helicosphaera pavimentum HOL,Helicosphaera wallichii,Helladosphaera cornifera,Helladosphaera pienaarii,Homozygosphaera spinosa,Homozygosphaera triarcha,Michaelsarsia adriaticus,Michaelsarsia elegans,Oolithotus antillarum,Oolithotus fragilis,Ophiaster formosus,Ophiaster hydroideus,Palusphaera vandelii,Pappomonas sp. type 3,Pappomonas sp. type 5,Papposphaera lepida,Picarola margalefii,Pontosphaera syracusana,Rhabdosphaera clavigera,Rhabdosphaera xiphos,Scyphosphaera apsteinii,Sphaerocalyptra adenensis,Sphaerocalyptra quadridentata,Syracosphaera ampliora,Syracosphaera anthos,Syracosphaera anthos HOL,Syracosphaera arethusae,Syracosphaera arethusae HOL,Syracosphaera aurisinae,Syracosphaera aurisinae HOL,Syracosphaera bannockii,Syracosphaera bannockii HOL,Syracosphaera borealis,Syracosphaera corolla,Syracosphaera dilatata,Syracosphaera epigrosa,Syracosphaera exigua,Syracosphaera gaarderae,Syracosphaera gaarderae HOL,Syracosphaera halldalii,Syracosphaera hastata,Syracosphaera histrica,Syracosphaera histrica HOL,Syracosphaera isselii HOL,Syracosphaera lafourcadii HOL,Syracosphaera magnaghii HOL,Syracosphaera marginiporata,Syracosphaera mediterranea,Syracosphaera mediterranea HOL gracillima type,Syracosphaera mediterranea HOL marisrubri type,Syracosphaera mediterranea HOL wettsteinii type,Syracosphaera molischii,Syracosphaera molischii HOL,Syracosphaera nana HOL,Syracosphaera neapolitana,Syracosphaera nodosa,Syracosphaera noroitica,Syracosphaera orbiculus,Syracosphaera ossa,Syracosphaera periperforata HOL,Syracosphaera prolongata,Syracosphaera protrudens,Syracosphaera pulchra,Syracosphaera pulchra HOL galea type,Syracosphaera pulchra HOL oblonga type,Syracosphaera reniformis,Syracosphaera rotula,Syracosphaera squamosa,Syracosphaera strigilis,Syracosphaera strigilis HOL,Syracosphaera tumularis,Turrilithus latericioides,Umbellosphaera irregularis,Umbellosphaera tenuis,Umbilicosphaera anulus,Umbilicosphaera foliosa,Umbilicosphaera hulburtiana,Umbilicosphaera sibogae,Wigwamma antarctica,Zygosphaera amoena,Zygosphaera marsilii
498,-31.5,6.5,0,2,2011,,,30.0,,,,,,,,,,770.0,,,,,,,,,,,,,,,,,,,,590.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,20.0,,,,,,,,,,30.0,,,,,,,,
499,-31.5,6.5,30,2,2011,,,,,,,,,,,,,1160.0,,,,10.0,10.0,,,,,,,,,,,,,,,220.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,10.0,,,,,,,,
500,-31.5,6.5,85,2,2011,,,10.0,,100.0,,,,,,,,390.0,,,,480.0,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,30.0,,,,685.0,,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.0,,60.0,,,,,,,,,,137.0,,10.0,,,,,,
501,-31.5,11.5,25,2,1993,,,,,,,,,,,,,3105.0,,,,5380.0,,,,,,,,,,,,,4500.0,,,475.0,36410.0,,,14195.0,300.0,510.0,,,,,,100.0,,,100.0,,,,,,,,,,,,80.0,,,,,,,,,2400.0,2490.0,,,,,,,,2300.0,,,,,,,,,,,,680.0,,,2200.0,,,,,,,,,200.0,,,,2400.0,,,,,,,415.0,,,,,,,,,,20095.0,9915.0,,,,30.0,,,
502,-31.5,11.5,50,2,1993,,,,,,,,,,,,,900.0,,,,800.0,,,,,,,,,,,,,100.0,,,7310.0,69190.0,,,38700.0,1200.0,1915.0,,,,,,2100.0,100.0,,,,,,,,,,,500.0,,,75.0,,,,,,,,,2800.0,24800.0,,,,,,,,,,,,,,,,,,,,1510.0,,,2100.0,,,,,,,,,100.0,,,,6700.0,,,,,2200.0,,6410.0,,,,,,,,,,36605.0,23110.0,,,,90.0,,,
503,-31.5,11.5,100,2,1993,,,,,,,,,,,,,17920.0,,,,180.0,,,,,,,,,,,,,,,,120.0,50815.0,2215.0,,3195.0,1100.0,1595.0,,,,,,,,,100.0,,,,,,,,,,,,625.0,,,,,,,,,200.0,495.0,,,,,200.0,,,,,,,,,,,,,,,275.0,,,,,,,,,,,,,,,,900.0,,,,,,,415.0,,,,,,,,,,1400.0,2585.0,200.0,,100.0,380.0,,,
504,-31.5,110.5,0,11,2011,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,822.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.0,,,,,,,,,,1918.0,,,,,,,,
505,-31.5,110.5,30,11,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,548.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.0,,,,,,,,,,2192.0,,,,,,,,
506,-31.5,110.5,90,11,2011,,,,,,,,,,,,,,,,,40.0,130.0,,,,,,,,,,,,,,,210.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,40.0,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,,,,,,,,,,30.0,,,,,,,,
507,-31.5,113.5,0,12,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,822.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.0,,,,,,,,,,274.0,,,,,,,,
508,-31.5,113.5,35,12,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,959.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,70.0,,,,,,,,
509,-31.5,113.5,100,12,2011,,,,,,,,,,,,,,,,,40.0,70.0,,,,,,,,,,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,
510,-30.5,-43.5,5,5,1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.88,1.12,,,,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,-30.5,-43.5,5,10,1995,,,,,,,,,,,,,,,,,0.08,,,,,,,,,,,,,,,,1.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16,0.12,,,
512,-30.5,-43.5,100,10,1995,,,,,,,,,,,,,,,,,0.08,,,,,,,,,,,,,,,,0.24,,,,,,,,,,,,,,,0.04,,,,,,,,,,0.04,,,,,,,,,,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12,0.16,,,
513,-30.5,-43.5,110,5,1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0.16,,,,,,,,,,,,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,
514,-30.5,-2.5,0,1,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,20.0,,,
515,-30.5,-2.5,40,1,2011,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,10.0,,,
516,-30.5,-2.5,105,1,2011,,,,,40.0,,,,,,,,,,,,320.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,548.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,959.0,,,110.0,,,
517,-30.5,0.5,0,1,2011,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,
518,-30.5,0.5,35,1,2011,,,,,,,,,,,,,80.0,,,,10.0,,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,20.0,,,50.0,,,
519,-30.5,0.5,110,1,2011,,,,,20.0,,,,,,,,70.0,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1233.0,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,90.0,,,80.0,,,
520,-30.5,61.5,0,2,2011,,,,,,,,,,,,,110.0,,,,,,,,,,,,,,,,,,,,310.0,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,10.0,,,,,,,,,,274.0,,10.0,,,,,,
521,-30.5,61.5,50,2,2011,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,,,,370.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,,,,,,,,,,274.0,,10.0,,,10.0,,,
522,-30.5,61.5,130,2,2011,,,,,40.0,,,,,,,,10.0,,,20.0,,,,,,,,,,,70.0,,,,,,80.0,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,20.0,,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,40.0,,,,,,,,,,,,60.0,,,10.0,,,
523,-30.5,103.5,0,8,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,411.0,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,
524,-30.5,103.5,0,9,2011,,,10.0,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,1096.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,20.0,,,,,,,,
525,-30.5,103.5,40,8,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,,,,,,,,,,,,,,,,,,
526,-30.5,103.5,45,9,2011,,,,,,,,,,,,,,,,20.0,,10.0,,,,,,,,,,,,,,,685.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,70.0,,,,,,,,,,30.0,,,,,,,,
527,-30.5,103.5,100,9,2011,,,,,,,,,,,,,,,,40.0,70.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,10.0,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,-30.5,103.5,120,8,2011,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,50.0,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529,-30.5,107.5,0,10,2011,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,685.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,,,70.0,,,,,,,,
530,-30.5,107.5,30,10,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,20.0,,,,,,,,
531,-30.5,107.5,100,10,2011,,,,,,,,,,,,,,,,60.0,50.0,150.0,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,10.0,,,,,,,,,30.0,,,,,150.0,,,,,,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,10.0,,,
532,-29.5,-42.5,5,5,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16,,,,,,,,,,,,,,,0.08,,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,-29.5,-42.5,5,10,1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,12.104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,-29.5,-42.5,50,10,1996,,,,,,,,,,,,,,,,,,0.04,,,,,,,,,,,,,,,0.36,15.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,,,
535,-29.5,-42.5,80,5,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536,-29.5,-26.5,10,5,2003,,,365.0,,,,,,,,61.0,,,,,,,,,,,,,,,,,,,,,,1094.0,1762.0,,,1397.0,61.0,547.0,122.0,,,,,,,,61.0,,,,,122.0,,425.0,61.0,,122.0,,,,,3341.0,,,,,,1580.0,182.0,,,,122.0,,,,,,61.0,,61.0,,,,,,,,243.0,,,,,,,365.0,61.0,,,,61.0,122.0,,122.0,182.0,,,365.0,,61.0,,243.0,,,,,,,,,,486.0,1883.0,,,,,,,
537,-29.5,-26.5,115,5,2003,,,59.0,,353.0,,,,,59.0,118.0,,177.0,,,,,59.0,,,,,,,,,,,,,,,177.0,353.0,6832.0,59.0,1060.0,118.0,294.0,59.0,,353.0,,,,,,,,,,,,,,,294.0,294.0,,,,,353.0,,,59.0,,,118.0,,,,,,294.0,59.0,,,118.0,,,59.0,,,,,,,,,,,,,,,59.0,,,,,59.0,,,,,,,177.0,,59.0,,,,,648.0,,,,,,,,412.0,,,59.0,,,,
538,-29.5,-5.5,0,1,2011,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,280.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,40.0,,,,,,,,,,,,,,,,,,
539,-29.5,-5.5,40,1,2011,,,,,,,,,,,,,20.0,,,10.0,,,,,,,,,,,,,,,,,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,20.0,,,
540,-29.5,-5.5,110,1,2011,,,,,50.0,,,,,,,,20.0,,,,460.0,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1096.0,,,,,,,10.0,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,10.0,,,,,,,,,,,,1233.0,,,340.0,,,
541,-29.5,13.5,40,2,1993,,,,,3500.0,,,,,,,,275.0,,,,2285.0,,,,,,,,,,,,,,,,1785.0,199685.0,,,85700.0,400.0,120.0,,,,,,,,,,,,,,,,,,200.0,,,,,,,,,,,,,11090.0,,,,,,,,,200.0,,,,,,,,,,,17885.0,,,,,,,,,,,,2000.0,,,,3600.0,,,,,5400.0,,285.0,,,,,,,,,,6085.0,7695.0,,,,,,,
542,-29.5,13.5,60,2,1993,,,,,,,,,,,,,310.0,,,,4165.0,,,,,,,,,,,,,,,,2385.0,107195.0,,,53980.0,1000.0,2280.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18485.0,,,,,,4500.0,,,400.0,,,,,,,,,,,16475.0,,,,,,,,,,,,300.0,,,,700.0,,,,,,,185.0,,,,,,,,,,3520.0,1485.0,,,6800.0,,,,
543,-29.5,13.5,80,2,1993,,,2180.0,,4000.0,,,,,,1000.0,,4790.0,2200.0,,,8835.0,,,,,,,,,,,,,,,,85.0,65220.0,6490.0,,10975.0,200.0,815.0,,,,,,,,,100.0,,,,,,,,,100.0,,,,,,,,,,,,100.0,920.0,,,,,,,,,2600.0,,,,,,,,,,,4385.0,,,,,,,,,,,,,,,,,,,,,,,315.0,,,,,,,,,,120.0,310.0,,,2600.0,2000.0,,,
544,-29.5,13.5,100,2,1993,,,,,4000.0,,,,,,,,2310.0,,,,17135.0,,,,,,,,,,,,,,,,80.0,101895.0,,,72485.0,300.0,805.0,,,,,,2100.0,,,,,,,,,,,,,2100.0,,105.0,,,,,,,,,100.0,3390.0,,,,,,,,,700.0,,,,,,,,,,,8820.0,,,,,,,,,,,,,,,,,,,,,,,400.0,,,,,,,,,,2210.0,1025.0,,,2100.0,,,,
545,-29.5,16.5,5,5,1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,576.453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
546,-29.5,69.5,0,2,2011,,,,,,,,,,,,,590.0,,,,,,,,,,,,,,,,,,,,220.0,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,274.0,,10.0,,,,,,
547,-29.5,69.5,50,2,2011,,,,,,,,,,,,,90.0,,,10.0,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,137.0,,10.0,,,,,,
548,-29.5,69.5,130,2,2011,,,,,30.0,,,,,,,,,,,40.0,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280.0,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,,,10.0,,,
549,-29.5,72.5,0,2,2011,,,10.0,,,,,,,,,,240.0,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,
550,-29.5,72.5,45,2,2011,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,30.0,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,,,,,,,,,,,,,,,,,,
551,-29.5,72.5,130,2,2011,,,,,40.0,,,,,,,,50.0,,,10.0,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,60.0,,,,,,,10.0,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,30.0,,,,,,
552,-29.5,76.5,0,1,2011,,,,,,,,,,,,,350.0,,,,,,,,,,,,,,,,,,,,190.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,10.0,,,,,,,,
553,-29.5,76.5,35,1,2011,,,,,,,,,,,,,40.0,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,,,,,,,,,,,,,,,,,,
554,-29.5,76.5,140,1,2011,,,,,20.0,,,,,,,,50.0,,,40.0,10.0,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,20.0,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,30.0,,,,,,,,,,,,20.0,,,,,,
555,-29.5,79.5,0,2,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,380.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,,,,,,,,,,,,,,,,,,
556,-29.5,79.5,40,2,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.0,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,,,,,,,,,,,,,,,,,,
557,-29.5,79.5,130,2,2011,,,,,,,,,,,,,10.0,,,10.0,,,,,,,,,,,20.0,,,,,,10.0,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,,,,,,,,,,,,10.0,,,,,,
558,-29.5,82.5,0,3,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,510.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,,,,
559,-29.5,82.5,55,3,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,40.0,,,,,,
560,-29.5,82.5,135,3,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,190.0,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,10.0,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,,
561,-29.5,86.5,0,4,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,
562,-29.5,86.5,55,4,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,10.0,,,,,,,,
563,-29.5,86.5,150,4,2011,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,274.0,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,
564,-29.5,89.5,0,5,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,822.0,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
565,-29.5,89.5,50,5,2011,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,
566,-29.5,89.5,120,5,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,40.0,,,,,,,,,,,,,,,,,,
567,-29.5,92.5,0,6,2011,,,10.0,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,440.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,
